1,1,1.676527
1,1,1.680349
1,2,1.679817
1,2,1.679524
1,3,1.680108
1,3,1.677737
1,4,1.681715
1,4,1.667101
1,5,1.683023
1,5,1.683153
1,6,1.729688
1,6,1.730481
1,7,1.714557
1,7,1.714076
1,8,1.690797
1,8,1.681706
1,9,1.694280
1,9,1.694088
1,10,1.708199
1,10,1.705398
1,11,1.729893
1,11,1.729147
1,12,1.798589
1,12,1.796551
1,13,1.877744
1,13,1.876948
1,14,1.937796
1,14,1.967152
1,15,2.142854
1,15,2.142547
1,16,2.481708
1,16,2.450268
1,17,2.974049
1,17,2.949279
1,18,3.295646
1,18,3.302004
2,1,1.110568
2,1,1.111628
2,2,0.926901
2,2,0.915335
2,3,0.849242
2,3,0.849159
2,4,0.849464
2,4,0.848259
2,5,0.854746
2,5,0.853511
2,6,0.873347
2,6,0.872337
2,7,0.865159
2,7,0.864673
2,8,0.855174
2,8,0.853338
2,9,0.860891
2,9,0.859834
2,10,0.870606
2,10,0.869617
2,11,0.882545
2,11,0.885396
2,12,0.923738
2,12,0.923554
2,13,0.962223
2,13,0.964893
2,14,0.974947
2,14,0.974170
2,15,0.961336
2,15,0.956742
2,16,1.143950
2,16,1.144498
2,17,1.351283
2,17,1.365950
2,18,1.259360
2,18,1.250830
4,1,0.627522
4,1,0.626339
4,2,0.501845
4,2,0.502884
4,3,0.476101
4,3,0.475474
4,4,0.516573
4,4,0.517400
4,5,0.491858
4,5,0.494270
4,6,0.439102
4,6,0.439966
4,7,0.437667
4,7,0.437210
4,8,0.436829
4,8,0.436252
4,9,0.439799
4,9,0.438912
4,10,0.446810
4,10,0.447387
4,11,0.450306
4,11,0.457878
4,12,0.470358
4,12,0.469781
4,13,0.484542
4,13,0.481684
4,14,0.493061
4,14,0.453660
4,15,0.539297
4,15,0.536478
4,16,0.512042
4,16,0.513054
4,17,0.785940
4,17,0.784453
4,18,0.913526
4,18,0.909077
8,1,0.220373
8,1,0.220068
8,2,0.281332
8,2,0.279163
8,3,0.270239
8,3,0.262917
8,4,0.285419
8,4,0.288084
8,5,0.248567
8,5,0.247641
8,6,0.227965
8,6,0.227361
8,7,0.226467
8,7,0.226246
8,8,0.229876
8,8,0.235213
8,9,0.237322
8,9,0.228732
8,10,0.232911
8,10,0.230060
8,11,0.235099
8,11,0.235089
8,12,0.234423
8,12,0.235672
8,13,0.222286
8,13,0.239895
8,14,0.264454
8,14,0.251898
8,15,0.245338
8,15,0.245634
8,16,0.381381
8,16,0.382151
8,17,0.460456
8,17,0.462057
8,18,0.543186
8,18,0.543341
16,1,0.132656
16,1,0.132151
16,2,0.256201
16,2,0.249815
16,3,0.221262
16,3,0.222464
16,4,0.202983
16,4,0.201847
16,5,0.151221
16,5,0.152008
16,6,0.133375
16,6,0.133070
16,7,0.154499
16,7,0.134689
16,8,0.138924
16,8,0.139055
16,9,0.143479
16,9,0.141697
16,10,0.144442
16,10,0.144526
16,11,0.172796
16,11,0.159032
16,12,0.142635
16,12,0.141977
16,13,0.142220
16,13,0.143186
16,14,0.173906
16,14,0.172945
16,15,0.220583
16,15,0.218427
16,16,0.270620
16,16,0.269130
16,17,0.350450
16,17,0.359665
16,18,0.424325
16,18,0.422246
