2000,6948448,42312,19988
2000,6948448,42148,19744
2000,6948448,42132,19872
2000,6948448,42152,19928
2000,6948448,42168,19792
3000,6948448,41992,19860
3000,6948448,42192,19872
3000,6948448,42260,19996
3000,6948448,42132,19808
3000,6948448,42332,19952
4000,6948448,42140,19784
4000,6948448,41884,19788
4000,6948448,42268,19932
4000,6948448,42364,20040
4000,6948448,42416,19908
5000,6948448,42244,19848
5000,6948448,42080,19752
5000,6948448,42336,19972
5000,6948448,42208,19820
5000,6948448,42228,20000
6000,6948448,42056,19688
6000,6948448,42220,19864
6000,6948448,42316,19960
6000,6948448,42328,19832
6000,6948448,42104,19852
7000,6948448,41992,19852
7000,6948448,42552,20016
7000,6948448,42292,19928
7000,6948448,41996,19732
7000,6948448,42420,19936
8000,6948448,41916,19748
8000,6948448,42152,19748
8000,6948448,42328,19808
8000,6948448,42228,19864
8000,6948448,42104,19680
9000,6948448,42096,19748
9000,6948448,41928,19680
9000,6948448,42356,19996
9000,6948448,42200,19808
9000,6948448,41976,19724
10000,6948448,42172,19936
10000,6948448,42048,19796
10000,6948448,42032,19788
10000,6948448,42192,19844
10000,6948448,42180,19812
