1000,32,9211624,66628,20164
1000,32,9145060,64180,19980
2000,1,7081576,46716,19976
2000,1,7081576,49408,20044
2000,1,7081576,46616,20324
2000,1,7081576,48620,19912
2000,1,7081576,49128,19980
2000,2,7214704,52188,20040
2000,2,7148140,52852,19904
2000,2,7148140,52940,19848
2000,2,7148140,53568,20228
2000,2,7148140,53188,20036
2000,4,7347832,53528,19932
2000,16,8146600,67772,19852
2000,16,8146600,64364,20036
2000,16,8080036,55012,19824
2000,32,9145060,66096,20096
2000,32,9212340,74184,20040
2000,32,9211624,72544,20036
2000,32,9078496,63112,19852
3000,1,7081576,47652,19784
3000,1,7015012,46660,19900
3000,1,7081576,50000,20056
3000,1,7015012,47824,20024
3000,1,7015012,47116,19976
3000,2,7148140,51288,19912
3000,2,7148140,51108,19976
3000,2,7148140,51196,19980
3000,2,7148140,51332,20128
3000,2,7148140,51256,20028
3000,4,7480960,54124,20016
3000,4,7281268,53352,19952
3000,4,7414396,54728,20024
3000,4,7347832,53204,19848
3000,4,7347832,55500,19912
3000,8,7747216,58076,19904
3000,8,7813780,56652,19888
3000,8,7547524,54824,19916
3000,8,7813780,57728,19912
3000,8,7680652,58192,20056
3000,16,8080036,58652,19976
3000,16,8080036,58276,19760
3000,16,8080036,58152,19680
3000,16,8080036,55184,20072
3000,16,8146600,59348,19908
3000,32,9078496,60828,20040
3000,32,9145060,62572,20040
3000,32,9211624,66764,19856
3000,32,9211624,66764,19908
3000,32,9145060,64700,20196
4000,1,7081576,48196,20024
4000,1,7081576,48888,19912
4000,1,7148140,49536,19976
4000,1,7081576,50856,20024
4000,1,7081576,48312,19840
4000,2,7281268,51956,19908
4000,2,7281268,52604,20036
4000,2,7281268,52568,20028
4000,2,7148140,49116,20092
4000,2,7214704,55228,20020
4000,4,7347832,53416,19844
4000,4,7414396,51492,19980
4000,4,7414396,53060,19916
4000,4,7347832,51480,19976
4000,4,7414396,51636,19980
4000,8,7547524,57484,20076
4000,8,7547524,54320,19884
4000,8,7614088,55492,19912
4000,8,7614088,53480,19912
4000,8,7614088,54076,20032
4000,16,8080036,56740,20036
4000,16,8080036,57116,19912
4000,16,8080036,56412,20076
4000,16,8146600,56472,19784
4000,16,8080036,55040,20104
4000,32,9211624,64052,19888
4000,32,9211624,65104,20040
4000,32,9211624,64424,19972
4000,32,9145060,64228,19848
4000,32,9211624,67048,19868
5000,1,7148140,55912,19908
5000,1,7148140,57484,20196
5000,1,7148140,58212,20100
5000,1,7148140,57812,19948
5000,1,7015012,48792,19916
5000,2,7281268,52208,19788
5000,2,7281268,50788,19996
5000,2,7281268,54540,20136
