1000, 22528
1000, 10240
1000, 11008
1000, 9216
1000, 10752
2000, 11008
2000, 48128
2000, 11008
2000, 48384
2000, 10240
2000, 48640
2000, 9984
2000, 48896
2000, 11008
2000, 48128
3000, 11008
3000, 48384
3000, 48640
3000, 11264
3000, 48384
3000, 48640
3000, 12032
3000, 48384
3000, 48640
3000, 11776
3000, 48640
3000, 48896
3000, 10496
3000, 48640
3000, 48896
4000, 11008
4000, 48640
4000, 48896
4000, 48896
4000, 49152
4000, 10496
4000, 48384
4000, 48640
4000, 48640
4000, 48896
4000, 10240
4000, 48640
4000, 48896
4000, 48896
4000, 49152
4000, 11008
4000, 48896
4000, 49152
4000, 49152
4000, 49408
4000, 11008
4000, 48384
4000, 48640
4000, 48640
4000, 48896
5000, 11264
5000, 48128
5000, 48384
5000, 48384
5000, 48640
5000, 48640
5000, 48640
5000, 9472
5000, 48384
5000, 48896
5000, 48896
5000, 49152
5000, 49152
5000, 49152
5000, 9984
5000, 48384
5000, 48640
5000, 48640
5000, 48896
5000, 48896
5000, 48896
5000, 10240
5000, 48384
5000, 48640
5000, 48640
5000, 48896
5000, 48896
5000, 48896
5000, 10496
5000, 48384
5000, 48640
5000, 48640
5000, 48896
5000, 48896
5000, 48896
6000, 12032
6000, 48384
6000, 48640
6000, 48640
6000, 48896
6000, 48896
6000, 48896
6000, 49152
6000, 49152
6000, 49408
6000, 10240
6000, 48384
6000, 48640
6000, 48640
6000, 48640
6000, 48896
6000, 48896
6000, 48896
6000, 49152
6000, 49152
6000, 11008
6000, 48128
6000, 48128
6000, 48384
6000, 48384
6000, 48384
6000, 48640
6000, 48640
6000, 48896
6000, 48896
6000, 11776
6000, 48896
6000, 49152
6000, 49152
6000, 49152
6000, 49408
6000, 49408
6000, 49408
6000, 49664
6000, 49664
6000, 11264
6000, 48640
6000, 48896
6000, 48896
6000, 48896
6000, 49152
6000, 49152
6000, 49408
6000, 49408
6000, 49408
7000, 11008
7000, 48384
7000, 48640
7000, 48896
7000, 48896
7000, 49152
7000, 49152
7000, 49152
7000, 49152
7000, 49408
7000, 49408
7000, 49664
7000, 49664
7000, 49664
7000, 11008
7000, 48128
7000, 48384
7000, 48384
7000, 48384
7000, 48640
7000, 48640
7000, 48640
7000, 48896
7000, 48896
7000, 48896
7000, 49152
7000, 49152
7000, 49152
7000, 10240
7000, 48384
7000, 48896
7000, 48896
7000, 48896
7000, 49152
7000, 49152
7000, 49152
7000, 49408
7000, 49408
7000, 49408
7000, 49664
7000, 49664
7000, 49664
7000, 10496
7000, 48896
7000, 49152
7000, 49152
7000, 49152
7000, 49408
7000, 49408
7000, 49408
7000, 49664
7000, 49664
7000, 49664
7000, 49920
7000, 49920
7000, 49920
7000, 9472
7000, 48896
7000, 49152
7000, 49152
7000, 49152
7000, 49408
7000, 49408
7000, 49408
7000, 49664
7000, 49664
7000, 49664
7000, 49920
7000, 49920
7000, 49920
8000, 11008
8000, 48896
8000, 48896
8000, 49152
8000, 49152
8000, 49152
8000, 49408
8000, 49408
8000, 49408
8000, 49664
8000, 49664
8000, 49664
8000, 49664
8000, 49920
8000, 49920
8000, 49920
8000, 49920
8000, 11264
