05-18 16:01:08,0,2500,1,50074244,22016
05-18 16:01:09,0,2500,1,50015332,67184
05-18 16:01:10,0,2500,1,49995452,81520
05-18 16:01:11,0,2500,1,49986028,91260
05-18 16:01:13,0,2500,1,49968868,105340
05-18 16:01:14,1,2500,1,50044492,15360
05-18 16:01:15,1,2500,1,50009532,66008
05-18 16:01:16,1,2500,1,49988364,80600
05-18 16:01:17,1,2500,1,49978136,90328
05-18 16:01:18,1,2500,1,49963496,103640
05-18 16:01:19,2,2500,1,50047188,15616
05-18 16:01:20,2,2500,1,50022420,66140
05-18 16:01:21,2,2500,1,50001032,80220
05-18 16:01:22,2,2500,1,49989932,89692
05-18 16:01:23,2,2500,1,49973216,102492
05-18 16:01:24,0,2500,2,50040616,15872
05-18 16:01:25,0,2500,2,50002428,69080
05-18 16:01:26,0,2500,2,49973680,92632
05-18 16:01:27,1,2500,2,50028452,17152
05-18 16:01:28,1,2500,2,49976368,71336
05-18 16:01:29,1,2500,2,49948876,94224
05-18 16:01:30,2,2500,2,50014740,16896
05-18 16:01:31,2,2500,2,49970736,72396
05-18 16:01:32,2,2500,2,49943132,96068
05-18 16:01:33,0,2500,4,50001792,15360
05-18 16:01:34,0,2500,4,49939228,84944
05-18 16:01:35,1,2500,4,49983316,16128
05-18 16:01:36,1,2500,4,49926980,78952
05-18 16:01:37,2,2500,4,49971156,15872
05-18 16:01:38,2,2500,4,49925732,81592
05-18 16:01:39,0,2500,8,49960104,17408
05-18 16:01:40,0,2500,8,49897868,101500
05-18 16:01:41,1,2500,8,49968072,16640
05-18 16:01:42,1,2500,8,49894268,103752
05-18 16:01:43,2,2500,8,49975848,16128
05-18 16:01:44,0,2500,16,49972248,15872
05-18 16:01:45,1,2500,16,49950124,16896
05-18 16:01:46,2,2500,16,49945712,19456
05-18 16:01:47,0,2500,32,49955032,18432
05-18 16:01:48,1,2500,32,49967552,15360
05-18 16:01:49,2,2500,32,49954728,13056
05-18 16:01:50,0,5000,1,49966508,16896
05-18 16:01:51,0,5000,1,49933708,59948
05-18 16:01:52,0,5000,1,49928160,66348
05-18 16:01:53,0,5000,1,49919056,71468
05-18 16:01:54,0,5000,1,49911648,77100
05-18 16:01:55,0,5000,1,49918688,81748
05-18 16:01:56,0,5000,1,49919840,86868
05-18 16:01:57,0,5000,1,49913324,91988
05-18 16:01:58,0,5000,1,49911632,96340
05-18 16:01:59,0,5000,1,49907416,102228
05-18 16:02:00,0,5000,1,49909548,106992
05-18 16:02:01,0,5000,1,49905084,111600
05-18 16:02:03,0,5000,1,49903752,116720
05-18 16:02:04,0,5000,1,49903316,121840
05-18 16:02:05,0,5000,1,49895140,126960
05-18 16:02:06,0,5000,1,49900608,132080
05-18 16:02:07,1,5000,1,49991780,16128
05-18 16:02:08,1,5000,1,49966796,59300
05-18 16:02:09,1,5000,1,49959368,65188
05-18 16:02:10,1,5000,1,49952016,71076
