05-18 16:58:51,0,2500,1,50051580,15872
05-18 16:58:52,0,2500,1,50015924,64424
05-18 16:58:53,1,2500,1,50046264,18688
05-18 16:58:54,1,2500,1,50003728,64164
05-18 16:58:55,2,2500,1,50037264,16896
05-18 16:58:56,2,2500,1,50009396,64632
05-18 16:58:57,0,2500,2,50045400,19712
05-18 16:58:58,0,2500,2,50008644,67276
05-18 16:58:59,1,2500,2,50046128,17408
05-18 16:59:00,2,2500,2,50049008,15360
05-18 16:59:01,0,2500,4,50041436,16896
05-18 16:59:02,1,2500,4,50046720,16896
05-18 16:59:03,2,2500,4,50032372,17152
05-18 16:59:04,0,2500,8,50038348,17152
05-18 16:59:05,1,2500,8,50041112,16896
05-18 16:59:06,2,2500,8,50045984,16896
05-18 16:59:07,0,2500,16,50041456,16384
05-18 16:59:08,1,2500,16,50022464,20480
05-18 16:59:09,2,2500,16,50006336,18176
05-18 16:59:10,0,2500,32,49954484,16384
05-18 16:59:11,1,2500,32,49931048,19712
05-18 16:59:12,2,2500,32,49922324,14336
05-18 16:59:13,0,5000,1,49932928,14848
05-18 16:59:14,0,5000,1,49917160,60932
05-18 16:59:15,0,5000,1,49922824,65540
05-18 16:59:16,0,5000,1,49923544,70148
05-18 16:59:17,0,5000,1,49930976,74756
05-18 16:59:18,1,5000,1,49971400,16384
05-18 16:59:19,1,5000,1,49962496,60476
05-18 16:59:20,1,5000,1,49961488,65340
05-18 16:59:21,1,5000,1,49964312,69948
05-18 16:59:22,1,5000,1,49963556,74556
05-18 16:59:23,2,5000,1,50012028,16640
05-18 16:59:24,2,5000,1,49980248,60940
05-18 16:59:25,2,5000,1,49971216,65548
05-18 16:59:26,2,5000,1,49965256,70156
05-18 16:59:27,2,5000,1,49965256,74764
05-18 16:59:28,0,5000,2,50008680,16384
05-18 16:59:29,0,5000,2,49963436,70548
05-18 16:59:30,0,5000,2,49960688,79764
05-18 16:59:31,1,5000,2,50005868,16640
05-18 16:59:32,1,5000,2,49966052,64428
05-18 16:59:33,1,5000,2,49956372,73644
05-18 16:59:35,2,5000,2,50011284,15872
05-18 16:59:36,2,5000,2,49959744,81508
05-18 16:59:37,2,5000,2,49954516,89700
05-18 16:59:38,0,5000,4,50020320,16128
05-18 16:59:39,0,5000,4,49982612,64704
05-18 16:59:40,1,5000,4,50026596,16640
05-18 16:59:41,1,5000,4,49987792,66300
