input,total_mem,free_mem,pid_mem
2,131680096,70653044,157648.0
2,131680096,70645236,159696.0
2,131680096,70703196,
2,131680096,70782084,18688.0
2,131680096,70745276,61832.0
2,131680096,70720464,73608.0
2,131680096,70705552,81800.0
2,131680096,70615568,90248.0
2,131680096,70505288,97696.0
2,131680096,70660184,106400.0
2,131680096,70648016,114592.0
2,131680096,70641252,124320.0
2,131680096,70617428,132000.0
2,131680096,70662404,137660.0
2,131680096,70650380,146620.0
2,131680096,70645916,153532.0
2,131680096,70640720,161468.0
2,131680096,70643864,162492.0
4,131680096,70770572,21248.0
4,131680096,70717816,81572.0
4,131680096,70694168,99748.0
4,131680096,70678668,114852.0
4,131680096,70658704,131236.0
4,131680096,70646696,138944.0
4,131680096,70635908,154048.0
4,131680096,70625216,167104.0
4,131680096,70757632,17920.0
4,131680096,70714288,69824.0
4,131680096,70684676,86920.0
4,131680096,70661560,103816.0
4,131680096,70634204,120968.0
4,131680096,70630760,136584.0
4,131680096,70593216,154760.0
4,131680096,70576788,166280.0
4,131680096,70728992,18176.0
4,131680096,70686020,73060.0
4,131680096,70662852,90724.0
4,131680096,70632900,105572.0
4,131680096,70613720,121188.0
4,131680096,70596164,135368.0
4,131680096,70575036,150728.0
4,131680096,70556976,162760.0
4,131680096,70690036,16640.0
4,131680096,70626364,83256.0
4,131680096,70595676,102712.0
4,131680096,70563644,121144.0
4,131680096,70542360,139832.0
4,131680096,70532188,156216.0
4,131680096,70511408,176440.0
4,131680096,70642136,18688.0
4,131680096,70584428,68884.0
4,131680096,70561336,86480.0
4,131680096,70534536,102864.0
4,131680096,70510452,120272.0
4,131680096,70503472,134812.0
4,131680096,70481308,150940.0
4,131680096,70465884,162204.0
8,131680096,70595928,17152.0
8,131680096,70537340,82692.0
8,131680096,70497496,115204.0
8,131680096,70458188,144132.0
8,131680096,70429760,155652.0
8,131680096,70566056,18432.0
8,131680096,70517080,86968.0
8,131680096,70474480,122296.0
8,131680096,70444376,158392.0
8,131680096,70571196,17152.0
8,131680096,70502108,84116.0
8,131680096,70407080,117892.0
8,131680096,70287044,148612.0
8,131680096,70384420,
8,131680096,70511660,17664.0
8,131680096,70449216,85772.0
8,131680096,70410776,118028.0
8,131680096,70389920,147980.0
8,131680096,70372492,165644.0
8,131680096,70502440,16896.0
8,131680096,70462700,84504.0
8,131680096,70410024,114712.0
8,131680096,70376884,144408.0
8,131680096,70361684,158488.0
16,131680096,70492840,17408.0
16,131680096,70438128,98224.0
16,131680096,70359856,158640.0
16,131680096,70483128,17920.0
16,131680096,70428344,93044.0
16,131680096,70351220,155764.0
16,131680096,70459268,16896.0
16,131680096,70401944,98952.0
16,131680096,70295696,160648.0
16,131680096,70430988,17152.0
16,131680096,70361284,105080.0
16,131680096,70298956,162936.0
16,131680096,70416792,16896.0
16,131680096,70356144,93464.0
16,131680096,70293484,155160.0
32,131680096,70430300,17152.0
32,131680096,70337144,116440.0
32,131680096,70404640,17152.0
32,131680096,70289848,120420.0
32,131680096,70386144,19712.0
32,131680096,70295672,117824.0
32,131680096,70396948,21248.0
32,131680096,70302728,115124.0
32,131680096,70390112,17152.0
32,131680096,70282788,127336.0
1,131680096,70383788,16896.0
1,131680096,70353180,56576.0
1,131680096,70348876,62864.0
1,131680096,70329628,69720.0
1,131680096,70340020,73560.0
1,131680096,70352640,76632.0
1,131680096,70346792,82008.0
1,131680096,70340028,85848.0
1,131680096,70363740,89176.0
1,131680096,70363168,92504.0
1,131680096,70353512,95832.0
1,131680096,70352704,99160.0
1,131680096,70351488,102232.0
1,131680096,70340196,105560.0
1,131680096,70346124,108888.0
1,131680096,70344796,112472.0
1,131680096,70335712,115288.0
1,131680096,70338380,119384.0
1,131680096,70343060,122456.0
1,131680096,70336320,126040.0
1,131680096,70328976,129368.0
1,131680096,70329180,132952.0
1,131680096,70322308,136024.0
1,131680096,70269808,139352.0
1,131680096,70193236,142680.0
1,131680096,70279204,145752.0
1,131680096,70295788,149336.0
1,131680096,70290588,152408.0
1,131680096,70277100,156504.0
1,131680096,70279148,161880.0
1,131680096,70273616,163928.0
1,131680096,70277068,163928.0
1,131680096,70270492,164440.0
1,131680096,70268084,165464.0
1,131680096,70266136,165976.0
1,131680096,70265108,165976.0
1,131680096,70262768,165976.0
1,131680096,70269096,165976.0
1,131680096,70402892,17664.0
1,131680096,70369848,56832.0
1,131680096,70359760,63352.0
1,131680096,70352256,67960.0
1,131680096,70346784,73080.0
1,131680096,70340096,76152.0
1,131680096,70332400,80504.0
1,131680096,70322216,83832.0
1,131680096,70317788,87160.0
1,131680096,70307368,90232.0
1,131680096,70310440,90724.0
1,131680096,70305100,94052.0
1,131680096,70301052,97380.0
1,131680096,70290984,100452.0
1,131680096,70285156,103524.0
1,131680096,70281372,107108.0
1,131680096,70272184,109668.0
1,131680096,70266908,114020.0
1,131680096,70266780,117092.0
1,131680096,70255964,120676.0
1,131680096,70252696,123492.0
1,131680096,70252544,126820.0
1,131680096,70238176,129892.0
1,131680096,70243144,133220.0
1,131680096,70242780,136292.0
1,131680096,70230600,139364.0
1,131680096,70226232,142692.0
1,131680096,70222412,145508.0
1,131680096,70207808,149604.0
1,131680096,70204468,152420.0
1,131680096,70201128,156004.0
1,131680096,70196808,158820.0
1,131680096,70187392,160612.0
1,131680096,70184684,160868.0
1,131680096,70181996,160868.0
1,131680096,70177800,160868.0
1,131680096,70173872,160868.0
1,131680096,70176756,160868.0
1,131680096,70304764,17408.0
1,131680096,70263628,57856.0
1,131680096,70255684,65492.0
1,131680096,70245200,71124.0
1,131680096,70234168,74452.0
1,131680096,70226636,76728.0
1,131680096,70223984,82360.0
1,131680096,70221876,85944.0
1,131680096,70177804,89528.0
1,131680096,70089008,92856.0
1,131680096,70191020,92708.0
1,131680096,70194344,95780.0
1,131680096,70197280,98852.0
1,131680096,70186672,102436.0
1,131680096,70185036,105252.0
1,131680096,70184428,108336.0
1,131680096,70168292,111152.0
1,131680096,70171564,115504.0
1,131680096,70174208,118576.0
1,131680096,70166748,122160.0
1,131680096,70171476,125488.0
1,131680096,70171648,128560.0
1,131680096,70161860,132144.0
1,131680096,70158432,135472.0
1,131680096,70156416,138800.0
1,131680096,70130296,141872.0
1,131680096,70121024,145456.0
1,131680096,70122888,148272.0
1,131680096,70120152,152624.0
1,131680096,70110556,155440.0
1,131680096,70143328,159792.0
1,131680096,70141132,161072.0
1,131680096,70142636,161328.0
1,131680096,70141376,161584.0
1,131680096,70143440,161584.0
1,131680096,70142044,161584.0
1,131680096,70140648,161584.0
1,131680096,70138184,161584.0
1,131680096,70272264,18176.0
1,131680096,70238624,57856.0
1,131680096,70227788,62436.0
1,131680096,70232112,67632.0
1,131680096,70220288,71472.0
1,131680096,70220328,73748.0
1,131680096,70210416,79636.0
1,131680096,70200572,83220.0
1,131680096,70191288,86548.0
1,131680096,70189772,89876.0
1,131680096,70178784,92044.0
1,131680096,70175884,95116.0
1,131680096,70174984,98444.0
1,131680096,70169088,101772.0
1,131680096,70166640,105100.0
1,131680096,70167188,107476.0
1,131680096,70152104,110548.0
1,131680096,70147176,114644.0
1,131680096,70143376,117460.0
1,131680096,70130184,121300.0
1,131680096,70119024,124628.0
1,131680096,70119988,127956.0
1,131680096,70116404,131284.0
1,131680096,70111192,134612.0
1,131680096,70112396,137684.0
1,131680096,70110412,140756.0
1,131680096,70091308,144340.0
1,131680096,70084024,147668.0
1,131680096,70079180,151764.0
1,131680096,70068144,154836.0
1,131680096,70066528,159444.0
1,131680096,70047096,160724.0
1,131680096,69994032,160980.0
1,131680096,70065340,160980.0
1,131680096,70066908,160980.0
1,131680096,70065484,160980.0
1,131680096,70064892,160980.0
1,131680096,70063220,160980.0
1,131680096,70188188,17408.0
1,131680096,70148096,57088.0
1,131680096,70140536,62736.0
1,131680096,70127140,69304.0
1,131680096,70113680,72888.0
1,131680096,70111132,75188.0
1,131680096,70108044,80820.0
1,131680096,70109312,85428.0
1,131680096,70102216,89012.0
1,131680096,70092544,92340.0
1,131680096,70090272,94224.0
1,131680096,70085496,97552.0
1,131680096,70080284,100880.0
1,131680096,70078628,104208.0
1,131680096,70066204,107280.0
1,131680096,70066836,110864.0
1,131680096,70069656,113680.0
1,131680096,70060176,118288.0
1,131680096,70056888,121104.0
1,131680096,70058452,124688.0
1,131680096,70049836,128016.0
1,131680096,70039312,131600.0
1,131680096,70032728,134672.0
1,131680096,70022772,137744.0
1,131680096,70017992,141072.0
1,131680096,70011880,144144.0
1,131680096,70003872,147728.0
1,131680096,70004760,150800.0
1,131680096,70002672,154896.0
1,131680096,69988920,158224.0
1,131680096,69984172,162320.0
1,131680096,69980760,163344.0
1,131680096,69979140,163600.0
1,131680096,69974568,163600.0
1,131680096,69976416,163600.0
1,131680096,69976544,163600.0
1,131680096,69978016,163600.0
1,131680096,69974532,163600.0
2,131680096,70113020,17408.0
2,131680096,70073620,65828.0
2,131680096,70059896,77280.0
2,131680096,70052172,83168.0
2,131680096,70031272,90592.0
2,131680096,70031652,95888.0
2,131680096,70028880,102032.0
2,131680096,70021784,109968.0
2,131680096,70000692,116112.0
2,131680096,69993016,122512.0
2,131680096,69989508,130960.0
2,131680096,69969600,137104.0
2,131680096,69963440,143504.0
2,131680096,69963556,149648.0
2,131680096,69945640,155792.0
2,131680096,69962840,162448.0
2,131680096,69938492,167312.0
2,131680096,69914252,168336.0
2,131680096,69844304,169360.0
2,131680096,69950964,169360.0
2,131680096,70091936,17152.0
2,131680096,70048220,60956.0
2,131680096,70033928,72544.0
2,131680096,70023696,79200.0
2,131680096,70020844,86368.0
2,131680096,70007432,91120.0
2,131680096,70007524,97264.0
2,131680096,70002204,104688.0
2,131680096,69996000,111088.0
2,131680096,70002796,117488.0
2,131680096,69991060,124656.0
2,131680096,69986724,131056.0
2,131680096,69972100,137456.0
2,131680096,69958936,144112.0
2,131680096,69954848,150256.0
2,131680096,69939980,158448.0
2,131680096,69937524,159728.0
2,131680096,69941300,159984.0
2,131680096,69936716,164080.0
2,131680096,70071208,18176.0
2,131680096,70045712,62324.0
2,131680096,70031948,72368.0
2,131680096,70032032,80048.0
2,131680096,70019276,87472.0
2,131680096,70007792,95256.0
2,131680096,70005424,102936.0
2,131680096,69998888,109848.0
2,131680096,69988320,116504.0
2,131680096,69987416,123672.0
2,131680096,69974312,130584.0
2,131680096,69974872,138008.0
2,131680096,69968096,144664.0
2,131680096,69950168,152088.0
2,131680096,69928092,162584.0
2,131680096,69923212,163608.0
2,131680096,69917968,165144.0
2,131680096,69910424,165656.0
2,131680096,70054820,15872.0
2,131680096,70014944,60976.0
2,131680096,70009048,72788.0
2,131680096,69991900,79188.0
2,131680096,69981228,85844.0
2,131680096,69966800,94548.0
2,131680096,69964968,100948.0
2,131680096,69954884,107348.0
2,131680096,69947044,113492.0
2,131680096,69944076,119636.0
2,131680096,69934892,125524.0
2,131680096,69925304,132692.0
2,131680096,69924272,139348.0
2,131680096,69916480,146004.0
2,131680096,69905992,152660.0
2,131680096,69901956,160852.0
2,131680096,69901280,162132.0
2,131680096,69896892,162644.0
2,131680096,69896076,164180.0
2,131680096,70026296,17152.0
2,131680096,69979980,63488.0
2,131680096,69950356,73472.0
2,131680096,69926780,79872.0
2,131680096,69857424,86400.0
2,131680096,69956140,94100.0
2,131680096,69954780,100244.0
2,131680096,69942408,106900.0
2,131680096,69927256,113044.0
2,131680096,69925620,119444.0
2,131680096,69917012,124800.0
2,131680096,69909208,130944.0
2,131680096,69908120,137856.0
2,131680096,69893556,144256.0
2,131680096,69891492,151168.0
2,131680096,69887220,159360.0
2,131680096,69880384,163456.0
2,131680096,69878472,163456.0
2,131680096,69880268,165248.0
4,131680096,70032436,19200.0
4,131680096,69989604,68244.0
4,131680096,69979744,84116.0
4,131680096,69961812,97684.0
4,131680096,69942980,113556.0
4,131680096,69927680,123252.0
4,131680096,69911616,136564.0
4,131680096,69893176,150644.0
4,131680096,69892484,158068.0
4,131680096,69890996,158068.0
4,131680096,70015748,19712.0
4,131680096,69968768,74144.0
4,131680096,69949132,88160.0
4,131680096,69936092,100604.0
4,131680096,69920208,114172.0
4,131680096,69906520,126760.0
4,131680096,69885744,138792.0
4,131680096,69880788,151848.0
4,131680096,69881284,166440.0
4,131680096,69878316,168744.0
4,131680096,69881472,167644.0
4,131680096,70013480,16896.0
4,131680096,69969956,80360.0
4,131680096,69952268,95464.0
4,131680096,69938508,108520.0
4,131680096,69926572,122600.0
4,131680096,69907380,133364.0
4,131680096,69899240,146164.0
4,131680096,69882292,158452.0
4,131680096,69851996,169972.0
4,131680096,69850488,170740.0
4,131680096,69851356,170996.0
4,131680096,69998820,17920.0
4,131680096,69947072,76508.0
4,131680096,69941876,92124.0
4,131680096,69921840,105436.0
4,131680096,69913660,121052.0
4,131680096,69896920,130432.0
4,131680096,69887448,144768.0
4,131680096,69878456,160128.0
4,131680096,69865580,170112.0
4,131680096,69867156,170112.0
4,131680096,70006320,15616.0
4,131680096,69960552,73804.0
4,131680096,69936584,90188.0
4,131680096,69884912,104780.0
4,131680096,69862348,120396.0
4,131680096,69842620,133680.0
4,131680096,69842396,148528.0
4,131680096,69807100,164912.0
4,131680096,69802812,169264.0
8,131680096,69938520,16896.0
8,131680096,69889332,86860.0
8,131680096,69853024,118500.0
8,131680096,69829732,146404.0
8,131680096,69795624,164324.0
8,131680096,69923816,19456.0
8,131680096,69888932,79496.0
8,131680096,69875172,105864.0
8,131680096,69839976,131208.0
8,131680096,69803696,158344.0
8,131680096,69797952,158300.0
8,131680096,69934444,18944.0
8,131680096,69871640,88720.0
8,131680096,69829628,120720.0
8,131680096,69800200,148624.0
8,131680096,69735628,165264.0
8,131680096,69884568,16640.0
8,131680096,69839036,76320.0
8,131680096,69822412,106580.0
8,131680096,69810556,135508.0
8,131680096,69771276,155732.0
8,131680096,69772184,154660.0
8,131680096,69895212,18944.0
8,131680096,69864672,81952.0
8,131680096,69827632,111392.0
8,131680096,69805944,140832.0
8,131680096,69785396,156192.0
16,131680096,69913124,18176.0
16,131680096,69834760,107728.0
16,131680096,69766136,162256.0
16,131680096,69896968,16896.0
16,131680096,69812576,104216.0
16,131680096,69737736,158232.0
16,131680096,69856004,17408.0
16,131680096,69784240,100408.0
16,131680096,69710140,153144.0
16,131680096,69851652,16384.0
16,131680096,69782576,93960.0
16,131680096,69708516,149000.0
16,131680096,69688804,
16,131680096,69841892,17664.0
16,131680096,69767488,102976.0
16,131680096,69674720,159808.0
32,131680096,69798756,17920.0
32,131680096,69739312,89284.0
32,131680096,69679196,148044.0
32,131680096,69812888,17152.0
32,131680096,69700412,130052.0
32,131680096,69731152,
32,131680096,69781084,17152.0
32,131680096,69685268,123108.0
32,131680096,69769032,18176.0
32,131680096,69677524,110740.0
32,131680096,69619592,163988.0
32,131680096,69831456,21504.0
32,131680096,69747872,105920.0
32,131680096,69677252,163008.0
1,131680096,69814684,17408.0
1,131680096,69781824,56576.0
1,131680096,69777280,61740.0
1,131680096,69774504,68604.0
1,131680096,69770228,70908.0
1,131680096,69773084,72472.0
1,131680096,69778272,76056.0
1,131680096,69835472,81944.0
1,131680096,69841344,85016.0
1,131680096,69844944,88088.0
1,131680096,69856148,89952.0
1,131680096,69868652,92000.0
1,131680096,69872424,95584.0
1,131680096,69878184,98144.0
1,131680096,69873368,101472.0
1,131680096,69875124,102992.0
1,131680096,69874980,106064.0
1,131680096,69881856,109392.0
1,131680096,69876140,111952.0
1,131680096,69873960,115280.0
1,131680096,69865580,117328.0
1,131680096,69868664,120656.0
1,131680096,69866552,123728.0
1,131680096,69857868,126544.0
1,131680096,69853680,129616.0
1,131680096,69854400,132176.0
1,131680096,69853872,135504.0
1,131680096,69846180,137808.0
1,131680096,69845772,141136.0
1,131680096,69843044,144208.0
1,131680096,69839764,147024.0
1,131680096,69838872,150096.0
1,131680096,69836496,153168.0
1,131680096,69825360,156496.0
1,131680096,69823820,159056.0
1,131680096,69822300,160336.0
1,131680096,69819680,161104.0
1,131680096,69819512,161360.0
1,131680096,69824720,161360.0
1,131680096,69826136,161360.0
1,131680096,69826172,161360.0
1,131680096,69823848,161360.0
1,131680096,69820648,161360.0
1,131680096,69819936,161360.0
1,131680096,69816608,161360.0
1,131680096,69817656,161360.0
1,131680096,69816456,161360.0
1,131680096,69949656,17920.0
1,131680096,69921352,57088.0
1,131680096,69914996,63060.0
1,131680096,69909456,68588.0
1,131680096,69907456,71660.0
1,131680096,69895980,75756.0
1,131680096,69895828,78316.0
1,131680096,69892460,82156.0
1,131680096,69889696,85228.0
1,131680096,69846420,88300.0
1,131680096,69847260,91372.0
1,131680096,69844560,93932.0
1,131680096,69833336,97260.0
1,131680096,69836664,99308.0
1,131680096,69838260,102380.0
1,131680096,69827768,105196.0
1,131680096,69826152,108012.0
1,131680096,69823784,111340.0
1,131680096,69819952,114156.0
1,131680096,69810084,117740.0
1,131680096,69809492,119788.0
1,131680096,69806680,123116.0
1,131680096,69797368,125932.0
1,131680096,69795660,129004.0
1,131680096,69793916,132332.0
1,131680096,69781700,135148.0
1,131680096,69777424,138732.0
1,131680096,69772768,140780.0
1,131680096,69768916,144108.0
1,131680096,69763828,146924.0
1,131680096,69758908,150252.0
1,131680096,69756832,153324.0
1,131680096,69746064,156396.0
1,131680096,69744068,159468.0
1,131680096,69741836,162028.0
1,131680096,69737864,163052.0
1,131680096,69734840,163820.0
1,131680096,69735084,163820.0
1,131680096,69734048,163820.0
1,131680096,69732292,164076.0
1,131680096,69730280,164076.0
1,131680096,69728048,164076.0
1,131680096,69724204,164076.0
1,131680096,69727516,164076.0
1,131680096,69723864,164076.0
1,131680096,69721892,164076.0
1,131680096,69718960,164076.0
1,131680096,69852916,16896.0
1,131680096,69815560,55808.0
1,131680096,69806712,62568.0
1,131680096,69801572,69392.0
1,131680096,69803332,71952.0
1,131680096,69794280,76304.0
1,131680096,69776296,79120.0
1,131680096,69772748,82448.0
1,131680096,69765888,85264.0
1,131680096,69769172,88336.0
1,131680096,69760564,91408.0
1,131680096,69795436,93712.0
1,131680096,69793424,96784.0
1,131680096,69787940,99600.0
1,131680096,69786768,102928.0
1,131680096,69775468,103660.0
1,131680096,69773308,106988.0
1,131680096,69772056,110316.0
1,131680096,69771104,113132.0
1,131680096,69764804,116460.0
1,131680096,69753920,118508.0
1,131680096,69751556,121580.0
1,131680096,69701768,124652.0
1,131680096,69802244,127980.0
1,131680096,69802000,131052.0
1,131680096,69792292,133868.0
1,131680096,69790564,137196.0
1,131680096,69789120,139244.0
1,131680096,69791660,142828.0
1,131680096,69781924,145644.0
1,131680096,69775412,148972.0
1,131680096,69775076,152044.0
1,131680096,69766008,155116.0
1,131680096,69766068,158444.0
1,131680096,69764884,160748.0
1,131680096,69764600,161772.0
1,131680096,69764596,162540.0
1,131680096,69765176,162540.0
1,131680096,69767144,162540.0
1,131680096,69766712,162540.0
1,131680096,69769876,162540.0
1,131680096,69769076,162540.0
1,131680096,69766936,162540.0
1,131680096,69765044,162540.0
1,131680096,69762664,162540.0
1,131680096,69758028,162540.0
1,131680096,69758384,162540.0
1,131680096,69895540,16896.0
1,131680096,69862704,56576.0
1,131680096,69858356,62336.0
1,131680096,69854540,66688.0
1,131680096,69853188,69160.0
1,131680096,69842684,71656.0
1,131680096,69839696,74728.0
1,131680096,69859284,80872.0
1,131680096,69856640,83432.0
1,131680096,69851352,86760.0
1,131680096,69851688,89576.0
1,131680096,69846968,92392.0
1,131680096,69846556,95720.0
1,131680096,69835980,97768.0
1,131680096,69835568,101096.0
1,131680096,69831760,102408.0
1,131680096,69832920,105224.0
1,131680096,69824976,108552.0
1,131680096,69825964,111368.0
1,131680096,69821176,114952.0
1,131680096,69825008,117000.0
1,131680096,69820708,120328.0
1,131680096,69813792,123400.0
1,131680096,69812792,126472.0
1,131680096,69813704,129800.0
1,131680096,69813912,132872.0
1,131680096,69805780,135688.0
1,131680096,69808308,137736.0
1,131680096,69802672,141320.0
1,131680096,69805280,144136.0
1,131680096,69804456,147208.0
1,131680096,69794756,150536.0
1,131680096,69792312,153096.0
1,131680096,69788764,156680.0
1,131680096,69785188,158984.0
1,131680096,69770316,160264.0
1,131680096,69745892,161032.0
1,131680096,69745000,161288.0
1,131680096,69743644,161288.0
1,131680096,69742500,161288.0
1,131680096,69739100,161288.0
1,131680096,69738716,161288.0
1,131680096,69739440,161288.0
1,131680096,69740312,161288.0
1,131680096,69740172,161288.0
1,131680096,69741440,161288.0
1,131680096,69740216,161288.0
1,131680096,69868324,17408.0
1,131680096,69844332,55808.0
1,131680096,69847212,61632.0
1,131680096,69835832,69096.0
1,131680096,69831400,71144.0
1,131680096,69808604,74008.0
1,131680096,69809348,77592.0
1,131680096,69810044,80920.0
1,131680096,69802008,83992.0
1,131680096,69800200,87064.0
1,131680096,69795272,90136.0
1,131680096,69791960,92952.0
1,131680096,69781708,96536.0
1,131680096,69780672,98584.0
1,131680096,69770700,101912.0
1,131680096,69830160,102956.0
1,131680096,69829384,105772.0
1,131680096,69834552,108844.0
1,131680096,69826640,111916.0
1,131680096,69818356,115500.0
1,131680096,69816596,117548.0
1,131680096,69815424,120620.0
1,131680096,69806172,123692.0
1,131680096,69805688,126508.0
1,131680096,69804936,129836.0
1,131680096,69795952,132652.0
1,131680096,69793992,135724.0
1,131680096,69791960,138028.0
1,131680096,69805080,141356.0
1,131680096,69794700,143916.0
1,131680096,69790804,146988.0
1,131680096,69789356,149804.0
1,131680096,69778284,153132.0
1,131680096,69777004,156460.0
1,131680096,69778316,159020.0
1,131680096,69772236,160300.0
1,131680096,69770000,161068.0
1,131680096,69767856,161324.0
1,131680096,69768020,161324.0
1,131680096,69765220,161324.0
1,131680096,69767432,161324.0
1,131680096,69765608,161324.0
1,131680096,69763776,161324.0
1,131680096,69759948,161324.0
1,131680096,69759932,161324.0
1,131680096,69758464,161324.0
1,131680096,69759244,161324.0
2,131680096,69891944,18432.0
2,131680096,69848992,63816.0
2,131680096,69899364,73444.0
2,131680096,69887736,79588.0
2,131680096,69879496,86244.0
2,131680096,69865044,93492.0
2,131680096,69865896,98100.0
2,131680096,69863560,103988.0
2,131680096,69852052,109364.0
2,131680096,69842844,114996.0
2,131680096,69836800,122940.0
2,131680096,69831240,128828.0
2,131680096,69810452,134972.0
2,131680096,69809188,140092.0
2,131680096,69815044,146748.0
2,131680096,69814448,152636.0
2,131680096,69794440,158268.0
2,131680096,69789532,164668.0
2,131680096,69789816,166204.0
2,131680096,69787424,166972.0
2,131680096,69784372,168508.0
2,131680096,69788160,169532.0
2,131680096,69785264,169532.0
2,131680096,69783824,169532.0
2,131680096,69920964,16896.0
2,131680096,69886796,60076.0
2,131680096,69872880,70980.0
2,131680096,69862264,77124.0
2,131680096,69842780,83268.0
2,131680096,69835684,90692.0
2,131680096,69835664,95812.0
2,131680096,69825248,101700.0
2,131680096,69813956,108868.0
2,131680096,69810256,114244.0
2,131680096,69804020,117056.0
2,131680096,69794360,123712.0
2,131680096,69782908,129600.0
2,131680096,69774064,135744.0
2,131680096,69769708,140608.0
2,131680096,69756972,146752.0
2,131680096,69744392,152640.0
2,131680096,69736988,159296.0
2,131680096,69728060,161088.0
2,131680096,69721064,163136.0
2,131680096,69710244,163136.0
2,131680096,69703888,163136.0
2,131680096,69703848,163136.0
2,131680096,69708340,163136.0
2,131680096,69835268,17920.0
2,131680096,69804220,63584.0
2,131680096,69782176,74808.0
2,131680096,69773040,80696.0
2,131680096,69767592,87096.0
2,131680096,69748616,95032.0
2,131680096,69744880,101176.0
2,131680096,69739048,107320.0
2,131680096,69734260,113208.0
2,131680096,69715212,119352.0
2,131680096,69701608,122640.0
2,131680096,69705844,128528.0
2,131680096,69696068,134672.0
2,131680096,69690828,140816.0
2,131680096,69574612,146192.0
2,131680096,69671772,152592.0
2,131680096,69658080,158480.0
2,131680096,69652268,164880.0
2,131680096,69676136,165136.0
2,131680096,69670948,167440.0
2,131680096,69667844,167440.0
2,131680096,69671616,168720.0
2,131680096,69700448,169744.0
2,131680096,69697016,169744.0
2,131680096,69834072,18176.0
2,131680096,69792976,62856.0
2,131680096,69783944,69392.0
2,131680096,69775820,75024.0
2,131680096,69763740,79888.0
2,131680096,69740168,85060.0
2,131680096,69725456,92740.0
2,131680096,69726376,98116.0
2,131680096,69714492,103748.0
2,131680096,69710996,108612.0
2,131680096,69696996,114244.0
2,131680096,69687224,120132.0
2,131680096,69683852,125252.0
2,131680096,69672012,130884.0
2,131680096,69652948,136516.0
2,131680096,69648056,141892.0
2,131680096,69640972,147268.0
2,131680096,69623404,153156.0
2,131680096,69616940,159044.0
2,131680096,69612248,160580.0
2,131680096,69610372,160836.0
2,131680096,69603728,162116.0
2,131680096,69599384,162372.0
2,131680096,69602584,162372.0
2,131680096,69594568,162372.0
2,131680096,69727044,18176.0
2,131680096,69695776,61012.0
2,131680096,69686888,74428.0
2,131680096,69674780,80316.0
2,131680096,69660892,86744.0
2,131680096,69651044,89828.0
2,131680096,69636144,95716.0
2,131680096,69630336,101860.0
2,131680096,69617172,109796.0
2,131680096,69600084,115940.0
2,131680096,69594676,121644.0
2,131680096,69588188,127788.0
2,131680096,69579448,134188.0
2,131680096,69570012,139564.0
2,131680096,69530956,145452.0
2,131680096,69508804,152620.0
2,131680096,69520088,158252.0
2,131680096,69505020,165420.0
2,131680096,69499704,166956.0
2,131680096,69501728,166956.0
2,131680096,69499448,166956.0
2,131680096,69499452,167212.0
2,131680096,69499668,167212.0
2,131680096,69495444,167212.0
4,131680096,69628784,17664.0
4,131680096,69430156,71764.0
4,131680096,69360932,86100.0
4,131680096,69541164,99412.0
4,131680096,69519076,113492.0
4,131680096,69508976,122120.0
4,131680096,69502460,134408.0
4,131680096,69494348,146184.0
4,131680096,69472352,161800.0
4,131680096,69482132,163848.0
4,131680096,69482008,163848.0
4,131680096,69480936,163848.0
4,131680096,69617844,17920.0
4,131680096,69559984,70232.0
4,131680096,69538576,83544.0
4,131680096,69527812,97112.0
4,131680096,69492996,110168.0
4,131680096,69487728,121944.0
4,131680096,69468080,133976.0
4,131680096,69442604,147032.0
4,131680096,69426780,159320.0
4,131680096,69412080,164184.0
4,131680096,69406832,162656.0
4,131680096,69400460,162656.0
4,131680096,69536364,17664.0
4,131680096,69465552,90616.0
4,131680096,69454832,103928.0
4,131680096,69435880,115192.0
4,131680096,69418420,126200.0
4,131680096,69383732,134712.0
4,131680096,69369372,145976.0
4,131680096,69359352,157496.0
4,131680096,69334656,171064.0
4,131680096,69308312,179512.0
4,131680096,69309844,175156.0
4,131680096,69306916,175668.0
4,131680096,69306904,175668.0
4,131680096,69454080,19968.0
4,131680096,69406796,70052.0
4,131680096,69382452,84900.0
4,131680096,69364684,96932.0
4,131680096,69333336,111012.0
4,131680096,69323456,123588.0
4,131680096,69334992,136388.0
4,131680096,69315032,149700.0
4,131680096,69302136,164036.0
4,131680096,69295604,165316.0
4,131680096,69285572,165316.0
4,131680096,69416688,
4,131680096,69418176,16896.0
4,131680096,69374916,67012.0
4,131680096,69360424,81092.0
4,131680096,69340596,91664.0
4,131680096,69317184,102416.0
4,131680096,69296776,113196.0
4,131680096,69268064,123948.0
4,131680096,69259416,134700.0
4,131680096,69250980,146476.0
4,131680096,69234636,157996.0
4,131680096,69219332,160044.0
4,131680096,69209504,160300.0
4,131680096,69203672,160300.0
8,131680096,69203388,15872.0
8,131680096,69076676,80632.0
8,131680096,69248340,108140.0
8,131680096,69221268,131180.0
8,131680096,69147776,156012.0
8,131680096,69150176,155904.0
8,131680096,69144876,155904.0
8,131680096,69265900,18176.0
8,131680096,69223216,72832.0
8,131680096,69190136,98632.0
8,131680096,69167148,122952.0
8,131680096,69127776,147272.0
8,131680096,69118452,153548.0
8,131680096,69113224,155084.0
8,131680096,69236456,17408.0
8,131680096,69187004,81260.0
