input,total_mem,free_mem,pid_mem
1,131680096,70616764,76444.0
1,131680096,70614316,80340.0
1,131680096,70612620,87252.0
1,131680096,70609700,91604.0
1,131680096,70602992,95956.0
1,131680096,70601956,100308.0
1,131680096,70597128,102596.0
1,131680096,70598028,106948.0
1,131680096,70593688,111300.0
1,131680096,70593792,114884.0
1,131680096,70582512,119236.0
1,131680096,70580732,123588.0
1,131680096,70580220,127940.0
1,131680096,70572568,132548.0
1,131680096,70575268,136900.0
1,131680096,70564520,141508.0
1,131680096,70564364,146116.0
1,131680096,70556564,149956.0
2,131680096,70686628,17152.0
2,131680096,70645884,65272.0
2,131680096,70631880,75768.0
2,131680096,70611960,84616.0
2,131680096,70610808,93320.0
2,131680096,70603736,103008.0
2,131680096,70588836,111456.0
2,131680096,70584640,120928.0
2,131680096,70568664,129376.0
2,131680096,70565328,138080.0
2,131680096,70553556,146596.0
2,131680096,70552380,155812.0
2,131680096,70681984,16896.0
2,131680096,70615304,66504.0
2,131680096,73341324,77256.0
2,131680096,74650360,86704.0
2,131680096,74642344,96432.0
2,131680096,74624092,106800.0
2,131680096,74615064,115504.0
2,131680096,74610860,124208.0
2,131680096,74604728,132912.0
2,131680096,74596640,142128.0
2,131680096,74591328,151852.0
2,131680096,74707596,20992.0
2,131680096,74680744,63436.0
2,131680096,74676212,73676.0
2,131680096,74664704,83004.0
2,131680096,74650780,92220.0
2,131680096,74644108,101036.0
2,131680096,74608620,110764.0
2,131680096,74591524,119468.0
2,131680096,74571900,128172.0
2,131680096,74547264,136364.0
2,131680096,74522344,144196.0
2,131680096,74503132,152388.0
2,131680096,74613436,17664.0
2,131680096,74551780,68984.0
2,131680096,74488552,79480.0
2,131680096,74385272,88696.0
2,131680096,74160120,98424.0
2,131680096,73900536,105172.0
2,131680096,73673964,113876.0
2,131680096,73400420,122836.0
2,131680096,73137128,133588.0
2,131680096,72834292,142036.0
2,131680096,72618736,150740.0
2,131680096,72256560,160724.0
2,131680096,71969728,18176.0
2,131680096,71590988,66064.0
2,131680096,71769672,76816.0
2,131680096,71882180,84752.0
2,131680096,71997100,93968.0
2,131680096,74402696,102604.0
2,131680096,74416324,112332.0
2,131680096,74419616,121036.0
2,131680096,74418460,129740.0
2,131680096,74425516,138700.0
2,131680096,74415856,146544.0
4,131680096,74550612,18688.0
4,131680096,74521636,68384.0
4,131680096,74525568,87896.0
4,131680096,74509552,105304.0
4,131680096,74499720,122968.0
4,131680096,74496140,139316.0
4,131680096,74618844,17920.0
4,131680096,74583220,70420.0
4,131680096,74560712,89620.0
4,131680096,74520068,107284.0
4,131680096,74490148,125972.0
4,131680096,74468816,145020.0
4,131680096,74554080,18688.0
4,131680096,74522832,70288.0
4,131680096,74505736,89752.0
4,131680096,74466908,107160.0
4,131680096,74416756,125848.0
4,131680096,74215236,143272.0
4,131680096,74013760,17152.0
4,131680096,73606592,70456.0
4,131680096,73233624,89244.0
4,131680096,72835720,105884.0
4,131680096,72609344,125852.0
4,131680096,72603772,144540.0
4,131680096,72600748,17408.0
4,131680096,72214264,74560.0
4,131680096,71836368,93504.0
4,131680096,71593412,111680.0
4,131680096,71429476,130368.0
4,131680096,74372620,145820.0
8,131680096,74723632,17408.0
8,131680096,74655576,84468.0
8,131680096,74614396,119948.0
8,131680096,74552924,150924.0
8,131680096,74715012,16896.0
8,131680096,77050268,87300.0
8,131680096,77015764,124420.0
8,131680096,76798004,156164.0
8,131680096,76699360,16896.0
8,131680096,76073352,92184.0
8,131680096,76634660,127512.0
8,131680096,76110896,159512.0
8,131680096,76057824,18688.0
8,131680096,76001424,85600.0
8,131680096,75988636,122424.0
8,131680096,75957748,151864.0
8,131680096,76078460,18432.0
8,131680096,76015076,91856.0
8,131680096,75948068,128128.0
8,131680096,75904512,159616.0
16,131680096,76033380,18432.0
16,131680096,75943672,106416.0
16,131680096,75973608,21248.0
16,131680096,75894792,110116.0
16,131680096,75934852,16384.0
16,131680096,75832552,110908.0
16,131680096,75869348,16896.0
16,131680096,75781196,107088.0
16,131680096,75794484,15872.0
16,131680096,75659944,108604.0
32,131680096,75683528,17152.0
32,131680096,75515020,136332.0
32,131680096,75478416,18432.0
32,131680096,75201988,114868.0
32,131680096,75073364,16128.0
32,131680096,74865436,125136.0
32,131680096,74862772,17920.0
32,131680096,74682632,130116.0
32,131680096,74647672,18688.0
32,131680096,74450396,115108.0
1,131680096,74410116,17664.0
1,131680096,74347324,57748.0
1,131680096,74249296,66480.0
1,131680096,74201368,70064.0
1,131680096,74116444,74160.0
1,131680096,74025700,78256.0
1,131680096,73940524,83632.0
1,131680096,73849300,88496.0
1,131680096,73807976,92080.0
1,131680096,73768752,96688.0
1,131680096,73709388,97192.0
1,131680096,73666196,100520.0
1,131680096,73613832,104872.0
1,131680096,73562292,108712.0
1,131680096,73520816,112552.0
1,131680096,73472180,115196.0
1,131680096,73420084,119804.0
1,131680096,73345556,123388.0
1,131680096,73246876,126716.0
1,131680096,73174868,131324.0
1,131680096,73105344,134652.0
1,131680096,73014832,138748.0
1,131680096,72933320,142332.0
1,131680096,72836624,146172.0
1,131680096,72750472,150268.0
1,131680096,72654948,153852.0
1,131680096,72560196,157948.0
1,131680096,72466028,161276.0
1,131680096,72412536,161788.0
1,131680096,72503608,16896.0
1,131680096,72318836,57344.0
1,131680096,72183336,70048.0
1,131680096,72079780,73888.0
1,131680096,71973492,77984.0
1,131680096,71869796,78872.0
1,131680096,71763616,83992.0
1,131680096,71649476,88600.0
1,131680096,71570404,92184.0
1,131680096,71562444,96792.0
1,131680096,71563380,97324.0
1,131680096,71558756,100396.0
1,131680096,71553696,105004.0
1,131680096,71547416,108588.0
1,131680096,71552636,112428.0
1,131680096,71552416,115500.0
1,131680096,71550920,119084.0
1,131680096,71545820,122924.0
1,131680096,71548308,126508.0
1,131680096,71534972,130860.0
1,131680096,71545660,134444.0
1,131680096,71547588,137772.0
1,131680096,71536164,141868.0
1,131680096,71542176,145452.0
1,131680096,71537852,149548.0
1,131680096,71530060,153132.0
1,131680096,71525552,157484.0
1,131680096,71513372,161068.0
1,131680096,71506976,162092.0
1,131680096,71648072,17408.0
1,131680096,71611168,58860.0
1,131680096,71598908,66808.0
1,131680096,71592048,70392.0
1,131680096,71587524,74488.0
1,131680096,71593996,76832.0
1,131680096,71580080,82976.0
1,131680096,71571452,87328.0
1,131680096,71566776,90912.0
1,131680096,71562336,95776.0
1,131680096,71565700,96988.0
1,131680096,71552864,100572.0
1,131680096,71549304,104668.0
1,131680096,71539668,108508.0
1,131680096,71537200,112348.0
1,131680096,71534740,115188.0
1,131680096,71523864,118772.0
1,131680096,71520836,122612.0
1,131680096,71517480,126196.0
1,131680096,71507028,130804.0
1,131680096,71503460,134132.0
1,131680096,71491080,137716.0
1,131680096,71485892,142068.0
1,131680096,71481196,145652.0
1,131680096,71471560,149748.0
1,131680096,71467916,153332.0
1,131680096,71464848,157684.0
1,131680096,71442984,161524.0
1,131680096,71438928,162292.0
1,131680096,71575220,17920.0
1,131680096,71547424,56796.0
1,131680096,71534836,64936.0
1,131680096,71522948,68520.0
1,131680096,71466988,72616.0
1,131680096,71463364,76968.0
1,131680096,71453924,82304.0
1,131680096,71448784,86400.0
1,131680096,71438556,89728.0
1,131680096,71439392,94336.0
1,131680096,71425976,96872.0
1,131680096,71422620,100456.0
1,131680096,71418988,104552.0
1,131680096,71412100,108136.0
1,131680096,71408732,111976.0
1,131680096,71409576,114612.0
1,131680096,71398976,119220.0
1,131680096,71396656,122548.0
1,131680096,71387200,126132.0
1,131680096,71383764,130484.0
1,131680096,71383684,134068.0
1,131680096,71367896,137652.0
1,131680096,71364248,141748.0
1,131680096,71350120,145332.0
1,131680096,71343176,149428.0
1,131680096,71339300,153012.0
1,131680096,71324804,157620.0
1,131680096,71319388,160436.0
1,131680096,71314804,160948.0
1,131680096,71445356,16640.0
1,131680096,71408012,57724.0
1,131680096,71388420,69380.0
1,131680096,71373880,72964.0
1,131680096,71386680,76804.0
1,131680096,71375312,78692.0
1,131680096,71378228,84836.0
1,131680096,71386072,88676.0
1,131680096,71373644,92260.0
1,131680096,71366828,96868.0
1,131680096,71355168,97960.0
1,131680096,71347680,101544.0
1,131680096,71343684,105896.0
1,131680096,71329460,109480.0
1,131680096,71322992,113320.0
1,131680096,71314180,116416.0
1,131680096,71302880,120768.0
1,131680096,71297072,124096.0
1,131680096,71277372,127680.0
1,131680096,71271764,132032.0
1,131680096,71257720,135616.0
1,131680096,71243640,139456.0
1,131680096,71233692,143296.0
1,131680096,71221768,147648.0
1,131680096,71204972,150976.0
1,131680096,71192292,154560.0
1,131680096,71173828,158912.0
1,131680096,71149700,162240.0
1,131680096,71154136,162752.0
2,131680096,71278588,16896.0
2,131680096,71238588,66560.0
2,131680096,71219328,78856.0
2,131680096,71201388,86792.0
2,131680096,71177140,94416.0
2,131680096,71123348,100908.0
2,131680096,71022708,108844.0
2,131680096,71128404,116524.0
2,131680096,71120636,124460.0
2,131680096,71090276,132396.0
2,131680096,71078124,139692.0
2,131680096,71052216,148396.0
2,131680096,71041272,154796.0
2,131680096,71030016,162988.0
2,131680096,71024244,168364.0
2,131680096,71163680,21248.0
2,131680096,71111824,64548.0
2,131680096,71090648,74788.0
2,131680096,71067380,82284.0
2,131680096,71053224,90200.0
2,131680096,71040612,97880.0
2,131680096,71014460,106328.0
2,131680096,71000716,114520.0
2,131680096,70987720,124760.0
2,131680096,70960496,132440.0
2,131680096,70951912,139556.0
2,131680096,70930580,147492.0
2,131680096,70918584,154660.0
2,131680096,70899016,162340.0
2,131680096,70892996,167716.0
2,131680096,71024736,18944.0
2,131680096,70981884,64520.0
2,131680096,70957408,75016.0
2,131680096,70931132,82988.0
2,131680096,70917304,90372.0
2,131680096,70903700,96108.0
2,131680096,70875956,106604.0
2,131680096,70865744,113516.0
2,131680096,70846804,122220.0
2,131680096,70818864,129644.0
2,131680096,70803728,136948.0
2,131680096,70791608,146676.0
2,131680096,70768216,153588.0
2,131680096,70752232,161268.0
2,131680096,70740608,169716.0
2,131680096,70732164,
2,131680096,70870440,15872.0
2,131680096,70823376,62668.0
2,131680096,70797272,72360.0
2,131680096,70782372,80296.0
2,131680096,70764268,87488.0
2,131680096,70757528,96272.0
2,131680096,70742416,103952.0
2,131680096,70729256,111120.0
2,131680096,70721636,118800.0
2,131680096,70699932,126224.0
2,131680096,70694952,133328.0
2,131680096,70682848,141264.0
2,131680096,70669940,148432.0
