input,thread,free_mem,pid_mem
8000,4,99613396,62084.0
8000,4,99605964,72580.0
8000,4,99630988,13824.0
8000,4,99593952,60616.0
8000,4,99586164,71112.0
8000,4,99631668,14336.0
8000,4,99597140,60672.0
8000,4,99587024,70400.0
8000,4,99651420,16640.0
8000,4,99613496,65616.0
8000,4,99603056,77648.0
8000,4,99653344,14336.0
8000,4,99616408,63252.0
8000,4,99612620,73492.0
8000,8,99644596,16640.0
8000,8,99599164,73640.0
8000,8,99640216,16896.0
8000,8,99592820,67072.0
8000,8,99626776,12800.0
8000,8,99589124,71168.0
8000,8,99625232,14336.0
8000,8,99570300,92516.0
8000,8,99629812,12800.0
8000,8,99563652,88220.0
8000,16,99612572,14336.0
8000,16,99528060,103104.0
8000,16,99610344,16896.0
8000,16,99555468,99784.0
8000,16,99623312,11008.0
8000,16,99548528,102256.0
8000,16,99612116,14336.0
8000,16,99526288,111580.0
8000,16,99600700,12032.0
8000,32,99605904,14336.0
8000,32,99554784,85044.0
8000,32,99604300,15872.0
8000,32,99624980,15360.0
8000,32,99619744,11776.0
8000,32,99608772,14336.0
9000,1,99591624,13824.0
9000,1,99565216,55960.0
9000,1,99563492,58776.0
9000,1,99557908,62104.0
9000,1,99559356,64920.0
9000,1,99560012,68248.0
9000,1,99551712,71064.0
9000,1,99553040,74136.0
9000,1,99552040,76952.0
9000,1,99544736,80280.0
9000,1,99583260,
9000,1,99610464,15104.0
9000,1,99564824,68544.0
9000,1,99561048,71104.0
9000,1,99554408,74176.0
9000,1,99557036,76736.0
9000,1,99559216,79552.0
9000,1,99566396,76804.0
9000,1,99559972,79620.0
9000,1,99560476,82180.0
9000,1,99561624,84996.0
9000,1,99554824,87812.0
9000,1,99554572,90884.0
9000,1,99625512,15360.0
9000,1,99585492,56840.0
9000,1,99581492,59656.0
9000,1,99571624,62984.0
9000,1,99571876,65544.0
9000,1,99569192,68616.0
9000,1,99565920,71184.0
9000,1,99556004,74000.0
9000,1,99556536,77072.0
9000,1,99557824,79888.0
9000,1,99552548,81648.0
9000,1,99610608,15360.0
9000,1,99581108,56588.0
9000,1,99582464,59404.0
9000,1,99577036,62732.0
9000,1,99577688,65548.0
9000,1,99570204,68620.0
9000,1,99570712,69904.0
9000,1,99563284,72976.0
9000,1,99563792,76048.0
9000,1,99565756,79120.0
9000,1,99562048,80824.0
9000,1,99611088,15616.0
9000,1,99580216,60468.0
9000,1,99581228,63028.0
9000,1,99580060,66100.0
9000,1,99573272,68660.0
9000,1,99573524,71476.0
9000,1,99565116,74036.0
9000,1,99564700,76852.0
9000,1,99564448,79412.0
9000,1,99558220,82228.0
9000,1,99557848,85044.0
9000,1,99565512,88372.0
9000,2,99623884,16640.0
9000,2,99584276,72844.0
9000,2,99579924,77708.0
9000,2,99575592,82316.0
9000,2,99568712,87436.0
9000,2,99564940,92044.0
9000,2,99556692,94972.0
9000,2,99621168,11776.0
9000,2,99572260,73408.0
9000,2,99569088,77312.0
9000,2,99570700,82432.0
9000,2,99571004,88064.0
9000,2,99556264,93184.0
9000,2,99620336,14336.0
9000,2,99563852,70868.0
9000,2,99554180,75476.0
9000,2,99547352,80596.0
9000,2,99538708,85972.0
9000,2,99541096,91092.0
