05-18 16:35:25,0,2500,50025448,15872
05-18 16:35:26,0,2500,49985136,69320
05-18 16:35:27,0,2500,49974808,77256
05-18 16:35:28,0,2500,49967480,84936
05-18 16:35:29,0,2500,49959416,92616
05-18 16:35:30,1,2500,50020152,16640
05-18 16:35:31,1,2500,49978864,68560
05-18 16:35:32,1,2500,49977116,76240
05-18 16:35:33,1,2500,49969052,83664
05-18 16:35:34,1,2500,49961240,91344
05-18 16:35:35,2,2500,50022016,17152
05-18 16:35:36,2,2500,49979428,68844
05-18 16:35:37,2,2500,49975688,76524
05-18 16:35:39,2,2500,49965384,84204
05-18 16:35:40,2,2500,49958328,91628
05-18 16:35:41,0,5000,50000412,16640
05-18 16:35:42,0,5000,49972276,58120
05-18 16:35:43,0,5000,49965728,61704
05-18 16:35:44,0,5000,49958428,65544
05-18 16:35:45,0,5000,49959680,69640
05-18 16:35:46,0,5000,49953128,73224
05-18 16:35:47,0,5000,49952876,76808
05-18 16:35:48,0,5000,49943608,80648
05-18 16:35:49,0,5000,49944668,84488
05-18 16:35:50,0,5000,49937108,88328
05-18 16:35:51,0,5000,49937864,92168
05-18 16:35:52,0,5000,49937704,95752
05-18 16:35:53,0,5000,49928944,99336
05-18 16:35:54,0,5000,49930100,103176
05-18 16:35:55,0,5000,49920768,107272
05-18 16:35:56,0,5000,49916232,110856
05-18 16:35:57,0,5000,49917244,114696
05-18 16:35:58,0,5000,49907952,
05-18 16:35:59,1,5000,49997224,16128
05-18 16:36:00,1,5000,49969252,58556
05-18 16:36:01,1,5000,49961496,61116
05-18 16:36:02,1,5000,49959736,63164
05-18 16:36:03,1,5000,49958180,64444
05-18 16:36:04,1,5000,49958712,66748
05-18 16:36:05,1,5000,49960084,68284
05-18 16:36:06,1,5000,49953120,70076
05-18 16:36:07,1,5000,49953488,72124
05-18 16:36:08,1,5000,49954456,73660
05-18 16:36:09,1,5000,49955320,75452
05-18 16:36:10,1,5000,49954756,77756
05-18 16:36:11,1,5000,49956780,78780
05-18 16:36:12,1,5000,49954472,81084
05-18 16:36:13,1,5000,49955316,83388
05-18 16:36:14,1,5000,49955580,84412
05-18 16:36:15,1,5000,49949688,86716
05-18 16:36:16,1,5000,49950196,88764
05-18 16:36:17,1,5000,49950572,90044
05-18 16:36:18,1,5000,49951608,92092
05-18 16:36:19,1,5000,49944568,93884
05-18 16:36:20,1,5000,49944724,95420
05-18 16:36:21,1,5000,49945996,97724
05-18 16:36:22,1,5000,49944484,99004
05-18 16:36:23,1,5000,49937288,101052
05-18 16:36:24,1,5000,49937876,103100
05-18 16:36:25,1,5000,49941268,104380
05-18 16:36:26,1,5000,49938280,106428
05-18 16:36:27,1,5000,49932328,108732
05-18 16:36:28,1,5000,49931584,109756
05-18 16:36:29,1,5000,49923832,112060
05-18 16:36:30,2,5000,50014856,16640
05-18 16:36:31,2,5000,49988292,58020
05-18 16:36:32,2,5000,49985252,61860
05-18 16:36:33,2,5000,49979980,65956
05-18 16:36:34,2,5000,49981756,70052
05-18 16:36:35,2,5000,49975236,73892
05-18 16:36:36,2,5000,49976432,77732
05-18 16:36:37,2,5000,49964280,81828
05-18 16:36:39,2,5000,49962752,85668
05-18 16:36:40,2,5000,49954812,89508
05-18 16:36:41,2,5000,49955080,93604
05-18 16:36:42,2,5000,49946764,97444
05-18 16:36:43,2,5000,49953236,101540
05-18 16:36:44,2,5000,49950336,105380
05-18 16:36:45,2,5000,49951076,109220
05-18 16:36:46,2,5000,49945800,113316
05-18 16:36:47,2,5000,49947080,117156
05-18 16:36:48,0,7500,50039324,16384
05-18 16:36:49,0,7500,50000100,58672
05-18 16:36:50,0,7500,50000104,60976
05-18 16:36:51,0,7500,49999112,63792
05-18 16:36:52,0,7500,49997992,66096
05-18 16:36:53,0,7500,49994236,68912
05-18 16:36:54,0,7500,49986412,71216
05-18 16:36:55,0,7500,49987896,74032
05-18 16:36:56,0,7500,49988060,76592
05-18 16:36:57,0,7500,49980700,78896
05-18 16:36:58,0,7500,49980948,81712
05-18 16:36:59,0,7500,49981028,84016
05-18 16:37:00,0,7500,49976056,87088
05-18 16:37:01,0,7500,49976808,89136
05-18 16:37:02,0,7500,49977648,91952
05-18 16:37:03,0,7500,49973964,94256
05-18 16:37:04,0,7500,49965532,97072
05-18 16:37:05,0,7500,49965740,99632
05-18 16:37:06,0,7500,49966048,102192
05-18 16:37:07,0,7500,49958248,104752
05-18 16:37:08,0,7500,49956792,107056
05-18 16:37:09,0,7500,49955388,109872
05-18 16:37:10,0,7500,49948700,112176
05-18 16:37:11,0,7500,49949004,115248
05-18 16:37:12,0,7500,49948408,117296
05-18 16:37:13,0,7500,49939928,120112
05-18 16:37:14,0,7500,49940192,122416
05-18 16:37:15,0,7500,49940452,125232
05-18 16:37:16,0,7500,49932460,127792
05-18 16:37:17,0,7500,49933624,130352
05-18 16:37:18,0,7500,49932632,132912
05-18 16:37:19,0,7500,49924820,135216
05-18 16:37:20,0,7500,49926080,138032
05-18 16:37:21,0,7500,49926128,140336
05-18 16:37:22,0,7500,49918236,143408
05-18 16:37:23,0,7500,49920732,145456
05-18 16:37:24,0,7500,49920484,148272
05-18 16:37:25,1,7500,50047288,15872
05-18 16:37:26,1,7500,50012448,62792
05-18 16:37:27,1,7500,50008592,65096
05-18 16:37:28,1,7500,49993168,68424
05-18 16:37:29,1,7500,49985608,70216
05-18 16:37:30,1,7500,49986448,72776
05-18 16:37:31,1,7500,49986512,74824
05-18 16:37:32,1,7500,49986248,77128
05-18 16:37:33,1,7500,49978188,79432
05-18 16:37:34,1,7500,49978568,81736
05-18 16:37:35,1,7500,49978900,84040
05-18 16:37:36,1,7500,49971052,86088
05-18 16:37:37,1,7500,49971436,88648
05-18 16:37:38,1,7500,49968652,90696
05-18 16:37:39,1,7500,49968904,93256
05-18 16:37:41,1,7500,49960644,95048
05-18 16:37:42,1,7500,49960392,97864
05-18 16:37:43,1,7500,49959644,99656
05-18 16:37:44,1,7500,49949960,102216
05-18 16:37:45,1,7500,49956736,104264
