05-19 09:00:34,0,2500,46702924,16128
05-19 09:00:35,0,2500,46672508,62640
05-19 09:00:36,0,2500,46663380,70320
05-19 09:00:37,0,2500,46656832,78000
05-19 09:00:38,0,2500,46649092,85680
05-19 09:00:39,1,2500,46696688,16896
05-19 09:00:40,1,2500,46656904,70376
05-19 09:00:41,1,2500,46652320,78056
05-19 09:00:42,1,2500,46646392,85736
05-19 09:00:43,1,2500,46638328,93416
05-19 09:00:44,2,2500,46702768,16896
05-19 09:00:45,2,2500,46658636,70516
05-19 09:00:46,2,2500,46652400,78196
05-19 09:00:47,2,2500,46645096,85620
05-19 09:00:48,2,2500,46639480,93044
05-19 09:00:49,3,2500,46696256,16896
05-19 09:00:50,3,2500,46658232,70336
05-19 09:00:51,3,2500,46650676,78016
05-19 09:00:52,3,2500,46644140,85440
05-19 09:00:53,3,2500,46644864,93120
05-19 09:00:54,4,2500,46707204,16128
05-19 09:00:55,4,2500,46661348,70176
05-19 09:00:56,4,2500,46653540,77856
05-19 09:00:57,4,2500,46644932,85536
05-19 09:00:59,4,2500,46637412,93216
05-19 09:01:00,0,5000,46700404,16896
05-19 09:01:01,0,5000,46671768,62408
05-19 09:01:02,0,5000,46662192,66248
05-19 09:01:03,0,5000,46662488,70088
05-19 09:01:04,0,5000,46655704,74184
05-19 09:01:05,0,5000,46654716,76700
05-19 09:01:06,0,5000,46647412,80796
05-19 09:01:07,0,5000,46649816,84636
05-19 09:01:08,0,5000,46645512,88732
05-19 09:01:09,0,5000,46647848,92572
05-19 09:01:10,0,5000,46642820,94352
05-19 09:01:11,0,5000,46644916,98448
05-19 09:01:12,0,5000,46638320,102288
05-19 09:01:13,0,5000,46640628,106128
05-19 09:01:14,0,5000,46642256,109968
05-19 09:01:15,0,5000,46635892,113808
05-19 09:01:16,0,5000,46636528,117648
05-19 09:01:17,1,5000,46721992,16896
05-19 09:01:18,1,5000,46692036,57968
05-19 09:01:19,1,5000,46688172,62064
05-19 09:01:20,1,5000,46685200,66160
05-19 09:01:21,1,5000,46677892,70256
05-19 09:01:22,1,5000,46678144,74096
05-19 09:01:23,1,5000,46671676,77936
05-19 09:01:24,1,5000,46672184,82032
05-19 09:01:25,1,5000,46664380,85872
05-19 09:01:26,1,5000,46664884,89712
05-19 09:01:27,1,5000,46656820,93808
05-19 09:01:28,1,5000,46657808,97904
05-19 09:01:29,1,5000,46650500,101744
05-19 09:01:30,1,5000,46651596,105584
05-19 09:01:31,1,5000,46644232,109424
05-19 09:01:32,1,5000,46644988,113520
05-19 09:01:33,1,5000,46638456,117360
05-19 09:01:34,2,5000,46733880,15360
05-19 09:01:35,2,5000,46711804,58608
05-19 09:01:36,2,5000,46707832,61424
05-19 09:01:37,2,5000,46708296,63216
05-19 09:01:38,2,5000,46700820,64752
05-19 09:01:39,2,5000,46701072,66800
05-19 09:01:40,2,5000,46701072,68592
05-19 09:01:41,2,5000,46701076,70128
05-19 09:01:42,2,5000,46693484,72432
05-19 09:01:43,2,5000,46695244,73712
05-19 09:01:44,2,5000,46697564,75760
05-19 09:01:45,2,5000,46698656,77808
05-19 09:01:46,2,5000,46698412,79088
05-19 09:01:47,2,5000,46690840,81136
05-19 09:01:48,2,5000,46690704,83440
05-19 09:01:49,2,5000,46691188,84464
05-19 09:01:50,2,5000,46691444,86768
05-19 09:01:51,2,5000,46682716,88816
05-19 09:01:52,2,5000,46683220,90096
05-19 09:01:53,2,5000,46683488,92144
05-19 09:01:54,2,5000,46684000,94192
05-19 09:01:55,2,5000,46684808,95472
05-19 09:01:56,2,5000,46676696,97776
05-19 09:01:57,2,5000,46676696,99312
05-19 09:01:58,2,5000,46677152,101104
05-19 09:02:00,2,5000,46677152,103152
05-19 09:02:01,2,5000,46669088,104432
05-19 09:02:02,2,5000,46669540,106480
05-19 09:02:03,2,5000,46670480,108784
05-19 09:02:04,2,5000,46669976,109808
05-19 09:02:05,2,5000,46671028,112112
05-19 09:02:06,3,5000,46746440,16640
05-19 09:02:07,3,5000,46718232,58132
05-19 09:02:08,3,5000,46714412,61972
05-19 09:02:09,3,5000,46706476,65812
05-19 09:02:10,3,5000,46706916,69908
05-19 09:02:11,3,5000,46701352,73492
05-19 09:02:12,3,5000,46701776,77332
05-19 09:02:13,3,5000,46693532,81172
05-19 09:02:14,3,5000,46693528,85268
05-19 09:02:15,3,5000,46685744,88852
05-19 09:02:16,3,5000,46686428,92692
05-19 09:02:17,3,5000,46687252,96532
05-19 09:02:18,3,5000,46679744,100372
05-19 09:02:19,3,5000,46680732,104468
05-19 09:02:20,3,5000,46673508,108052
05-19 09:02:21,3,5000,46673360,111892
05-19 09:02:22,3,5000,46665924,115732
05-19 09:02:23,4,5000,46757552,16896
05-19 09:02:24,4,5000,46725804,58636
05-19 09:02:25,4,5000,46723888,61964
05-19 09:02:26,4,5000,46720448,63756
05-19 09:02:27,4,5000,46720224,65292
05-19 09:02:28,4,5000,46712260,64584
05-19 09:02:29,4,5000,46713020,66120
05-19 09:02:30,4,5000,46711072,67912
05-19 09:02:31,4,5000,46710820,70216
05-19 09:02:32,4,5000,46703172,71496
05-19 09:02:33,4,5000,46702556,73544
05-19 09:02:34,4,5000,46702568,75592
05-19 09:02:35,4,5000,46702568,76872
05-19 09:02:36,4,5000,46703344,78920
05-19 09:02:37,4,5000,46695540,81224
05-19 09:02:38,4,5000,46696816,82248
05-19 09:02:39,4,5000,46696816,84552
05-19 09:02:40,4,5000,46697440,86344
05-19 09:02:41,4,5000,46690156,87880
05-19 09:02:42,4,5000,46690528,89928
05-19 09:02:43,4,5000,46690528,91720
05-19 09:02:44,4,5000,46690528,93256
05-19 09:02:45,4,5000,46690536,95560
05-19 09:02:46,4,5000,46682492,96840
05-19 09:02:47,4,5000,46682508,98888
05-19 09:02:48,4,5000,46682764,100936
05-19 09:02:49,4,5000,46682416,102216
05-19 09:02:50,4,5000,46674368,104264
05-19 09:02:51,4,5000,46674372,106568
05-19 09:02:52,4,5000,46674140,107592
05-19 09:02:53,4,5000,46674140,109896
05-19 09:02:54,0,7500,46758396,16896
05-19 09:02:55,0,7500,46727768,62872
05-19 09:02:56,0,7500,46726836,64664
05-19 09:02:57,0,7500,46725008,67224
05-19 09:02:58,0,7500,46721964,69016
05-19 09:03:00,0,7500,46722348,67892
05-19 09:03:01,0,7500,46716116,69940
05-19 09:03:02,0,7500,46715920,72500
05-19 09:03:03,0,7500,46716132,74548
05-19 09:03:04,0,7500,46708948,76852
05-19 09:03:05,0,7500,46709452,78900
05-19 09:03:06,0,7500,46709716,81460
05-19 09:03:07,0,7500,46709192,83508
05-19 09:03:08,0,7500,46702392,85812
05-19 09:03:09,0,7500,46703548,88116
05-19 09:03:10,0,7500,46703568,90164
