input,free_mem,pid_mem
5000,100577932,119276.0
5000,100669944,13312.0
5000,100643412,58096.0
5000,100640128,61168.0
5000,100636372,63216.0
5000,100636132,64496.0
5000,100635456,66544.0
5000,100627388,67356.0
5000,100627640,69148.0
5000,100627928,71452.0
5000,100628444,72476.0
5000,100622956,74780.0
5000,100622720,76828.0
5000,100622644,77852.0
5000,100622804,80156.0
5000,100623144,81948.0
5000,100615416,83484.0
5000,100615164,85532.0
5000,100615032,87068.0
5000,100614676,88860.0
5000,100607012,91164.0
5000,100607156,92188.0
5000,100607744,94236.0
5000,100608508,96540.0
5000,100608768,97564.0
5000,100601408,99868.0
5000,100602164,101660.0
5000,100602016,103196.0
5000,100602636,105244.0
5000,100594588,106780.0
5000,100593956,108572.0
5000,100593956,110620.0
5000,100594212,111900.0
5000,100678408,13056.0
5000,100642760,62184.0
5000,100641628,65000.0
5000,100640944,67048.0
5000,100637740,68328.0
5000,100633708,70632.0
5000,100632808,69040.0
5000,100632352,70832.0
5000,100624628,72880.0
5000,100624664,74160.0
5000,100625500,76208.0
5000,100624748,78512.0
5000,100616448,79536.0
5000,100616484,81840.0
5000,100616680,83888.0
5000,100616980,85168.0
5000,100616984,87216.0
5000,100609156,89264.0
5000,100609328,90544.0
5000,100609612,92848.0
5000,100609872,94384.0
5000,100601872,96176.0
5000,100602912,98224.0
5000,100603348,99504.0
5000,100603380,101552.0
5000,100595424,103856.0
5000,100595556,104880.0
5000,100596020,107184.0
5000,100596044,109232.0
5000,100596044,110512.0
5000,100588480,112560.0
6000,100681952,13824.0
6000,100642556,63668.0
6000,100640540,64948.0
6000,100632896,67764.0
6000,100633176,70580.0
6000,100632948,73396.0
6000,100625140,73976.0
6000,100624904,76792.0
6000,100624472,79608.0
6000,100616408,82680.0
6000,100616296,85496.0
6000,100616196,88312.0
6000,100608316,91128.0
6000,100608324,93944.0
6000,100608128,96760.0
6000,100600180,99832.0
6000,100599676,102648.0
6000,100599424,105720.0
6000,100591440,108280.0
6000,100591636,111096.0
6000,100583084,113912.0
6000,100582720,116728.0
6000,100582468,119800.0
6000,100574928,122616.0
6000,100574900,125688.0
6000,100675056,11264.0
6000,100644164,57580.0
6000,100644144,58604.0
6000,100644716,61676.0
6000,100640432,64748.0
6000,100637000,67820.0
6000,100628264,70636.0
6000,100628348,73452.0
6000,100627452,76524.0
6000,100619388,79852.0
6000,100619740,82924.0
6000,100610776,85996.0
6000,100609968,88812.0
6000,100610336,91628.0
6000,100601768,94700.0
6000,100602020,97772.0
6000,100601892,101100.0
6000,100594060,104172.0
6000,100595484,107244.0
6000,100588656,110060.0
6000,100589960,112876.0
6000,100590200,115948.0
6000,100581708,119020.0
6000,100581304,122348.0
6000,100581136,125420.0
6000,100672508,14848.0
6000,100639596,61360.0
6000,100639596,62640.0
6000,100638160,65968.0
6000,100631600,68784.0
6000,100631968,71600.0
6000,100623908,74416.0
6000,100623920,77232.0
6000,100623932,80304.0
6000,100616136,83120.0
6000,100614376,86192.0
6000,100606420,89264.0
6000,100607208,91824.0
6000,100607012,94640.0
6000,100599216,97456.0
6000,100599724,100528.0
6000,100599544,103344.0
6000,100591948,106416.0
6000,100591652,109488.0
6000,100592480,112304.0
6000,100584128,115120.0
6000,100584300,117936.0
6000,100576488,120752.0
6000,100576640,123824.0
6000,100576716,126640.0
6000,100677528,13824.0
6000,100646096,58044.0
6000,100641812,61628.0
6000,100634176,64700.0
6000,100630496,67772.0
6000,100626264,71100.0
6000,100617696,74428.0
6000,100616892,77500.0
6000,100617284,80828.0
6000,100609660,84156.0
6000,100609256,87228.0
6000,100601644,90300.0
6000,100601852,93628.0
6000,100602152,96700.0
6000,100594084,100028.0
6000,100593580,103356.0
6000,100585108,106684.0
6000,100585244,109756.0
6000,100585496,112828.0
6000,100577416,116156.0
6000,100577196,117316.0
6000,100569136,120644.0
6000,100569448,123972.0
6000,100569196,127300.0
6000,100661928,14336.0
6000,100628720,59856.0
6000,100628924,63184.0
6000,100629432,66256.0
6000,100628220,69328.0
6000,100622700,72400.0
6000,100615016,74744.0
6000,100614876,78072.0
6000,100614712,81400.0
6000,100606968,84728.0
6000,100606268,87800.0
6000,100598088,90872.0
6000,100598112,94200.0
6000,100597984,97272.0
6000,100589828,100600.0
6000,100589512,103928.0
6000,100581004,107256.0
6000,100580504,110584.0
6000,100580604,113656.0
6000,100572504,116728.0
6000,100571952,119800.0
6000,100563996,123128.0
6000,100564488,126456.0
6000,100564532,129784.0
7000,100663828,14592.0
7000,100624616,58208.0
7000,100616596,61280.0
7000,100617156,63072.0
7000,100617128,63840.0
7000,100618632,64864.0
7000,100619664,66912.0
7000,100622676,67680.0
7000,100623088,68704.0
7000,100616080,70752.0
7000,100616848,71520.0
7000,100617412,72288.0
7000,100617164,74592.0
7000,100616744,75360.0
7000,100617992,76128.0
7000,100609096,78432.0
7000,100611352,79200.0
7000,100610404,80224.0
7000,100611456,82528.0
7000,100611480,83296.0
7000,100611128,84064.0
7000,100603396,86112.0
7000,100603676,87136.0
7000,100603988,87904.0
7000,100604528,89696.0
7000,100605488,90976.0
7000,100605896,91744.0
7000,100597932,93536.0
7000,100597312,94816.0
7000,100598552,95584.0
7000,100598780,97120.0
7000,100599040,98656.0
7000,100598864,99424.0
7000,100598920,100704.0
7000,100591360,102496.0
7000,100591868,103264.0
7000,100592604,104544.0
7000,100593268,106336.0
7000,100593664,107104.0
7000,100593356,108128.0
7000,100585196,110176.0
7000,100584980,110944.0
7000,100585484,111712.0
7000,100585108,114016.0
7000,100585444,114784.0
7000,100584688,115808.0
7000,100577284,117856.0
7000,100577540,118880.0
7000,100577448,119648.0
7000,100577636,121952.0
7000,100577476,122720.0
7000,100577708,123488.0
7000,100568960,125792.0
7000,100569352,126560.0
7000,100569352,127328.0
7000,100575040,129376.0
7000,100573392,130400.0
7000,100573528,131168.0
7000,100573648,132960.0
7000,100565836,134240.0
7000,100566216,135008.0
7000,100678272,12800.0
7000,100644272,65416.0
7000,100636228,67976.0
7000,100638132,70280.0
7000,100637848,72840.0
7000,100638328,74120.0
7000,100640844,70556.0
7000,100633112,72348.0
7000,100633080,73628.0
7000,100632576,74396.0
7000,100632324,76188.0
7000,100632576,77468.0
7000,100632740,78236.0
7000,100624424,80028.0
7000,100625136,81564.0
7000,100625388,82332.0
7000,100625840,84124.0
7000,100625556,85404.0
7000,100625124,86172.0
7000,100617328,87964.0
7000,100617396,89244.0
7000,100618080,90012.0
7000,100617920,91804.0
7000,100601820,93084.0
7000,100601748,94108.0
7000,100608712,95644.0
7000,100600408,97180.0
7000,100600760,97948.0
7000,100601092,99484.0
7000,100601192,101020.0
7000,100600692,101788.0
7000,100601204,103324.0
7000,100593332,104860.0
7000,100593708,105884.0
7000,100594396,107164.0
7000,100594328,108956.0
7000,100594100,109724.0
7000,100594280,111004.0
7000,100586204,112796.0
7000,100586524,113564.0
7000,100586508,115100.0
7000,100586624,116636.0
7000,100586120,117660.0
7000,100585984,118940.0
7000,100578216,120732.0
7000,100577868,121500.0
7000,100576932,122780.0
7000,100574016,124572.0
7000,100575684,125340.0
7000,100571592,126620.0
7000,100572612,128412.0
7000,100572224,129180.0
7000,100565116,130460.0
7000,100565448,132252.0
7000,100566020,133020.0
7000,100565856,134300.0
7000,100565900,136348.0
7000,100572412,137116.0
7000,100685744,12800.0
7000,100654436,60224.0
7000,100653700,61248.0
7000,100653792,62784.0
7000,100646064,65088.0
7000,100646204,67648.0
7000,100646140,69028.0
7000,100638368,71588.0
7000,100638516,74148.0
7000,100638744,76452.0
7000,100630312,79012.0
7000,100630548,81316.0
7000,100630084,83876.0
7000,100629856,86436.0
7000,100621584,88484.0
7000,100622052,91300.0
7000,100621252,93604.0
7000,100612760,95908.0
7000,100612872,98724.0
7000,100613156,100772.0
7000,100605540,103332.0
7000,100605472,105892.0
7000,100605632,108196.0
7000,100605400,110756.0
7000,100597428,113060.0
7000,100597712,115620.0
7000,100598040,118180.0
7000,100589724,120228.0
7000,100589044,123044.0
7000,100589216,125348.0
7000,100581380,127652.0
7000,100581496,130212.0
7000,100573508,132516.0
7000,100573552,135076.0
7000,100682644,13824.0
7000,100654764,58488.0
7000,100652132,60792.0
7000,100648040,63352.0
7000,100639864,65912.0
7000,100640668,67960.0
7000,100641620,69612.0
7000,100642052,70380.0
7000,100642688,71148.0
7000,100635080,73452.0
7000,100635172,74220.0
7000,100634940,75244.0
7000,100635544,77548.0
7000,100635552,78316.0
7000,100635388,79084.0
7000,100627308,81388.0
7000,100627400,82156.0
7000,100627508,82924.0
7000,100627744,85228.0
7000,100627948,86252.0
7000,100628236,87020.0
7000,100619516,89324.0
7000,100620004,90092.0
7000,100620560,90860.0
7000,100620900,93164.0
7000,100621056,93932.0
7000,100620616,94956.0
7000,100612964,97260.0
7000,100612944,98028.0
7000,100612828,98796.0
7000,100613248,101100.0
7000,100613416,101868.0
7000,100612092,102636.0
7000,100610936,104940.0
7000,100607336,105964.0
7000,100607204,106732.0
7000,100607248,109036.0
7000,100598680,109804.0
7000,100599044,110572.0
7000,100599700,112876.0
7000,100599260,113644.0
7000,100598972,114668.0
7000,100599224,116972.0
7000,100590744,117740.0
7000,100590900,118508.0
7000,100590764,120812.0
7000,100590988,121580.0
7000,100591240,122604.0
7000,100591160,124652.0
7000,100583584,125676.0
7000,100583548,126444.0
7000,100584068,128748.0
7000,100584544,129516.0
7000,100584640,130540.0
7000,100584644,132588.0
7000,100584020,133612.0
7000,100575956,
7000,100687284,13312.0
7000,100633536,73896.0
7000,100633512,73764.0
7000,100633636,74532.0
7000,100634224,77092.0
7000,100633988,77860.0
7000,100633924,75996.0
7000,100635404,77020.0
7000,100634604,77788.0
7000,100631876,79836.0
7000,100632792,79828.0
7000,100629364,80852.0
7000,100629160,82644.0
7000,100628664,83924.0
7000,100620132,84692.0
7000,100620804,86484.0
7000,100620808,87764.0
7000,100620664,88532.0
7000,100620484,90324.0
7000,100620636,91604.0
7000,100612440,92628.0
7000,100612576,94420.0
7000,100612384,95700.0
7000,100612720,96468.0
7000,100612580,98260.0
7000,100612668,99540.0
7000,100605160,100308.0
7000,100605012,102100.0
7000,100605164,103380.0
7000,100605180,104148.0
7000,100604956,105940.0
7000,100605028,107476.0
7000,100605256,108244.0
7000,100597216,109780.0
7000,100596716,111316.0
7000,100597472,112084.0
7000,100597304,113620.0
7000,100597384,115156.0
7000,100597660,115924.0
7000,100589344,117460.0
7000,100589592,119252.0
7000,100589216,120020.0
7000,100589508,121556.0
7000,100589864,123092.0
7000,100589448,123860.0
7000,100581204,125396.0
7000,100581220,126932.0
7000,100581380,127700.0
7000,100581728,129236.0
7000,100581256,131028.0
7000,100581256,131796.0
7000,100573696,133076.0
7000,100574016,134868.0
7000,100574492,135636.0
7000,100575012,136916.0
7000,100574744,138708.0
7000,100574644,139476.0
7000,100566864,140756.0
7000,100566880,142804.0
7000,100566632,143572.0
8000,100686700,16896.0
8000,100649924,58448.0
8000,100650516,59984.0
8000,100650572,60496.0
8000,100649236,62800.0
8000,100649084,65104.0
8000,100644572,65308.0
8000,100640624,67612.0
8000,100640788,69660.0
8000,100632976,72220.0
8000,100632900,74268.0
8000,100633424,76828.0
8000,100632956,78620.0
8000,100625088,81436.0
8000,100624868,83228.0
8000,100625024,86044.0
8000,100616716,87836.0
8000,100608664,90652.0
8000,100608856,92188.0
8000,100600144,95004.0
8000,100599720,96796.0
8000,100599736,99356.0
8000,100598344,101404.0
8000,100587364,103964.0
8000,100587932,106012.0
8000,100580120,108572.0
8000,100580236,110620.0
8000,100580556,112924.0
8000,100580840,115228.0
8000,100572768,117276.0
8000,100572464,119836.0
8000,100574204,121884.0
8000,100566324,124444.0
8000,100567736,126236.0
8000,100568096,129052.0
8000,100569644,130844.0
8000,100561784,133660.0
8000,100563232,135196.0
8000,100563232,138012.0
8000,100556588,139804.0
8000,100556072,142620.0
8000,100556684,144412.0
8000,100556428,146972.0
8000,100548408,149276.0
8000,100669688,12544.0
8000,100630140,59320.0
8000,100631036,61368.0
8000,100624552,63928.0
8000,100626020,66232.0
8000,100618664,68792.0
8000,100618736,70144.0
8000,100619512,72448.0
8000,100612592,75008.0
8000,100612812,77312.0
8000,100613360,79872.0
8000,100605452,82176.0
8000,100606272,84480.0
8000,100605704,86784.0
8000,100605888,89344.0
8000,100598572,91648.0
8000,100598084,94208.0
8000,100599064,96256.0
8000,100591264,99072.0
8000,100591364,101120.0
8000,100591192,103936.0
8000,100591460,105728.0
8000,100583156,108544.0
8000,100583248,110592.0
8000,100585240,113408.0
8000,100576732,115456.0
8000,100577400,118016.0
8000,100577080,120320.0
8000,100569016,122880.0
8000,100570576,125184.0
8000,100571496,127488.0
8000,100571244,130048.0
8000,100564208,132352.0
8000,100564636,134656.0
8000,100564572,136960.0
8000,100556352,139520.0
8000,100556496,141824.0
8000,100556240,144384.0
8000,100547168,146432.0
8000,100547532,149248.0
8000,100547688,151296.0
8000,100547176,154880.0
8000,100547276,155648.0
8000,100678440,12544.0
8000,100644784,66064.0
8000,100641036,68880.0
8000,100640840,70672.0
8000,100633236,72464.0
8000,100632792,74512.0
8000,100632792,72216.0
8000,100632588,72984.0
8000,100632740,74008.0
8000,100624908,76568.0
8000,100624984,77336.0
8000,100625352,78104.0
8000,100625516,78616.0
8000,100625036,81176.0
8000,100625136,81944.0
8000,100625132,82456.0
8000,100617768,83224.0
8000,100618084,85528.0
8000,100617984,86296.0
8000,100618248,87064.0
8000,100617688,87832.0
8000,100617564,90136.0
8000,100617772,90904.0
8000,100609916,91416.0
8000,100609960,92184.0
8000,100609736,94744.0
8000,100610056,95256.0
8000,100610476,96024.0
8000,100610740,96792.0
8000,100610604,99096.0
8000,100602432,99864.0
8000,100601684,100632.0
8000,100601768,101144.0
8000,100602036,103704.0
8000,100601960,104216.0
8000,100601756,104984.0
8000,100601784,105752.0
8000,100593512,108056.0
8000,100593756,108824.0
8000,100593412,109592.0
8000,100593124,110104.0
8000,100592988,112664.0
8000,100593272,113432.0
8000,100593552,113944.0
8000,100593316,114712.0
8000,100584336,117016.0
8000,100584336,117784.0
8000,100584352,118552.0
8000,100584468,119320.0
8000,100584792,121624.0
8000,100585156,122392.0
8000,100585420,122904.0
8000,100577440,123672.0
8000,100576452,126232.0
8000,100576412,126744.0
8000,100576536,127512.0
8000,100577040,128280.0
8000,100577296,130584.0
8000,100577136,131352.0
8000,100569468,132120.0
8000,100569544,132632.0
8000,100568812,135192.0
8000,100568648,135704.0
8000,100568888,136472.0
8000,100568952,137240.0
8000,100560388,139544.0
8000,100560724,140312.0
8000,100560896,141080.0
8000,100560664,141592.0
8000,100560488,144152.0
8000,100560240,144920.0
8000,100560040,145432.0
8000,100560600,146200.0
8000,100552544,148760.0
8000,100551344,149272.0
8000,100551600,150040.0
8000,100551348,150808.0
8000,100676428,13312.0
8000,100642860,58780.0
8000,100643008,60316.0
8000,100639640,61084.0
8000,100640012,63644.0
8000,100631776,65948.0
8000,100631864,67356.0
8000,100631448,69660.0
8000,100631444,71964.0
8000,100622876,74268.0
8000,100623444,76316.0
8000,100623540,78876.0
8000,100615908,80924.0
8000,100615776,83484.0
8000,100615780,85532.0
8000,100615564,88092.0
8000,100607348,90140.0
8000,100607652,92700.0
8000,100607760,94492.0
8000,100600048,97308.0
8000,100601016,99100.0
8000,100600512,101916.0
8000,100600316,103708.0
8000,100592932,106524.0
8000,100592728,108316.0
8000,100592484,111132.0
8000,100584280,113180.0
8000,100584128,115740.0
8000,100584268,117788.0
8000,100584268,120092.0
8000,100576332,122396.0
8000,100576080,124700.0
8000,100576308,127004.0
8000,100568244,129308.0
8000,100567796,131612.0
8000,100567808,133916.0
8000,100566156,136220.0
8000,100558092,138524.0
8000,100557500,140828.0
8000,100556996,142876.0
8000,100549972,145436.0
8000,100549896,147484.0
8000,100550132,150044.0
8000,100675016,16128.0
8000,100640316,61596.0
8000,100640068,63528.0
8000,100632272,66088.0
8000,100632584,67880.0
8000,100631916,70184.0
8000,100631776,71500.0
8000,100621768,73548.0
8000,100619868,75852.0
8000,100615644,77900.0
8000,100615768,80204.0
8000,100607452,82252.0
8000,100607580,84556.0
8000,100607992,86604.0
8000,100600048,88908.0
8000,100599544,90956.0
8000,100599544,93260.0
8000,100598204,95308.0
8000,100590676,97612.0
8000,100591080,99660.0
8000,100591288,101964.0
8000,100591332,103756.0
8000,100583272,106316.0
8000,100583316,108108.0
8000,100583508,110668.0
8000,100583284,112460.0
8000,100576180,115020.0
8000,100575944,116812.0
8000,100576932,119372.0
8000,100569944,121164.0
8000,100569360,123724.0
8000,100569584,125516.0
8000,100569332,128076.0
8000,100561388,130124.0
8000,100561088,132428.0
8000,100560600,134476.0
8000,100560852,136524.0
8000,100520956,138828.0
8000,100505856,141132.0
8000,100432400,143180.0
8000,100310072,145484.0
8000,100291864,147532.0
9000,100393932,13056.0
9000,100351064,66416.0
9000,100390552,67444.0
9000,100393724,68212.0
9000,100396092,69236.0
9000,100402452,71284.0
9000,100409384,68620.0
9000,100407748,69132.0
9000,100416416,69900.0
9000,100418540,70412.0
9000,100417348,72460.0
9000,100421624,73740.0
9000,100427348,74252.0
9000,100427960,75020.0
9000,100430768,75532.0
9000,100423588,77836.0
9000,100425588,78860.0
9000,100428072,79372.0
9000,100429976,80140.0
9000,100433244,80652.0
9000,100434968,82956.0
9000,100437132,83980.0
9000,100438404,84492.0
9000,100438072,85260.0
9000,100430800,86028.0
9000,100433864,88076.0
9000,100433628,89100.0
9000,100440516,89612.0
9000,100489724,90380.0
9000,100496320,91148.0
9000,100497336,93452.0
9000,100489548,94220.0
9000,100489672,94732.0
9000,100491176,95500.0
9000,100492800,96268.0
9000,100493396,98572.0
9000,100493144,99340.0
9000,100494524,99852.0
9000,100494648,100620.0
9000,100494904,101388.0
9000,100486844,103692.0
9000,100486748,104204.0
9000,100487288,104972.0
9000,100487776,105484.0
9000,100487676,106764.0
9000,100487884,108812.0
9000,100488096,109324.0
9000,100479580,110092.0
9000,100479136,110604.0
9000,100480144,111884.0
9000,100479788,113932.0
9000,100480096,114444.0
9000,100480004,115212.0
9000,100480504,115724.0
9000,100479244,117004.0
9000,100471268,119052.0
9000,100471528,119564.0
9000,100471088,120076.0
9000,100471340,120588.0
9000,100471340,121868.0
9000,100471856,123916.0
9000,100472616,124428.0
9000,100472868,125196.0
9000,100472960,125708.0
9000,100464392,127244.0
9000,100464776,129036.0
9000,100464272,129804.0
9000,100464436,130316.0
9000,100464352,130828.0
9000,100463760,132364.0
9000,100460096,134156.0
9000,100460384,134668.0
9000,100460768,135436.0
9000,100456804,135948.0
9000,100456988,137484.0
9000,100456864,139276.0
9000,100449256,139788.0
9000,100449660,140556.0
9000,100449520,141068.0
9000,100449072,142860.0
9000,100448820,144396.0
9000,100449252,144908.0
9000,100449552,145676.0
9000,100449692,146188.0
9000,100441880,147980.0
9000,100441976,149516.0
9000,100441656,150028.0
9000,100441968,150796.0
9000,100441320,151308.0
9000,100440992,153100.0
9000,100441436,154636.0
9000,100441244,155148.0
9000,100441600,155916.0
9000,100433036,156428.0
9000,100433216,158476.0
9000,100433472,160012.0
9000,100432288,160012.0
9000,100432324,160012.0
9000,100432348,160268.0
9000,100568052,13056.0
9000,100543380,57192.0
9000,100541044,59812.0
9000,100541548,60580.0
9000,100541128,62372.0
9000,100540644,64420.0
9000,100532588,64268.0
9000,100532552,66060.0
9000,100532644,68364.0
9000,100533148,69900.0
9000,100525136,71948.0
9000,100525248,73996.0
9000,100525400,75532.0
9000,100525372,77836.0
9000,100517480,79628.0
9000,100517476,81420.0
9000,100517408,83724.0
9000,100517716,85260.0
9000,100509652,87308.0
9000,100509964,89356.0
9000,100509720,90892.0
9000,100509512,93452.0
9000,100509588,94988.0
9000,100501660,97036.0
9000,100501660,99084.0
9000,100501748,100620.0
9000,100502228,102924.0
9000,100494404,104716.0
9000,100493908,106508.0
9000,100494160,108812.0
9000,100493912,110348.0
9000,100485584,112396.0
9000,100485332,114444.0
9000,100485100,115980.0
9000,100485520,118284.0
9000,100477624,120076.0
9000,100477416,121868.0
9000,100477296,124172.0
9000,100477044,125708.0
9000,100468984,127756.0
9000,100469856,129804.0
9000,100469920,131596.0
9000,100470068,133644.0
9000,100469904,135436.0
9000,100461852,137484.0
9000,100462380,139532.0
9000,100462556,141068.0
9000,100462736,143372.0
9000,100454216,145164.0
9000,100453996,146956.0
9000,100453664,149260.0
9000,100454220,150796.0
9000,100446976,152844.0
9000,100446428,155148.0
9000,100446144,155660.0
9000,100571628,13824.0
9000,100534432,61364.0
9000,100534432,64648.0
9000,100529688,66440.0
9000,100525976,69000.0
9000,100526136,70792.0
9000,100518240,71656.0
9000,100518776,73960.0
9000,100518684,75496.0
9000,100518444,78056.0
9000,100510384,79848.0
9000,100510092,81640.0
9000,100511180,84200.0
9000,100512768,85736.0
9000,100505692,88040.0
9000,100506856,90088.0
9000,100506604,91880.0
9000,100506940,94440.0
9000,100498736,96232.0
9000,100499088,98280.0
9000,100506684,100328.0
9000,100503468,102120.0
9000,100499496,104424.0
9000,100500220,106472.0
9000,100491936,108264.0
9000,100491236,110824.0
9000,100491204,112360.0
9000,100491456,114664.0
9000,100483136,116712.0
9000,100482884,118248.0
9000,100483092,120808.0
9000,100483444,122600.0
9000,100474876,124648.0
9000,100475176,126952.0
9000,100473732,128744.0
9000,100474056,131048.0
9000,100465740,133096.0
9000,100466192,134888.0
9000,100466756,137448.0
9000,100466636,138984.0
9000,100458840,141032.0
9000,100458840,143336.0
9000,100459092,144872.0
9000,100459636,147432.0
9000,100451828,149224.0
9000,100451956,149144.0
9000,100452752,151448.0
9000,100453020,153240.0
9000,100445132,155032.0
9000,100443780,156056.0
9000,100442868,157080.0
9000,100440660,158104.0
9000,100441260,159128.0
9000,100578120,14336.0
9000,100532728,61436.0
9000,100532096,62972.0
9000,100532388,63740.0
9000,100532468,65276.0
9000,100532796,67836.0
9000,100532900,68464.0
9000,100533572,70256.0
9000,100531572,72560.0
9000,100532164,74096.0
9000,100532416,76400.0
9000,100524420,78448.0
9000,100524276,79984.0
9000,100524080,82544.0
9000,100523944,84336.0
9000,100516528,86128.0
9000,100516396,88688.0
9000,100516028,90224.0
9000,100516564,92528.0
9000,100508500,94576.0
9000,100509292,93064.0
9000,100509352,95624.0
9000,100509544,97416.0
9000,100502204,99208.0
9000,100502044,101768.0
9000,100500212,103304.0
9000,100496388,105608.0
9000,100497720,107656.0
9000,100489420,109192.0
9000,100492464,111752.0
9000,100492524,113544.0
9000,100493884,115336.0
9000,100486136,117896.0
9000,100485988,119432.0
9000,100486244,121480.0
9000,100486592,123528.0
