input,thread,task_clock_msec,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,time_elapsed_sec,user_time_sec,sys_time_sec,ipc
6000,16,11376.21,7178,49,18600,22052483174,25278174147,714083087,32635439,0.880858216,11.194871,0.188165,1.146273367382187
6000,32,14191.62,12511,479,16181,26848924299,25032554214,645813538,19428084,0.75740787,13.911629,0.27385,0.9323484969165915
6000,32,14341.8,12895,493,17334,26898690059,25048834627,650539013,19437257,0.764721807,14.052169,0.291143,0.9312287911440111
6000,32,14808.73,13028,607,16527,28975076475,25133420900,670684138,16653392,0.694381864,14.490123,0.30561,0.867415170471953
6000,32,15961.3,13728,457,16151,31299391737,25013961111,643622188,15069322,0.734674095,15.672376,0.276928,0.7991836174065391
6000,32,14614.81,13868,474,16285,28575350540,24724368167,637564070,14837705,0.677310041,14.342652,0.261975,0.8652341161096392
6000,64,17021.03,21138,5575,19739,33578559244,25119329938,708896755,17315007,0.762194391,16.591808,0.393947,0.7480764661601275
6000,64,17967.72,20559,5503,19962,35443430026,25110834719,739045581,18533754,0.770265634,17.509796,0.423915,0.7084764285109995
6000,64,18062.99,16468,4694,20364,35569646397,25344643698,756058452,19709105,0.78971149,17.689431,0.346969,0.7125357225968265
6000,64,18681.6,21178,5929,20644,36853801914,25166145537,747029979,19052236,0.809444522,18.213714,0.430898,0.6828642970330803
6000,64,17741.46,21289,5889,20570,35014942470,25495934334,732643836,18572277,0.772068038,17.248909,0.456024,0.7281444016606433
6000,128,24282.53,28044,7402,24921,47982410331,26706776386,987209603,23708151,0.964663259,23.709741,0.555171,0.5565951397974176
6000,128,33533.37,35635,8211,23487,66436675631,26581011543,971337187,22169450,1.259203193,32.912959,0.595107,0.4000954486439873
6000,128,31646.79,31690,7683,23324,62583909951,27305060270,1124791908,26744001,1.254631789,30.989938,0.638225,0.4362952121620152
6000,128,22184.79,29946,7656,22256,43975619249,26239448277,878120957,21265421,0.90688791,21.621797,0.540344,0.5966817233073228
6000,128,36530.78,35237,7698,27034,72505343482,26475311885,1012441705,24363270,1.382834348,35.883086,0.616001,0.3651498029462159
7000,1,8162.56,912,23,22685,15802449831,33632204342,920072318,40637072,7.13407032,8.020898,0.143105,2.128290531005072
7000,1,8029.06,886,20,21462,15527713605,33422632410,882370698,36812848,7.099479707,7.880893,0.150825,2.1524503388082676
7000,1,7975.17,864,12,23389,15438750840,33197408483,926921961,40905733,6.929947041,7.843636,0.133095,2.1502651883589827
7000,1,7986.48,900,7,23427,15432755258,33184277241,924203046,40861052,6.943514343,7.850327,0.137145,2.150249692050161
7000,1,8062.0,881,12,21520,15568299148,33432886980,884142123,37291285,7.118021508,7.912844,0.151997,2.1474977235580033
7000,2,7629.36,1207,17,21281,13851898628,33841947018,917032378,43769959,3.360647292,7.500535,0.131131,2.4431269623640217
7000,2,8594.11,1155,27,27065,15962418386,34111858092,1039009369,57053672,3.747416855,8.446117,0.150037,2.137010650085337
7000,2,8606.24,1248,18,23226,16049626688,34650995522,1023660869,59091373,3.74312712,8.459284,0.148881,2.158990747610839
7000,2,8746.49,1133,24,14950,16177097299,32678705687,690021823,21179697,4.158331441,8.641267,0.108078,2.020059908338442
7000,2,8512.12,1113,22,14927,16059209422,32554827853,665799305,19109029,4.105918392,8.409926,0.104812,2.0271749995614448
7000,4,10622.71,2346,29,17909,16767516330,32764456059,706421521,21734137,2.588005372,10.485249,0.140963,1.9540434858786269
7000,4,11709.29,2751,43,16418,17317291092,33162545333,763187112,28277185,2.638805258,11.569214,0.14599,1.914996124787668
7000,4,11303.15,2913,45,17069,16703445759,32725322978,698902929,21578555,2.639703591,11.150046,0.156505,1.959195931795524
7000,4,11246.34,2809,48,17646,16915801603,32759899989,705484356,22687011,2.627887695,11.073317,0.175798,1.9366448459167354
7000,4,10944.46,2934,39,17266,15304470905,32600247169,724168759,24208914,2.499778742,10.751197,0.198966,2.13011265605722
7000,8,13020.14,4561,35,33007,23772392565,34767641840,1122557790,62883293,1.580498728,12.800291,0.22504,1.4625217779378363
7000,8,11269.38,3970,35,25172,20520287883,33734521094,1001560761,52298403,1.524256985,11.051662,0.221313,1.6439594457126165
7000,8,11283.58,4221,41,27175,20793784670,34054865056,1028722045,52813019,1.408155089,11.07987,0.207165,1.6377425079876045
7000,8,8118.71,4253,34,19267,15113910542,33432194096,836353258,31318836,1.088814566,7.948399,0.173441,2.2120148192683406
7000,8,12133.67,4285,35,25887,22501512933,35403808919,1186766682,63212038,1.498031573,11.938924,0.199764,1.573396821112322
7000,16,10909.32,6715,65,16201,21269203038,33312739751,811305231,30106174,0.871704548,10.737035,0.178303,1.5662429707160521
7000,16,13007.61,7045,36,19935,25279911853,33711938002,924160009,35721125,0.989052441,12.78515,0.229804,1.333546501191592
7000,16,13554.18,6701,47,19550,24563730357,33842591748,854417251,33207235,1.133727351,13.373875,0.186579,1.3777464276046238
7000,16,16597.87,6768,55,20596,32386469876,34691464000,1081523694,55682238,1.1887384,16.414895,0.187393,1.0711715149204364
7000,16,16370.08,6085,37,21805,31356743926,34152169240,927212259,55663806,1.288091087,16.138985,0.240374,1.0891490940703867
7000,32,16904.09,14614,482,17762,33161864260,33702608905,798390804,16544250,0.783218632,16.613016,0.281458,1.0163062197215567
7000,32,17384.31,14667,490,17370,34189327584,33704106814,797933663,16457652,0.767617975,17.072111,0.30016,0.9858078293933141
7000,32,17618.69,14233,361,17264,31499365273,33508198225,752107439,18052003,0.923965602,17.292975,0.330515,1.063773759711974
7000,32,17777.24,13521,477,17458,32825930303,33689497085,787174783,19721465,0.929176522,17.457227,0.314364,1.026307457976936
7000,32,17772.59,12684,717,18114,32854526607,33976915948,843847662,22223222,0.902063044,17.468929,0.294408,1.0341623957765644
7000,64,19973.1,20883,6079,21633,39488566900,34279819856,898862884,20414131,0.846202488,19.478033,0.461179,0.8680948068540821
7000,64,20336.71,23457,6412,20234,40212529393,34030469991,845925150,17746751,0.850761652,19.885038,0.416701,0.8462653432818841
7000,64,20910.09,23139,6463,21087,41339125798,34226510183,886720696,19580242,0.878091255,20.420239,0.452894,0.8279447018363385
7000,64,19675.49,22596,6516,20962,38750043326,34085721738,866022056,18685771,0.838147451,19.184937,0.454324,0.8796305452161806
7000,64,20232.46,23495,7038,21343,39894307671,34207352631,885222831,20060553,0.960263296,19.730188,0.46398,0.8574494615397483
7000,128,25242.68,31623,7994,26211,49948303165,35233840489,1106400949,25635357,1.02304111,24.643467,0.578025,0.7054061550921557
7000,128,26622.93,28102,7332,27872,52717697630,35794868481,1265821834,27062647,1.062439638,26.047384,0.554561,0.6789914979259309
7000,128,25974.6,32346,8338,23742,51545508087,35735718607,1197317074,24295101,1.024445792,25.438272,0.515877,0.6932848260353592
7000,128,67621.01,49662,9161,30916,134446640138,37416486498,1512122737,32279220,2.354794044,66.82615,0.767714,0.2782998999424204
7000,128,25454.1,31395,7875,23583,50378782764,34223267998,1027053312,22273211,1.01114104,24.816729,0.612486,0.6793190728390422
8000,1,9930.54,1135,19,26663,19296824581,42865348178,1147100214,43715933,8.715632971,9.763139,0.169932,2.221367976791684
8000,1,10020.36,968,17,27083,19435473192,42993044787,1172756354,46338719,8.7399392,9.852261,0.169055,2.2120914866480703
8000,1,10014.44,931,13,23903,19488014892,42984360413,1072200102,39171000,8.990267143,9.876408,0.141034,2.205681833229995
8000,1,9988.77,1091,15,27655,19302163856,42864435925,1146881916,44300458,8.734362182,9.807173,0.184022,2.220706250593545
8000,1,9688.57,896,13,23368,18862044948,42400945129,1055295363,38191411,8.730936802,9.53018,0.1608,2.247950593156438
8000,2,8077.02,1153,19,16932,15073429809,42536294187,872917650,24806244,3.820792452,7.94435,0.134954,2.8219386513879243
8000,2,9415.88,1108,15,16521,17645344467,41832931465,826327839,20522867,4.545056619,9.301746,0.116059,2.37076309523088
8000,2,10490.08,1154,14,18183,19960926283,43276337708,900676595,34149472,5.019743911,10.368199,0.12405,2.1680525790457374
8000,2,10364.12,1205,9,17376,19559661923,42142427580,875434368,24141622,4.960903488,10.212273,0.154761,2.1545580770210124
8000,2,11046.04,1181,17,18816,20898207922,42744121815,919368197,31440126,5.256672103,10.914517,0.133969,2.0453486717395672
8000,4,13028.84,2868,43,22649,19586654754,42643824413,962971342,30493979,2.89951411,12.814814,0.219791,2.177187730553695
8000,4,13428.0,2896,53,18533,20324073391,42490998444,886994550,25011392,3.04865705,13.247447,0.183909,2.0906733422255828
8000,4,13160.94,2707,38,21059,20984941632,42955309916,939757970,27677894,3.072818516,12.995467,0.171045,2.0469587511502687
8000,4,13628.9,2892,37,18655,19990815844,42418517946,898346518,26054641,3.110501482,13.44195,0.190041,2.1219002904642035
8000,4,13328.53,2631,31,19208,20976897951,42367195929,901700191,25141728,3.082321672,13.149072,0.183721,2.0197073956294997
8000,8,13214.66,3887,23,21587,24758619070,43565440176,1012455391,46035603,1.738184666,13.051251,0.168016,1.7596070302962983
8000,8,13921.92,4679,30,26172,25885066927,44273211601,1178705525,57196379,1.745912994,13.711575,0.215244,1.7103765551720413
8000,8,13780.57,4775,31,26551,25096447579,44942191572,1267526401,61973505,1.688069185,13.590528,0.194935,1.7907790108750834
8000,8,15540.56,4484,49,34523,26907417500,46344411659,1597217031,81763062,1.857922318,15.306696,0.24001,1.722365650995678
8000,8,14781.54,4448,33,30224,25430937612,46532420196,1610614925,74082668,1.674489165,14.560854,0.227731,1.8297563741433946
8000,16,15301.71,7314,58,25532,29890239671,43476810781,1198327472,39065211,1.157193391,15.089452,0.218789,1.454548751015266
8000,16,14040.01,6856,46,20127,27325672108,43730090232,1106708405,45184586,1.061226978,13.850371,0.195216,1.6003299043904344
8000,16,15547.15,7045,42,22686,30312950426,43340058567,1118342309,40329255,1.159768649,15.347979,0.205414,1.4297538826780252
8000,16,13812.13,7380,49,16727,26968679556,42790231617,921919726,24465255,1.085792145,13.644316,0.17313,1.5866639494954442
8000,16,15783.36,7403,60,25885,30907645155,44328165690,1163948502,41969319,1.17984479,15.569314,0.221374,1.4342136215068113
8000,32,20723.5,14298,344,18253,40782702686,42974090661,951954058,16779091,0.893258738,20.345438,0.376841,1.0537332700059692
8000,32,19471.71,13041,566,18877,36916287499,43773749864,964480021,21307632,0.999537424,19.13472,0.334533,1.1857570961106465
8000,32,21213.6,14375,386,18778,41782394418,42958191435,948788959,16338806,0.904376207,20.919866,0.282944,1.0281409678257563
8000,32,20557.12,13027,554,18235,39257059253,42670764234,977623008,18298458,0.974625717,20.216669,0.327816,1.0869577356520694
8000,32,21015.13,13875,607,18649,41410725587,43976940364,1002245838,18717960,0.894322274,20.705709,0.289569,1.0619698095269696
8000,64,25597.52,23282,6311,22419,50702010438,43640315041,1075773297,20857754,1.019012734,25.088133,0.47824,0.8607215900119924
8000,64,24352.96,24404,6547,22062,48149887730,43424897263,1033481206,18788261,0.996101514,23.806338,0.50459,0.9018691280549742
8000,64,23748.49,23944,6834,22204,46921225382,44365409914,1077329197,21033146,0.96143303,23.24652,0.463066,0.9455296521522546
8000,64,25754.25,22456,6204,22862,50983695538,43669096584,1080952658,20975672,1.021548297,25.36273,0.354772,0.8565306246082502
8000,64,24152.54,24390,6711,22370,47807071669,44327272091,1071249097,21041114,0.97892272,23.631815,0.48132,0.9272116141709545
8000,128,26305.0,32140,8389,25953,52083448648,43964303077,1139194693,21861589,1.053609182,25.696787,0.585019,0.844112750177656
8000,128,29509.31,31719,7766,25396,58514107444,44031194678,1143408947,22738078,1.154429832,28.897187,0.590002,0.7524885297129305
8000,128,29646.97,36973,9003,26129,58656374275,44303483913,1194788378,23336685,1.149691768,28.987502,0.631253,0.7553055309094111
8000,128,31097.5,27180,6937,32184,61667473975,46113669371,1491951121,32002460,1.198629585,30.534487,0.5446,0.7477794434987638
8000,128,28798.82,31539,7802,26862,57123331145,44662082449,1322246031,28405585,1.129292773,28.201559,0.575868,0.7818536061146579
9000,1,12118.08,997,6,19778,23701768879,53653542252,1104385126,32702210,11.476727461,12.004654,0.115996,2.2636935886898115
9000,1,10868.55,959,10,19055,21161882840,54430824711,1124289732,35194137,10.194692391,10.720558,0.150867,2.572116343452925
9000,1,12390.4,1044,10,23212,24177346867,54171443235,1211662125,38470835,11.474894861,12.251076,0.14207,2.2405867580507506
9000,1,12146.32,1048,6,19685,23748075570,53500798491,1106033592,32908325,11.512207428,12.013465,0.136016,2.252847744790969
9000,1,10696.97,973,14,17678,20955329284,53092823307,1023905755,21751818,10.191539669,10.574877,0.125045,2.5336191375211605
9000,2,10874.03,1179,26,17331,20628127762,52816501589,1036069659,25707438,5.22888523,10.747227,0.129207,2.560411792983736
9000,2,11782.98,1161,19,17717,22486196527,53430593875,1027786800,24606762,5.697334294,11.651372,0.133923,2.376150800374084
9000,2,12357.73,1244,15,18765,23486873082,53226106360,1039505100,23801081,5.9722599,12.207561,0.151894,2.2662065816156565
9000,2,13678.14,1372,18,20236,26063942010,53968356344,1089254637,29086405,6.548351485,13.512841,0.168072,2.070613736145279
9000,2,13510.47,1234,17,17949,25734540659,53386515234,1019202795,23182001,6.504253899,13.378163,0.13491,2.074508184987923
9000,4,15960.96,3125,36,19754,25163619284,53569036290,1081921475,28558046,3.644730834,15.793915,0.172086,2.1288287541395627
9000,4,14787.2,2834,32,19646,22848388133,53310840870,1055243676,25174613,3.509145357,14.600736,0.191891,2.333242964872563
9000,4,17313.25,3588,47,19092,26212096499,53342032402,1075644675,28195055,3.801429584,17.125804,0.191997,2.035015871547513
9000,4,17195.7,3383,49,18855,26738602943,53669078296,1074627106,27598170,3.868138339,17.019721,0.18106,2.00717585770689
9000,4,16844.17,3360,49,19678,26454432278,53495746370,1040647411,24454385,3.763333953,16.636729,0.214906,2.022184630833604
9000,8,18300.41,5899,38,28414,32005364045,56124878216,1419462449,64233789,2.148091116,18.081996,0.224558,1.753608493160322
9000,8,15873.02,4603,41,24268,28812137008,53522096095,1211272501,47389290,2.053442602,15.683805,0.194084,1.8576232675882047
9000,8,17487.49,5161,53,21969,29249216166,54347599716,1198078561,47626588,2.261774888,17.282005,0.211465,1.858087389677641
9000,8,15884.34,5474,39,24224,29925201848,55307847700,1281901551,49828670,2.010207402,15.686875,0.202675,1.848202995619774
9000,8,17414.0,5347,45,19646,29588832855,53180960586,1113854654,31542986,2.15810755,17.217698,0.202713,1.7973321504978976
9000,16,20515.3,9001,63,28822,37058552279,55543861309,1369252168,41468285,1.57988482,20.248817,0.275092,1.4988135772501583
9000,16,17959.24,8210,54,29620,34823142060,55540272146,1371430790,45455193,1.387776418,17.682352,0.284731,1.59492420443579
9000,16,13289.22,7934,30,17829,25893653050,53765231780,1092337588,24049701,1.066865644,13.09275,0.203347,2.076386505842983
9000,16,17090.73,7871,58,20939,33132277503,54319861274,1202309622,30623724,1.365973481,16.899772,0.198879,1.639484676810447
9000,16,18388.54,8500,61,29691,35618934013,55965249499,1348640748,42953021,1.392102877,18.147677,0.249093,1.5712219090715662
9000,32,23966.39,17453,440,19681,45020573937,54842068927,1125870315,20429370,1.206340609,23.608896,0.363198,1.2181557037398902
9000,32,22840.78,16285,491,19975,44018978384,53996568572,1132213766,20801122,1.202644572,22.51271,0.32502,1.2266656463709902
9000,32,21993.65,15382,486,20045,41501962718,54965654657,1150265938,22149487,1.119530484,21.659594,0.328496,1.3244109689578754
9000,32,24579.84,16893,442,19564,48482536816,54065973868,1143924077,17272033,1.042776569,24.219572,0.351341,1.1151638800005486
9000,32,24036.06,15897,528,19702,47447096954,54284568309,1186845125,19311127,1.007094556,23.696568,0.325952,1.1441072645946901
9000,64,27357.03,26686,7323,23491,54146674807,54574215580,1236766382,20383319,1.086158852,26.802954,0.510331,1.007895974674787
9000,64,27023.08,28648,8198,23361,53512847058,55549741234,1256767693,22190201,1.167777821,26.4683,0.514362,1.0380636480393635
9000,64,28126.91,28684,7725,23360,55683142498,55446826007,1236425862,21043498,1.111534973,27.597677,0.485474,0.9957560496696377
9000,64,27660.78,27024,7581,23840,54685843437,55558091341,1265895249,22393248,1.100400823,27.125936,0.48749,1.0159501591121085
9000,64,29076.2,28478,7826,23928,57528791475,55581417761,1265044111,22369587,1.238944494,28.469252,0.565601,0.9661495806869806
9000,128,45151.69,42775,9406,31075,89739570521,57102011878,1643216321,28815607,1.620762694,44.414004,0.712679,0.636308058379191
9000,128,34259.12,42526,9854,29478,67846258911,57184907157,1491456251,26509835,1.296724685,33.645068,0.588036,0.8428601381251478
9000,128,49876.18,42474,8969,30787,99123989699,57464057227,1707244000,29532726,1.774076232,49.258399,0.592558,0.5797189701655009
9000,128,49353.32,37811,9240,29182,98079290289,56451119398,1720132959,32491834,1.769395915,48.700863,0.627513,0.5755661488950561
9000,128,33042.39,40961,10135,26687,65591942720,56111027787,1362595455,24577245,1.25116123,32.335424,0.678609,0.8554561042127949
10000,1,15300.49,1110,9,23591,29884944918,66276126837,1408535124,39555450,14.333416748,15.152605,0.150946,2.2177095195876113
10000,1,15320.93,1128,20,25338,29946524778,66318068717,1415827203,40665933,14.357442199,15.172229,0.152022,2.2145497418692166
10000,1,15258.91,1113,12,24718,29762635240,66359322625,1371444285,30949321,14.263547041,15.094174,0.16899,2.2296185163004405
10000,1,15199.31,1128,14,24616,29700830974,66464638086,1371663323,32118007,14.220352918,15.058859,0.144046,2.2378039908776595
10000,1,15304.85,1107,11,24126,29897698745,66283016854,1409773290,39620049,14.348075493,15.139885,0.168998,2.2169939372034433
10000,2,16751.69,1430,18,18865,31754017396,65767570050,1232278671,23989271,8.034951783,16.60499,0.14899,2.0711574611118224
10000,2,16676.24,1383,30,25604,32051466988,66979989644,1411876411,38072047,7.899896052,16.542384,0.137052,2.089763618903221
10000,2,11753.1,1289,21,19027,22274394339,65756220436,1231846184,24474463,5.640294866,11.608371,0.147055,2.952099142865049
10000,2,16550.39,1307,34,18754,31572311286,65713495997,1221538179,25078734,7.994255253,16.411246,0.142967,2.08136475666066
10000,2,16111.29,1433,18,24295,30801681488,67413472134,1411296673,35369529,7.599601581,15.94524,0.169023,2.1886296097264544
10000,4,16707.6,3574,34,20744,26661327672,66028309131,1313373465,34052796,3.665329861,16.508525,0.205558,2.4765574296715767
10000,4,19467.48,3235,27,20713,31727458313,66026182611,1298925107,30153401,4.414334021,19.295123,0.177157,2.0810422933861816
10000,4,20169.08,3355,58,19870,32546864587,66056621346,1285236101,29782099,4.464706536,19.995152,0.178313,2.029584790554129
10000,4,19764.68,3520,42,19587,32380067684,66006163987,1278894586,28163278,4.373107214,19.587394,0.181207,2.038481346955791
10000,4,20174.89,3474,29,19966,32270556823,65953988584,1268601975,27835755,4.521956411,19.979258,0.198972,2.0437821679294053
10000,8,19473.33,5244,48,20683,35608371279,66747111197,1342755455,37427222,2.463752459,19.271738,0.209779,1.8744780735412079
10000,8,18723.0,5603,52,22198,33225631839,66804869253,1424255932,42465688,2.432150994,18.515347,0.21398,2.010642553818493
10000,8,19333.69,5605,42,24341,35827512714,67254646040,1434984241,52378600,2.354205993,19.101797,0.240959,1.8771787641769364
10000,8,17690.55,5953,41,22120,31275560742,65983071219,1383270004,37646385,2.162689247,17.489447,0.206584,2.1097326363965467
10000,8,18857.94,5342,29,27184,33505763481,66255667465,1459647095,41004941,2.285154543,18.652294,0.214049,1.9774409111009028
10000,16,17512.61,8464,48,28351,34193641265,66860423554,1431708729,35436758,1.362419885,17.27369,0.245938,1.9553466984060903
10000,16,21124.16,7852,40,30658,39756692356,67929382100,1577160945,44729925,1.785724498,20.862349,0.273833,1.7086276064348758
10000,16,21517.95,8263,39,28269,41878481519,67472915441,1481613447,39452301,1.61280917,21.293427,0.231721,1.6111595500516886
10000,16,20537.3,7903,47,33265,40009633700,67385306192,1683845906,42798286,1.517782346,20.275707,0.269275,1.6842270213536097
10000,16,19374.9,8083,62,32165,37738095788,68038669708,1546843739,38117190,1.480388054,19.08809,0.29549,1.8029174044768579
10000,32,27315.34,16298,468,30751,52024261304,67473330597,1368222360,22787931,1.3892695,26.899033,0.413106,1.2969589361917988
10000,32,27706.16,17001,453,20161,54805930498,67337558241,1343742355,19044919,1.153752001,27.354332,0.343448,1.2286545932005901
10000,32,31059.78,16485,599,28232,56761584340,66590874422,1384343316,20205071,1.51091877,30.607146,0.441703,1.1731680007929814
10000,32,28106.63,16742,477,20549,55611723758,66510272590,1370865608,19327907,1.165202959,27.795138,0.299994,1.1959757420832005
10000,32,28363.84,17815,587,20964,56042831878,66593434225,1381775059,19509675,1.178611937,27.966785,0.383751,1.1882596220327994
10000,64,32182.51,28706,7375,24259,63802495130,67134635386,1481391370,23610851,1.237653723,31.604324,0.53273,1.052225861217663
10000,64,28688.39,28685,8508,23488,56724223466,66794230287,1421075147,24900799,1.520593739,28.147113,0.49358,1.1775256884219116
10000,64,29485.89,29512,7666,25346,58369688243,67763816459,1463824637,22489320,1.153288429,28.878488,0.561067,1.1609418946507153
10000,64,30549.61,29514,7923,24352,60447947946,67790772938,1427993050,21560558,1.302148007,30.021424,0.482392,1.1214735196397332
10000,64,30112.17,30691,8282,23917,59620860251,67903408295,1455430462,22182617,1.184340771,29.568107,0.500016,1.138920304221224
10000,128,37036.68,38312,9070,26185,73545671105,67490036838,1545570324,24172237,1.373653593,36.350255,0.664998,0.9176615812186354
10000,128,34841.0,41829,10562,28054,69153503666,66868111027,1540991901,25571827,1.316372963,34.081708,0.72947,0.9669518893787642
10000,128,50660.33,47119,10231,32549,100682046161,70079429617,1919976886,29907991,1.81146526,49.880764,0.747337,0.6960469347726251
10000,128,35482.87,39141,9729,32533,70372815939,69259727681,1784189350,31369734,1.338294071,34.833896,0.622677,0.9841829797039124
10000,128,42766.58,38829,9280,27995,84943026033,68389500313,1694569844,26501070,1.567406814,42.099628,0.645116,0.8051220153898329
