input,thread,task_clock_msec,context_switches,cpu_migrations,page_faults,major_faults,dtlb_load_misses,cache_misses,cpu_cycles,instructions,branches,branch_misses,time_elapsed_sec,user_time_sec,sys_time_sec,ipc
1024,2,,1172,20,9815,0,187616,1438935,1657535394,1369816763,,,0.346085509,1.007798,0.112746,0.8264178055916676
1024,2,,1161,11,8791,0,180329,1245043,1575217481,1311257075,,,0.336282271,0.958765,0.094779,0.8324292301324454
1024,2,,1176,14,9760,0,190809,1383528,1689557862,1394395725,,,0.350475701,1.034078,0.121479,0.8253021434550905
1024,4,,1688,31,13008,0,293118,7452665,2470227044,1841796859,,,0.309927929,1.480149,0.127789,0.745598208664094
1024,4,,1607,18,13082,0,287691,6898407,2399199428,1861200393,,,0.301282685,1.433713,0.127618,0.7757589349508631
1024,4,,1535,18,13219,0,283737,1968757,2293190985,1807608513,,,0.288838958,1.322588,0.118604,0.7882503135690637
1024,4,,1823,30,13045,0,286885,6768975,2494579127,1890372455,,,0.311973306,1.515093,0.127923,0.757792139980493
1024,4,,1517,23,13142,0,269997,7344823,2341898919,1745030886,,,0.313454213,1.384195,0.155549,0.7451350149412661
1024,8,,2150,36,15198,0,400543,20481373,3432974654,2059146117,,,0.30409071,1.97475,0.16481,0.5998139586031445
1024,8,,2451,44,17168,0,457009,22272781,3732269672,2199865182,,,0.311105016,2.099061,0.15823,0.5894175328497002
1024,8,,2129,28,15593,0,412205,20821951,3336002245,1986084601,,,0.299429296,1.949953,0.150836,0.5953487003723524
1024,8,,2191,17,15579,0,445670,18228007,3284490973,2055421343,,,0.294552255,1.857201,0.154099,0.6257960091522529
1024,8,,2157,33,15477,0,426728,19681186,3340532512,2074769488,,,0.297027514,1.891133,0.131233,0.6210894462325772
1024,16,,3229,65,20147,0,680487,36890373,6135010241,2524239175,,,0.331042712,3.363887,0.200025,0.41144824146023784
1024,16,,3636,47,18855,0,675673,36387188,5466415348,2415534438,,,0.327439711,3.146457,0.199359,0.44188637054148705
1024,16,,3197,73,19931,0,678936,33409314,5704331960,2574209351,,,0.319579165,3.169647,0.249286,0.45127271152010584
1024,16,,3238,58,20372,0,752036,41828304,6398860961,2583248226,,,0.339432568,3.516911,0.232927,0.4037043845372592
1024,16,,3251,60,19375,0,650055,36429776,5825516424,2503096874,,,0.317562131,3.145654,0.202142,0.429678107796199
1024,32,,6043,1250,26422,0,1049900,61053070,11269955044,3300979585,,,0.378211206,5.517109,0.325943,0.29290086536391335
1024,32,,6902,1490,26828,0,1077481,56108744,11157769919,3322482836,,,0.372711192,5.481298,0.332351,0.297773019171359
1024,32,,6050,1373,25768,0,1069352,54052152,10677313203,3345251673,,,0.3590749,5.222116,0.298949,0.3133046309871369
1024,32,,6721,1616,26294,0,1122130,51905038,10940206263,3560688055,,,0.3656298,5.323082,0.313356,0.3254680916796166
1024,32,,6370,1304,27951,0,1097101,63349621,12114699434,3463590404,,,0.37085991,5.909132,0.315755,0.28589982135911735
2048,1,,1098,12,9923,0,167818,1268752,2951067468,2830420507,,,1.181988052,1.729287,0.076633,0.9591175185561701
2048,1,,966,14,10004,0,170738,1186311,2935199646,2821419584,,,1.202765082,1.6974,0.103389,0.9612360058181882
2048,1,,910,10,9909,0,159833,1182352,2933355037,2824035927,,,1.188446309,1.697203,0.106137,0.9627323973330543
2048,1,,963,10,9930,0,167911,1345043,2995793448,2884892160,,,1.184795575,1.775776,0.101215,0.9629809965456604
2048,1,,1005,12,9794,0,166634,1236333,2938564682,2824283520,,,1.189356167,1.71297,0.090998,0.9611098701689221
2048,2,,1193,13,11688,0,216812,1688249,3488723451,3383017530,,,0.696641303,2.017265,0.11878,0.9697006878061084
2048,2,,1144,12,10411,0,191805,1496737,3228795996,3095519211,,,0.69514339,1.822466,0.099736,0.9587224509801455
2048,2,,1212,9,11230,0,203884,1564335,3328168620,3207634877,,,0.693835879,1.915528,0.112441,0.963783763155606
2048,2,,1259,18,10717,0,207842,1652028,3301389873,3192607388,,,0.705096879,1.875855,0.106218,0.9670494884928121
2048,2,,1085,10,10600,0,188997,1366444,3209897315,3096890424,,,0.688886776,1.779973,0.114291,0.964794234858569
2048,4,,1687,24,15124,0,311601,9273004,4269869460,3810591784,,,0.543641906,2.454212,0.127322,0.892437536954584
2048,4,,1682,13,16013,0,305531,7802085,4380193808,3902557498,,,0.499583148,2.493884,0.139778,0.8909554392027943
2048,4,,1667,19,14592,0,306620,6547157,4286976616,3856735709,,,0.50298779,2.433354,0.143838,0.8996400154378635
2048,4,,1888,20,14274,0,310878,7217814,4359739934,3886653330,,,0.545552079,2.482247,0.158863,0.8914874255891797
2048,4,,1726,21,15830,0,327929,9161723,4405647769,4024103012,,,0.509169895,2.553985,0.151295,0.9133964454251858
2048,8,,2341,27,19850,0,518937,23049900,5611544457,4250231181,,,0.429894699,3.101517,0.176942,0.7574084485240317
2048,8,,2810,26,20080,0,497420,23824665,5651486207,4304671446,,,0.414052761,3.111281,0.2005,0.7616883928104047
2048,8,,2706,27,20539,0,550840,21038872,5704811485,4402273878,,,0.406899879,3.116325,0.181953,0.7716773620960413
2048,8,,2450,35,19780,0,507574,21337310,5438903234,4294091409,,,0.400920433,2.988672,0.151287,0.7895142134826957
2048,8,,2267,27,18573,0,446889,14924497,4982041229,4106123810,,,0.389058147,2.806453,0.167371,0.8241850320504444
2048,16,,3843,58,25504,0,852487,53600945,9323565511,4912532531,,,0.406004465,4.90181,0.250061,0.5268941935576217
2048,16,,3911,77,25677,0,879537,41273780,8337762245,4651663883,,,0.40329565,4.471228,0.264492,0.5579031575036234
2048,16,,4112,48,25404,0,815901,46531497,8726131495,4538026303,,,0.419100742,4.703159,0.266782,0.520050185537572
2048,16,,4233,63,25489,0,854828,52917229,8837835403,4769177404,,,0.41282023,4.743954,0.239148,0.5396318426999789
2048,16,,3949,69,24097,0,792556,41050653,8109297956,4536424164,,,0.391082045,4.243059,0.223794,0.5594102212810591
2048,32,,8788,1853,37181,0,1294767,70930685,16015171816,5515343593,,,0.459224572,7.710709,0.45815,0.34438241789512875
2048,32,,7962,1652,37672,0,1348191,85565744,17037551997,5543643368,,,0.481255202,8.243927,0.483579,0.32537792806009536
2048,32,,8938,1939,36348,0,1371967,67768174,14794958204,5363987623,,,0.452244269,7.166891,0.470817,0.36255510485658415
2048,32,,8222,1538,37433,0,1293447,86841681,18320223972,5737629890,,,0.511472057,9.035485,0.409286,0.31318557561136784
2048,32,,8533,1694,37032,0,1320988,104451167,20706870753,5857038158,,,0.544539691,10.128998,0.433942,0.28285481799085627
4096,1,,1020,16,14462,0,222184,1490443,9323304263,9449153380,,,4.107670455,4.869972,0.118144,1.013498338512821
4096,1,,959,10,13839,0,209098,1484984,9067298638,9163593525,,,4.120250206,4.770764,0.119968,1.0106200193513468
4096,1,,1012,6,14883,0,221197,1568744,9189637732,9301480067,,,4.104432219,4.855466,0.09811,1.012170483566566
4096,1,,1186,14,15114,0,228667,1512648,9202593821,9307802447,,,4.112598718,4.866379,0.123729,1.0114324969727466
4096,1,,1000,14,14492,0,210640,1627992,9065951070,9164327841,,,4.121487335,4.834771,0.103208,1.0108512356001498
4096,2,,1206,13,16938,0,261296,1845730,9359253710,9600610664,,,2.163667687,4.960415,0.145689,1.0257880554880268
4096,2,,1293,16,19807,0,294854,2063479,9558517806,9799884641,,,2.170258263,5.09592,0.159903,1.02525149190479
4096,2,,1270,11,16002,0,255590,1805465,9216975214,9464593478,,,2.169726256,4.873197,0.126576,1.0268654583798689
