threads,hashbits,cpu-cycles,cache-misses,page-faults,cpu-migrations,dTLB-load-misses,context-switches,time_elapsed,wall_time
1,9,27783358072,33041406,131723,0,15527464,34,13.94547,1.731006
1,10,27808370437,33505706,132241,1,15554575,37,13.95904,1.740128
1,11,27927117599,34688599,133278,0,15532961,46,14.01938,1.767907
1,12,28077651619,36434924,135334,1,15557312,30,14.0927,1.820723
1,13,28292644579,37324553,139498,1,15631966,32,14.2003,1.901027
1,14,28493611777,37785529,147786,0,15621012,33,14.3005,1.965669
1,15,28996147641,38877281,208084,0,16009820,29,14.55235,2.118833
1,16,29341927764,40541396,230010,0,17118924,30,14.72553,2.136579
1,17,29913595178,44455713,232036,1,20599997,46,15.0143,2.04384
1,18,30502791949,51550492,233806,0,25282551,37,15.3063,2.440773
