input,thread,free_mem,pid_mem
16384,4,52046536,192280.0
16384,4,52042036,192280.0
16384,4,52040272,192792.0
16384,4,52199584,17664.0
16384,4,52123448,93084.0
16384,4,52092024,120220.0
16384,4,52068084,140444.0
16384,4,52047100,176180.0
16384,4,52041052,173676.0
16384,4,52037568,173676.0
16384,4,52032652,173676.0
16384,4,52031492,185964.0
16384,4,52038244,185964.0
16384,4,52033608,185964.0
16384,4,52033684,185964.0
16384,4,52033432,185964.0
16384,4,52034440,185964.0
16384,4,52029400,198508.0
16384,4,52033624,196152.0
16384,4,52027552,196152.0
16384,8,52198736,14336.0
16384,8,52057936,142752.0
16384,8,52037992,168608.0
16384,8,52039388,168936.0
16384,8,52032628,181480.0
16384,8,52032388,181480.0
16384,8,52026856,184416.0
16384,8,51991428,214624.0
16384,8,51974492,217284.0
16384,8,52158940,16384.0
16384,8,52026136,149584.0
16384,8,52025160,171748.0
16384,8,52020516,181220.0
16384,8,52019700,181220.0
16384,8,52015952,185572.0
16384,8,51991508,211920.0
16384,8,51990052,215248.0
16384,8,51972160,215248.0
16384,16,52155812,16128.0
16384,16,52006436,163900.0
16384,16,51957360,238652.0
16384,16,51954560,238652.0
16384,16,51953804,238652.0
16384,16,51953048,240188.0
16384,16,51890048,282236.0
16384,16,52144456,14336.0
16384,16,51999472,156948.0
16384,16,51973204,178708.0
16384,16,51927024,232980.0
16384,16,51925516,233236.0
16384,16,51841600,307476.0
16384,32,52112644,16640.0
16384,32,51805224,317860.0
16384,32,51742708,396708.0
16384,32,52115264,16384.0
16384,32,51796236,327820.0
16384,32,51737736,400268.0
32768,1,52105808,16384.0
32768,1,52084680,51968.0
32768,1,52079640,55296.0
32768,1,52076752,58112.0
32768,1,52076752,60928.0
32768,1,52072684,63488.0
32768,1,52073440,65932.0
32768,1,52066964,70024.0
32768,1,52070668,72840.0
32768,1,52069660,75400.0
32768,1,52064880,78216.0
32768,1,52063368,84816.0
32768,1,52065392,87888.0
32768,1,52058520,91216.0
32768,1,52059276,94544.0
32768,1,52053328,98384.0
32768,1,52055460,102224.0
32768,1,52049780,106576.0
32768,1,52051292,111952.0
32768,1,52046516,119120.0
32768,1,52040356,127312.0
32768,1,52035000,134992.0
32768,1,52028076,142928.0
32768,1,52021328,150864.0
32768,1,52007720,173392.0
32768,1,52012400,173392.0
32768,1,52012520,173392.0
32768,1,52008308,178512.0
32768,1,52008560,178768.0
32768,1,52010196,178768.0
32768,1,52012260,174524.0
32768,1,52014396,174524.0
32768,1,52014432,174524.0
32768,1,52015860,174524.0
32768,1,52016680,174524.0
32768,1,52010588,191676.0
32768,1,52008320,191676.0
32768,1,52009384,191676.0
32768,1,52010952,191676.0
32768,1,52012800,191676.0
32768,1,52013764,191676.0
32768,1,52014316,191676.0
32768,1,52014996,191676.0
32768,1,52016004,191676.0
32768,1,52016508,191676.0
32768,1,52017264,191676.0
32768,1,52017768,191676.0
32768,1,52017520,191676.0
32768,1,52017744,191676.0
32768,1,52018768,191676.0
32768,1,52026224,191676.0
32768,1,52026736,191676.0
32768,1,52026772,191676.0
32768,1,52027012,191676.0
32768,1,52027420,191676.0
32768,1,52027500,191676.0
32768,1,52028052,191676.0
32768,1,52028808,191676.0
32768,1,52029320,191676.0
32768,1,52029964,191676.0
32768,1,52029892,191676.0
32768,1,52030144,191676.0
32768,1,52029892,191676.0
32768,1,52030652,191676.0
32768,1,52031660,191676.0
32768,1,52031596,191676.0
32768,1,52031596,191676.0
32768,1,52031096,191676.0
32768,1,52030844,191676.0
32768,1,52031096,191676.0
32768,1,52031672,191676.0
32768,1,52032744,191676.0
32768,1,52033248,191676.0
32768,1,52033500,191676.0
32768,1,52034260,191676.0
32768,1,52034260,191676.0
32768,1,52034388,191676.0
32768,1,52034936,191676.0
32768,1,52035240,191676.0
32768,1,52035996,191676.0
32768,1,52036064,191676.0
32768,1,52036732,191676.0
32768,1,52037280,191676.0
32768,1,52037788,191676.0
32768,1,52038292,191676.0
32768,1,52038968,191676.0
32768,1,52038896,191676.0
32768,1,52040432,191676.0
32768,1,52033380,207036.0
32768,1,52032632,207036.0
32768,1,52032688,207036.0
32768,1,52033148,207036.0
32768,1,52033164,207036.0
32768,1,52034008,207036.0
32768,1,52035268,207036.0
32768,1,52035268,207036.0
32768,1,52034848,207036.0
32768,1,52035100,207036.0
32768,1,52036108,207036.0
32768,1,52036156,207036.0
32768,1,52036660,207036.0
32768,1,52036732,207036.0
32768,1,52037840,207036.0
32768,1,52037840,207036.0
32768,1,52038344,207036.0
32768,1,52038380,207036.0
32768,1,52038632,207036.0
32768,1,52038380,207036.0
32768,1,52039168,207036.0
32768,1,52039172,207036.0
32768,1,52039364,207036.0
32768,1,52031484,207036.0
32768,1,52031600,207036.0
32768,1,52031608,207036.0
32768,1,52032740,207036.0
32768,1,52033308,207036.0
32768,1,52033056,207036.0
32768,1,52033056,207036.0
32768,1,52033064,207036.0
32768,1,52033220,207036.0
32768,1,52018468,207036.0
32768,1,52018468,207036.0
32768,1,52019476,207036.0
32768,1,52019480,207036.0
32768,1,52011404,223676.0
32768,1,52010144,223676.0
32768,1,52009388,223676.0
32768,1,52009976,223676.0
32768,1,52010420,223676.0
32768,1,52010420,223676.0
32768,1,52010172,223676.0
32768,1,52010336,223676.0
32768,1,52010556,223676.0
32768,1,52010556,223676.0
32768,1,52015216,223676.0
32768,1,52015624,223676.0
32768,1,52015268,223676.0
32768,1,52015772,223676.0
