05-18 20:07:48,0,256,49805684,13056
05-18 20:07:49,1,256,49793128,16896
05-18 20:07:50,2,256,49795896,16640
05-18 20:07:51,3,256,49766276,16896
05-18 20:07:52,4,256,49766340,15360
05-18 20:07:53,0,512,49762852,16384
05-18 20:07:54,1,512,49754944,16640
05-18 20:07:55,2,512,49733824,16896
05-18 20:07:56,3,512,49757140,16896
05-18 20:07:57,4,512,49741012,16384
05-18 20:07:58,0,1024,49745812,16128
05-18 20:07:59,1,1024,49728916,17408
05-18 20:08:00,2,1024,49736420,17152
05-18 20:08:01,3,1024,49740300,17664
05-18 20:08:02,4,1024,49748244,16640
05-18 20:08:03,0,2048,49753996,16384
05-18 20:08:04,1,2048,49757396,17408
05-18 20:08:05,2,2048,49763276,16640
05-18 20:08:06,3,2048,49763556,14336
05-18 20:08:07,4,2048,49773944,16896
05-18 20:08:08,0,4096,49787860,16640
05-18 20:08:09,0,4096,49771736,45056
05-18 20:08:10,0,4096,49772664,45056
05-18 20:08:11,1,4096,49793636,16128
05-18 20:08:12,1,4096,49777740,44800
05-18 20:08:13,1,4096,49777000,44800
05-18 20:08:14,2,4096,49792452,17152
05-18 20:08:15,2,4096,49777276,45056
05-18 20:08:16,2,4096,49778364,45056
05-18 20:08:17,3,4096,49799016,16384
05-18 20:08:18,3,4096,49774068,45056
05-18 20:08:19,3,4096,49775188,45056
05-18 20:08:20,4,4096,49792952,17152
05-18 20:08:22,4,4096,49760468,45056
05-18 20:08:23,4,4096,49759588,45056
05-18 20:08:24,0,8192,49789988,16896
05-18 20:08:25,0,8192,49774364,45056
05-18 20:08:26,0,8192,49775120,45056
05-18 20:08:27,0,8192,49774368,45056
05-18 20:08:28,0,8192,49775284,45056
05-18 20:08:29,0,8192,49774772,45056
05-18 20:08:30,0,8192,49778184,45056
05-18 20:08:31,0,8192,49779720,45056
05-18 20:08:32,0,8192,49787604,45056
05-18 20:08:33,0,8192,49786848,45056
05-18 20:08:34,0,8192,49790000,45056
05-18 20:08:35,0,8192,49791348,45056
05-18 20:08:36,1,8192,49817824,17920
05-18 20:08:37,1,8192,49804192,45056
05-18 20:08:38,1,8192,49805452,45056
05-18 20:08:39,1,8192,49806808,45056
05-18 20:08:40,1,8192,49809564,45056
05-18 20:08:41,1,8192,49817024,45056
05-18 20:08:42,1,8192,49817392,45056
05-18 20:08:43,1,8192,49816132,45056
05-18 20:08:44,1,8192,49816832,45056
05-18 20:08:45,1,8192,49817588,45056
05-18 20:08:46,1,8192,49819676,45056
05-18 20:08:47,1,8192,49820724,45056
05-18 20:08:48,2,8192,49845416,18176
05-18 20:08:49,2,8192,49813456,45056
05-18 20:08:50,2,8192,49813824,45056
05-18 20:08:51,2,8192,49815100,45056
05-18 20:08:52,2,8192,49815364,45056
05-18 20:08:53,2,8192,49814408,45056
05-18 20:08:54,2,8192,49814912,45056
05-18 20:08:55,2,8192,49816072,45056
05-18 20:08:56,2,8192,49816348,45056
05-18 20:08:57,2,8192,49818688,45056
05-18 20:08:58,2,8192,49820568,45056
05-18 20:08:59,2,8192,49822532,45056
05-18 20:09:00,3,8192,49844740,16640
05-18 20:09:01,3,8192,49820232,45056
05-18 20:09:02,3,8192,49820096,45312
05-18 20:09:03,3,8192,49819928,45312
05-18 20:09:04,3,8192,49821160,45312
05-18 20:09:05,3,8192,49821608,45312
05-18 20:09:06,3,8192,49820100,45312
05-18 20:09:07,3,8192,49820456,45312
05-18 20:09:08,3,8192,49815788,45312
05-18 20:09:09,3,8192,49816312,45312
05-18 20:09:10,3,8192,49818076,45312
05-18 20:09:11,3,8192,49817816,45312
05-18 20:09:12,4,8192,49844360,16640
05-18 20:09:13,4,8192,49826072,45056
05-18 20:09:14,4,8192,49826828,45056
05-18 20:09:15,4,8192,49827480,45056
05-18 20:09:16,4,8192,49826976,45056
05-18 20:09:17,4,8192,49826484,45056
05-18 20:09:18,4,8192,49828000,45056
05-18 20:09:19,4,8192,49828252,45056
05-18 20:09:20,4,8192,49828468,45056
05-18 20:09:21,4,8192,49829152,45056
05-18 20:09:22,4,8192,49827964,45056
05-18 20:09:24,4,8192,49829004,45056
