4096,1,57339084,54432
4096,1,57337980,59692
4096,1,57343820,62508
4096,1,57337968,69064
4096,1,57347872,15872
4096,1,57324136,55260
4096,1,57320876,60752
4096,1,57318192,63568
4096,1,57307600,74564
4096,1,57352564,16640
4096,1,57334852,55040
4096,1,57336876,60336
4096,1,57337320,62896
4096,1,57334968,68952
4096,1,57376152,16896
4096,1,57352696,54460
4096,1,57352236,59644
4096,1,57354112,62460
4096,1,57352404,73408
4096,2,57398136,15360
4096,2,57371280,63944
4096,2,57354856,74288
4096,2,57408592,15360
4096,2,57380288,64156
4096,2,57374012,74140
4096,2,57423516,13568
4096,2,57386484,65296
4096,2,57375084,74812
4096,2,57425044,15360
4096,2,57393320,64944
4096,2,57378908,74736
4096,2,57422496,14336
4096,2,57382824,67568
4096,2,57364792,77808
4096,4,57403152,16128
4096,4,57350280,85792
4096,4,57397980,14848
4096,4,57352476,81284
4096,4,57397652,15360
4096,4,57323232,91340
4096,4,57355820,15360
4096,4,57313128,88976
4096,4,57380644,15872
4096,4,57312144,91700
4096,8,57372752,16896
4096,8,57384688,16896
4096,8,57391524,16384
4096,8,57389740,15360
4096,8,57389780,16640
4096,16,57379328,14336
4096,16,57382580,16896
4096,16,57386928,16128
4096,16,57416508,16896
4096,16,57395312,15616
4096,32,57374308,16128
4096,32,57334924,17408
4096,32,57336516,14848
4096,32,57374064,15360
4096,32,57388176,16896
8192,1,57390384,11776
8192,1,57373748,52992
8192,1,57359368,65772
8192,1,57363568,67564
8192,1,57365380,69356
8192,1,57369940,71148
8192,1,57363592,73452
8192,1,57367176,76012
8192,1,57370896,78828
8192,1,57368976,81644
8192,1,57370588,84204
8192,1,57372628,85996
8192,1,57373924,88300
8192,1,57368592,90092
8192,1,57365024,104764
8192,1,57358352,108180
8192,1,57444988,15872
8192,1,57421632,52736
8192,1,57412892,66464
8192,1,57411120,68256
8192,1,57410408,70048
8192,1,57406316,71840
8192,1,57407588,74144
8192,1,57400208,76704
8192,1,57401588,79520
8192,1,57402472,82336
8192,1,57397472,84896
8192,1,57398596,86688
8192,1,57399800,88992
8192,1,57400564,90784
8192,1,57392572,98520
8192,1,57384816,103724
8192,1,57462596,14592
8192,1,57441872,53248
8192,1,57427992,66640
8192,1,57427840,68688
8192,1,57427612,70480
8192,1,57420556,72272
8192,1,57420912,74576
8192,1,57421020,77136
8192,1,57413460,79952
8192,1,57413808,82768
8192,1,57414060,85328
8192,1,57414808,87120
8192,1,57406620,89168
8192,1,57405044,90960
8192,1,57389112,100944
8192,1,57388616,105188
8192,1,57465636,12544
8192,1,57435060,52736
8192,1,57420192,65992
8192,1,57420712,67784
8192,1,57412884,69576
8192,1,57413188,71368
8192,1,57413812,73672
8192,1,57415144,76232
8192,1,57407764,79048
8192,1,57408376,81864
8192,1,57408648,84168
8192,1,57400628,86216
8192,1,57401792,88264
8192,1,57401896,90056
8192,1,57387500,105516
8192,1,57380176,107064
8192,1,57451144,16128
8192,1,57419812,52992
8192,1,57407772,70088
8192,1,57408056,71880
8192,1,57400060,73672
8192,1,57403720,75464
8192,1,57406268,74408
8192,1,57408952,76968
8192,1,57403420,79784
8192,1,57404976,82600
8192,1,57407368,85160
8192,1,57400980,87208
8192,1,57403092,89000
8192,1,57405056,90792
8192,1,57393768,100776
8192,1,57387904,105604
8192,2,57461492,15360
8192,2,57416652,73820
8192,2,57404808,82780
8192,2,57404212,87900
8192,2,57404604,94556
8192,2,57397208,103124
8192,2,57401380,105292
8192,2,57388856,114764
8192,2,57467416,15360
8192,2,57423868,71572
8192,2,57411324,80532
8192,2,57399076,85908
8192,2,57394448,92564
8192,2,57380920,100756
8192,2,57381908,104876
8192,2,57373860,113836
8192,2,57445272,15872
8192,2,57409836,72824
8192,2,57402880,82040
8192,2,57402328,87416
8192,2,57394364,94072
8192,2,57392860,101824
8192,2,57389264,104652
8192,2,57368404,113612
8192,2,57445456,14848
8192,2,57406120,71312
8192,2,57398560,80272
8192,2,57390440,85904
8192,2,57385364,92048
8192,2,57381720,99772
8192,2,57366268,106508
8192,2,57359656,115724
8192,2,57459152,15616
8192,2,57415628,71116
8192,2,57414328,80076
8192,2,57404360,85452
8192,2,57401360,91852
8192,2,57392096,99532
8192,2,57388924,102740
8192,2,57381888,111956
8192,4,57463672,14592
8192,4,57393424,100108
8192,4,57361432,119052
8192,4,57349628,134668
8192,4,57326548,147724
8192,4,57441612,14336
8192,4,57389692,85564
8192,4,57366044,103484
8192,4,57322452,128964
8192,4,57307068,148676
8192,4,57425904,11776
8192,4,57366476,91524
8192,4,57331680,123180
8192,4,57314336,139308
8192,4,57302668,152876
8192,4,57422832,16128
8192,4,57361252,87288
8192,4,57326312,118776
8192,4,57309392,133780
8192,4,57302180,147604
8192,4,57418140,15360
8192,4,57365012,102068
8192,4,57339324,119732
8192,4,57323664,135772
8192,4,57312140,148316
8192,8,57423964,15104
8192,8,57311920,126344
8192,8,57285236,168072
8192,8,57403088,13056
8192,8,57302844,122276
8192,8,57245468,168564
8192,8,57378348,15616
8192,8,57283092,126504
8192,8,57256708,166696
8192,8,57405552,15872
8192,8,57294116,121404
8192,8,57241792,165520
8192,8,57368484,11776
8192,8,57287848,122228
8192,8,57241508,168708
8192,16,57363204,12032
8192,16,57231264,163428
8192,16,57395568,16384
8192,16,57238168,164436
8192,16,57380016,15104
8192,16,57229852,163468
8192,16,57358360,13056
8192,16,57211752,165488
8192,16,57311748,13824
8192,16,57173848,170236
8192,32,57322244,15104
8192,32,57312160,15104
8192,32,57341808,16640
8192,32,57354592,16128
8192,32,57333892,12032
8192,32,57248588,
16384,1,57322248,15616
16384,1,57288780,51968
16384,1,57298028,55552
16384,1,57300852,58624
16384,1,57300352,62464
16384,1,57294384,71416
16384,1,57290600,77400
16384,1,57289936,88664
16384,1,57273860,98392
16384,1,57275464,99928
16384,1,57276012,101720
16384,1,57278436,103256
16384,1,57272192,104792
16384,1,57273892,106584
16384,1,57278336,108120
16384,1,57280168,109912
16384,1,57283672,111704
16384,1,57276980,113240
16384,1,57277056,115032
16384,1,57279456,116824
16384,1,57280704,118616
16384,1,57282308,120408
16384,1,57274216,122456
16384,1,57273040,129112
16384,1,57275408,131416
16384,1,57270404,131856
16384,1,57271184,134160
16384,1,57272720,136464
16384,1,57274536,139024
16384,1,57267600,141584
16384,1,57268668,144400
16384,1,57268920,147216
16384,1,57261916,150032
16384,1,57256728,168976
16384,1,57255468,171280
16384,1,57253704,172560
16384,1,57253452,172560
16384,1,57253700,172560
16384,1,57254048,172560
16384,1,57254444,172560
16384,1,57254912,172560
16384,1,57255416,172560
16384,1,57255736,172560
16384,1,57255664,172560
16384,1,57256420,172560
16384,1,57257092,172560
16384,1,57257432,172560
16384,1,57256424,172560
16384,1,57257196,172560
16384,1,57258392,172560
16384,1,57258648,172560
16384,1,57258864,172560
16384,1,57259248,172560
16384,1,57259504,172560
16384,1,57259192,173584
16384,1,57258752,174352
16384,1,57259528,174352
16384,1,57259276,174352
16384,1,57259916,174352
16384,1,57260524,174352
16384,1,57260020,174352
16384,1,57259952,174352
16384,1,57420640,15616
16384,1,57388876,51968
16384,1,57384600,55296
16384,1,57376788,58368
16384,1,57377172,62208
16384,1,57369972,71116
16384,1,57362004,79308
16384,1,57355128,90572
16384,1,57348072,100300
16384,1,57340512,101836
16384,1,57340516,103628
16384,1,57342520,105164
16384,1,57343060,106700
16384,1,57343564,108492
16384,1,57336256,110028
16384,1,57337032,111820
16384,1,57336028,113356
16384,1,57337540,115148
16384,1,57336816,116940
16384,1,57328752,118732
16384,1,57328752,117904
16384,1,57329936,119696
16384,1,57330188,121744
16384,1,57316588,128144
16384,1,57316520,130192
16384,1,57317360,131560
16384,1,57319016,133864
16384,1,57310700,136424
16384,1,57311536,138984
16384,1,57312040,141544
16384,1,57304480,144104
16384,1,57305344,146920
16384,1,57304908,149736
16384,1,57287832,169192
16384,1,57287580,171240
16384,1,57286900,172520
16384,1,57287152,172520
16384,1,57287908,172520
16384,1,57288160,172520
16384,1,57287912,172520
16384,1,57288172,172520
16384,1,57288404,172520
16384,1,57288372,172520
16384,1,57288796,172520
16384,1,57289300,172520
16384,1,57289048,172520
16384,1,57288864,172520
16384,1,57289116,172520
16384,1,57288612,172520
16384,1,57288616,172520
16384,1,57289296,172520
16384,1,57289344,172520
16384,1,57289344,172520
16384,1,57289344,172520
16384,1,57289500,172520
16384,1,57285468,176568
16384,1,57286076,176568
16384,1,57286824,176568
16384,1,57286612,176568
16384,1,57290484,176568
16384,1,57290012,176568
16384,1,57289648,176568
16384,1,57438312,16896
16384,1,57407892,52224
16384,1,57403076,55296
16384,1,57395356,58368
16384,1,57395860,62208
16384,1,57389352,71136
16384,1,57380536,79584
16384,1,57372976,91104
16384,1,57365724,100576
16384,1,57359940,102368
16384,1,57359688,103904
16384,1,57359940,105440
16384,1,57360716,106976
16384,1,57362004,108768
16384,1,57354192,110304
16384,1,57355192,112096
16384,1,57354940,113888
16384,1,57355696,115680
16384,1,57356200,117472
16384,1,57348324,119264
16384,1,57348580,118816
16384,1,57349588,120608
16384,1,57349340,122656
16384,1,57339528,124704
16384,1,57339528,127008
16384,1,57339788,129312
16384,1,57332228,131616
16384,1,57332620,133920
16384,1,57333108,136480
16384,1,57335100,139040
16384,1,57326352,141856
16384,1,57304700,144672
16384,1,57304200,147488
16384,1,57285056,166688
16384,1,57284804,168736
16384,1,57284620,170016
16384,1,57285604,170016
16384,1,57286684,170016
16384,1,57287696,170016
16384,1,57288064,170016
16384,1,57293464,170016
16384,1,57294392,170016
16384,1,57295632,170016
16384,1,57296916,170016
16384,1,57296724,170016
16384,1,57299292,170016
16384,1,57299544,170016
16384,1,57298880,170016
16384,1,57299384,170016
16384,1,57299576,170016
16384,1,57299896,170016
16384,1,57300024,170016
16384,1,57300024,170016
16384,1,57300452,170016
16384,1,57299968,171512
16384,1,57299796,174368
16384,1,57300552,174368
16384,1,57300696,174368
16384,1,57300948,174368
16384,1,57300892,174368
16384,1,57301144,174368
16384,1,57301452,174368
16384,1,57450360,15616
16384,1,57429612,52224
16384,1,57425836,55552
16384,1,57413404,58624
16384,1,57405852,62464
16384,1,57406356,71120
16384,1,57398544,79568
16384,1,57383600,90832
16384,1,57366904,100560
16384,1,57365896,102096
16384,1,57368932,101052
16384,1,57360572,102844
16384,1,57365636,104380
16384,1,57364880,106172
16384,1,57366140,107708
16384,1,57367400,109500
16384,1,57359092,111036
16384,1,57359636,112828
16384,1,57359312,114620
16384,1,57361212,116412
16384,1,57363660,118204
16384,1,57356624,119996
16384,1,57358088,121788
16384,1,57354256,128188
16384,1,57353340,130236
16384,1,57346288,130500
16384,1,57345628,132804
16384,1,57347320,135108
16384,1,57340516,137668
16384,1,57340748,140484
16384,1,57341000,143044
16384,1,57334284,145860
16384,1,57335040,148676
16384,1,57326248,168900
16384,1,57324232,170948
16384,1,57321892,172228
16384,1,57322172,172228
16384,1,57322240,172228
16384,1,57322492,172228
16384,1,57322996,172228
16384,1,57324444,172228
16384,1,57324880,172228
16384,1,57325112,172228
16384,1,57326240,172228
16384,1,57325236,172228
16384,1,57325340,172228
16384,1,57325596,172228
16384,1,57326124,172228
16384,1,57325872,172228
16384,1,57326380,172228
16384,1,57326420,172228
16384,1,57326680,172228
16384,1,57327020,172228
16384,1,57327024,172228
16384,1,57328420,172228
16384,1,57322880,177324
16384,1,57323120,177324
16384,1,57323548,177324
16384,1,57323512,177324
16384,1,57323164,177324
16384,1,57323508,177324
16384,1,57323588,177324
16384,1,57488624,15616
16384,1,57462676,51712
16384,1,57459172,55040
16384,1,57454652,58112
16384,1,57449000,61696
16384,1,57436904,70644
16384,1,57429216,78836
16384,1,57420716,90356
16384,1,57412560,100340
16384,1,57404752,101876
16384,1,57404500,103412
16384,1,57404752,104948
16384,1,57405296,106740
16384,1,57405548,108276
16384,1,57397240,110068
16384,1,57396680,111604
16384,1,57396200,113396
16384,1,57395960,115188
16384,1,57396644,116724
16384,1,57388596,118516
16384,1,57388156,117720
16384,1,57388660,119512
16384,1,57388912,121560
16384,1,57375332,127960
16384,1,57373068,130264
16384,1,57370044,131300
16384,1,57366824,133604
16384,1,57367412,136164
16384,1,57360632,138724
16384,1,57362764,141284
16384,1,57364416,143844
16384,1,57357392,146660
16384,1,57357288,149476
16384,1,57348580,169188
16384,1,57344044,171236
16384,1,57343804,172772
16384,1,57342796,172772
16384,1,57343304,172772
16384,1,57343416,172772
16384,1,57344072,172772
16384,1,57345340,172772
16384,1,57345472,172772
16384,1,57345472,172772
16384,1,57346420,172772
16384,1,57347164,172772
16384,1,57346200,172772
16384,1,57346728,172772
16384,1,57347040,172772
16384,1,57347052,172772
16384,1,57347568,172772
16384,1,57348324,172772
16384,1,57347824,172772
16384,1,57347940,172772
16384,1,57348704,172772
16384,1,57348980,172772
16384,1,57345096,178772
16384,1,57344844,178772
16384,1,57344844,178772
16384,1,57344844,178772
16384,1,57345468,178772
16384,1,57345900,178772
16384,1,57346784,178772
16384,2,57491320,15872
16384,2,57444728,62976
16384,2,57427068,86784
16384,2,57419220,92672
16384,2,57411660,98560
16384,2,57404740,104448
16384,2,57404992,111616
16384,2,57389368,122368
16384,2,57381604,130304
16384,2,57372676,134912
16384,2,57373852,137456
16384,2,57373976,142320
16384,2,57357220,147184
16384,2,57343000,165104
16384,2,57343004,165872
16384,2,57342752,165872
16384,2,57342944,165872
16384,2,57343200,165872
16384,2,57336452,172408
16384,2,57336468,172408
16384,2,57337504,170224
16384,2,57337108,170224
16384,2,57337360,170224
16384,2,57338368,170224
16384,2,57338368,170224
16384,2,57338600,170224
16384,2,57338652,170224
16384,2,57333956,183280
16384,2,57335296,183280
16384,2,57335760,183280
16384,2,57335844,183280
16384,2,57488308,16896
16384,2,57441076,67624
16384,2,57420916,90408
16384,2,57412660,96040
16384,2,57403684,102184
16384,2,57395624,108072
16384,2,57396136,114416
16384,2,57388436,125168
16384,2,57372120,132592
16384,2,57372552,137200
16384,2,57365536,142064
16384,2,57358564,147184
16384,2,57360192,152048
16384,2,57347636,169712
16384,2,57347764,170480
16384,2,57347436,170480
16384,2,57347740,170480
16384,2,57347992,170480
16384,2,57346508,172424
16384,2,57346764,172424
16384,2,57347204,172424
16384,2,57347508,172424
16384,2,57348064,172424
16384,2,57348316,172424
16384,2,57348900,172424
16384,2,57349456,172424
16384,2,57343408,187272
16384,2,57342904,187272
16384,2,57342904,187272
16384,2,57343156,187272
16384,2,57343764,187272
16384,2,57498292,15360
16384,2,57443872,64032
16384,2,57423964,87584
16384,2,57416328,93472
16384,2,57408620,99104
16384,2,57408844,105248
16384,2,57401032,112160
16384,2,57393000,122912
16384,2,57376620,130592
16384,2,57377108,135200
16384,2,57372808,140064
16384,2,57356932,148256
16384,2,57356416,153376
16384,2,57343456,171040
16384,2,57341188,171808
16384,2,57341496,170220
16384,2,57341572,170220
16384,2,57342020,170220
16384,2,57331316,178696
16384,2,57331064,178696
16384,2,57331316,176316
16384,2,57331860,176316
16384,2,57331860,176316
16384,2,57331860,176316
16384,2,57332168,176316
16384,2,57332376,176316
16384,2,57332260,176316
16384,2,57326716,190396
16384,2,57326468,190396
16384,2,57327200,190396
16384,2,57326444,190396
16384,2,57479440,17152
16384,2,57438128,61380
16384,2,57415800,85376
16384,2,57410240,91520
16384,2,57402492,97152
16384,2,57394832,103296
16384,2,57395084,110208
16384,2,57386772,120960
16384,2,57371040,128640
16384,2,57371068,133504
16384,2,57369052,138112
16384,2,57363272,143912
16384,2,57354008,149544
16384,2,57340708,168232
16384,2,57339460,169000
16384,2,57339544,167832
16384,2,57339796,167832
16384,2,57339772,167832
16384,2,57336228,170884
16384,2,57337004,170884
16384,2,57337288,170884
16384,2,57337544,170884
16384,2,57337104,170884
16384,2,57337600,170884
16384,2,57338224,170884
16384,2,57338224,170884
16384,2,57338356,170884
16384,2,57333908,184196
16384,2,57333292,184196
16384,2,57332788,184196
16384,2,57332544,184196
16384,2,57492660,15616
16384,2,57455132,63716
16384,2,57426924,87524
16384,2,57423120,93412
16384,2,57410772,99300
16384,2,57398636,105188
16384,2,57390572,112356
16384,2,57382836,123108
16384,2,57366996,131044
16384,2,57358940,135908
16384,2,57358840,140516
16384,2,57350836,145636
16384,2,57350944,150500
16384,2,57332736,168420
16384,2,57331476,169188
16384,2,57331728,169188
16384,2,57330044,169188
16384,2,57330348,169188
16384,2,57317780,177884
16384,2,57318060,177884
16384,2,57318572,175340
16384,2,57318324,175340
16384,2,57319556,175340
16384,2,57321708,175340
16384,2,57322184,175340
16384,2,57322488,175340
16384,2,57322280,175340
16384,2,57315312,189420
16384,2,57314408,189420
16384,2,57314480,189420
16384,2,57315604,189420
16384,4,57473136,13824
16384,4,57407712,93236
16384,4,57369936,127540
16384,4,57360388,144436
16384,4,57326692,168756
16384,4,57326456,168756
16384,4,57324188,166760
16384,4,57316420,166760
16384,4,57305256,178792
16384,4,57303920,178792
16384,4,57302512,178792
16384,4,57302920,179048
16384,4,57303424,179048
16384,4,57308356,179048
16384,4,57304968,180072
16384,4,57295384,189452
16384,4,57300812,189452
16384,4,57452024,15872
16384,4,57371388,93504
16384,4,57335928,127808
16384,4,57330340,137280
16384,4,57314688,147008
16384,4,57298584,165440
16384,4,57303868,165756
16384,4,57305368,165756
16384,4,57305456,165756
16384,4,57298652,165756
16384,4,57302480,165088
16384,4,57294316,165088
16384,4,57303372,165088
16384,4,57304216,165088
16384,4,57295900,167392
16384,4,57295136,167392
16384,4,57279160,179680
16384,4,57283184,179680
16384,4,57285384,180192
16384,4,57286040,180192
16384,4,57284160,188908
16384,4,57283980,190700
16384,4,57458316,14336
16384,4,57387120,92568
16384,4,57339720,127128
16384,4,57333016,141208
16384,4,57305856,166808
16384,4,57300828,170392
16384,4,57305256,168324
16384,4,57301384,168324
16384,4,57301740,168324
16384,4,57301804,168324
16384,4,57305700,167844
16384,4,57291232,179364
16384,4,57289724,179364
16384,4,57294152,179876
16384,4,57294404,180388
16384,4,57287600,189384
16384,4,57444840,15616
16384,4,57373284,91668
16384,4,57338736,125972
16384,4,57319480,140052
16384,4,57301364,165908
16384,4,57291536,168724
16384,4,57288008,166720
16384,4,57289816,166720
16384,4,57292432,166720
16384,4,57289660,166720
16384,4,57284012,165752
16384,4,57289920,165752
16384,4,57284896,178040
16384,4,57277084,178552
16384,4,57269456,178552
16384,4,57271260,179064
16384,4,57266220,188024
16384,4,57265264,189048
16384,4,57425804,15360
16384,4,57357400,90048
16384,4,57329428,116160
16384,4,57304228,135872
16384,4,57282280,166848
16384,4,57269924,167360
16384,4,57273136,166056
16384,4,57278704,166056
16384,4,57272896,180136
16384,4,57271636,180136
16384,4,57278180,180136
16384,4,57282108,180136
16384,4,57276644,180136
16384,4,57291872,180136
16384,4,57280368,190120
16384,4,57270540,189044
16384,4,57268528,190324
16384,8,57434436,15616
16384,8,57289564,152772
16384,8,57270928,167912
16384,8,57263688,180456
16384,8,57268060,180456
16384,8,57258892,188136
16384,8,57236716,214472
16384,8,57229552,214984
16384,8,57224444,214840
16384,8,57399232,13056
16384,8,57254680,152168
16384,8,57259196,171624
16384,8,57249080,182376
16384,8,57246308,182632
16384,8,57247148,186984
16384,8,57222392,216012
16384,8,57221636,216012
16384,8,57219260,216012
16384,8,57219604,216268
16384,8,57219796,216268
16384,8,57408268,13056
16384,8,57294660,127084
16384,8,57254872,167532
16384,8,57244976,172396
16384,8,57241196,182124
16384,8,57239432,183916
16384,8,57225100,211840
16384,8,57221968,213888
16384,8,57221368,219320
16384,8,57416636,16640
16384,8,57289164,137456
16384,8,57277196,168432
16384,8,57263460,170736
16384,8,57271604,180720
16384,8,57271352,180720
16384,8,57236556,217324
16384,8,57238464,218092
16384,8,57236572,218604
16384,8,57417484,16384
16384,8,57284148,152252
16384,8,57266884,166332
16384,8,57274456,179900
16384,8,57273952,179900
16384,8,57244468,198844
16384,8,57232120,213604
16384,8,57229348,214372
16384,8,57234916,215396
16384,8,57333244,
16384,16,57416096,15616
16384,16,57257572,159312
16384,16,57235592,179792
16384,16,57163412,231504
16384,16,57130332,264784
16384,16,57364884,17152
16384,16,57217996,170856
16384,16,57173884,230504
16384,16,57175544,230504
16384,16,57136236,255336
16384,16,57361716,14592
16384,16,57216380,164412
16384,16,57182916,195400
16384,16,57168524,234824
16384,16,57146096,258696
16384,16,57337620,13056
16384,16,57203656,179056
16384,16,57156368,228976
16384,16,57148748,228976
16384,16,57144908,236912
16384,16,57067224,295536
16384,16,57321744,15616
16384,16,57187700,165628
16384,16,57157140,224764
16384,16,57161564,225276
16384,16,57146192,237052
16384,16,57073752,300284
16384,32,57326960,15616
16384,32,57145044,254668
16384,32,57052056,343500
16384,32,57351244,14336
16384,32,57089340,274528
16384,32,57013984,357728
16384,32,57352808,16896
16384,32,57020728,337364
16384,32,56960752,391400
16384,32,57319752,16896
16384,32,56999056,344468
16384,32,57001652,353172
16384,32,57318680,18432
16384,32,57023212,320016
16384,32,57022428,343568
