InputSize,Threads,task_clock_msec,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,time_elapsed_sec,user_time_sec,sys_time_sec
7000,8,34949.36,49403,180,47843,65637310034,48602970306,1233660914,58959680,4.254521757,33.793972,1.238313
7000,8,35109.31,54671,116,53653,65637175039,50634068721,1348174153,63493165,4.211024406,33.785826,1.420974
7000,16,35498.61,59631,209,51055,69044761205,50359358421,1290811543,45438743,2.346858992,34.645824,0.908568
7000,16,37572.06,64189,198,57890,73386593362,50322308111,1575486041,58008826,2.444674246,36.691193,0.947354
7000,16,37274.8,61739,187,55211,72711420713,49212361466,1350762010,42896982,2.481941451,36.346967,0.988261
7000,16,37754.68,53190,207,59443,73199822494,49885688699,1488361488,57272129,2.484239386,36.75298,1.071702
7000,16,35204.79,52008,195,52568,67938606551,50157190246,1246802410,42133066,2.36270571,34.263094,1.006383
7000,32,42246.91,43240,1030,54864,83656742378,49463051000,1396045786,35223423,1.596944214,41.5496,0.680222
7000,32,41634.92,40389,971,51859,82438614761,49982822091,1357860876,33924075,1.593760524,40.814391,0.80868
7000,32,42209.5,40339,1110,54842,83750399164,51071027925,1429729774,35810076,1.609930497,41.528133,0.664618
7000,32,42357.53,41107,1064,54250,84039984694,50866873085,1490294765,36517999,1.605947808,41.688119,0.650204
7000,32,41526.22,40249,1000,54858,82257580210,50241891730,1462300324,36816312,1.582296198,40.831655,0.68061
7000,64,44681.43,20503,1941,43368,88659713112,50190620068,1497463399,38187590,1.681132676,44.157161,0.509382
7000,64,45392.73,33456,1816,41615,89941266493,49957150765,1491828506,37615868,1.722920662,44.77628,0.60181
7000,64,48944.87,26143,1698,47023,97081151041,51603076343,1676680265,43574763,1.832352333,48.318946,0.612807
7000,64,47640.62,20431,1910,42698,94468152359,51492360686,1668152797,41616914,1.780788277,47.138058,0.485381
7000,64,47758.03,32618,1671,42544,94759674663,50266709868,1547618099,38438407,1.786721773,47.084304,0.656631
7000,128,64063.56,44540,2354,47293,127304309272,51471582930,1776426257,43403284,2.297916742,63.299457,0.745665
7000,128,48620.08,32190,2341,51317,96525117908,51980558496,1850719643,44120336,1.810853191,48.084544,0.516424
7000,128,51722.12,36843,1942,45445,102689374913,53102549725,1837716759,40918041,1.898644402,51.008374,0.697663
7000,128,65824.14,64716,2764,47100,130765798258,51588788062,1793110471,44589413,2.339366199,65.0143,0.787052
7000,128,50128.62,28243,2340,45631,99601938893,50914287278,1680934944,39911307,1.843075875,49.56075,0.548096
8000,1,48975.47,323017,123,59703,82297710250,67046961378,1890363034,64020364,38.239899314,42.593598,6.99813
8000,1,48155.08,323048,253,57628,81381813102,66910087165,1860704590,61517314,37.790401081,42.068824,6.623667
8000,1,48230.3,322870,206,58562,81088805778,66837201856,1848090008,61072885,37.867950274,42.188271,6.601899
8000,1,47345.68,322902,261,56189,81254777829,66936510510,1867635129,63379224,37.780764787,41.677731,6.182803
8000,1,48466.32,323181,212,55099,81426412385,66818358957,1844065142,62302171,37.836746,42.420939,6.605963
8000,2,45241.43,171292,156,60040,82147732131,63499937405,1604871545,57771621,19.751989551,41.947871,3.601732
8000,2,44471.84,174827,239,59295,79573802066,65264110932,1575058445,57112217,19.130863042,40.812141,3.991185
8000,2,44504.33,172464,186,60581,79535925890,65435673763,1605354707,61311582,19.117466581,40.977493,3.847609
8000,2,46315.89,193982,207,55536,82408530449,63685739292,1631023396,61535622,19.823037876,42.371762,4.349402
8000,2,44501.36,174538,207,59197,79574618084,65116723867,1541349749,51812786,19.159151106,40.901309,3.916082
8000,4,39443.13,90243,175,52278,73207240506,65304551953,1359164477,48725157,9.10598789,37.475931,2.129348
8000,4,42400.4,94981,216,59222,79178487878,64347342031,1409725840,50337933,9.835741036,40.325267,2.248994
8000,4,42350.97,94416,180,55366,78786418556,64357156554,1410714153,53781178,9.774549071,40.354645,2.165611
8000,4,44371.82,100743,223,54086,83076090799,64000483860,1473639816,61383440,10.311189351,42.315877,2.216536
8000,4,39824.82,94206,83,64000,74017580028,65066362371,1491014245,57336134,9.170302175,37.613761,2.37221
8000,8,42793.32,79759,193,51881,81439067910,64576312865,1457496746,56238992,5.224944723,41.386441,1.516538
8000,8,44084.37,66782,189,50503,83778544992,65923731405,1360166835,46824094,5.445369644,42.612389,1.587246
8000,8,42315.93,75033,185,48033,80952681060,64479539748,1440681146,54954303,5.203408577,41.021392,1.403617
8000,8,42751.2,65107,180,51143,80982580970,64372737713,1422478247,55677723,5.200723331,41.288129,1.575193
8000,8,40033.49,59173,119,49149,75493051610,65299489239,1366931527,55740326,4.901471821,38.61455,1.522778
8000,16,43899.28,75301,153,55518,85821022729,64642319941,1466475216,42741813,2.889097077,42.914693,1.054548
8000,16,42420.43,61089,192,60037,81991762197,65216130001,1589021741,51694722,2.771049183,41.325871,1.167029
8000,16,45736.61,71342,181,53200,89284295432,64372291835,1410926085,42568679,2.999001952,44.6741,1.14531
8000,16,45608.73,76696,163,58789,89150386212,64523672865,1582764551,47680170,2.96704349,44.577974,1.115101
8000,16,45902.11,75811,234,54780,89569714752,64730765512,1482787633,42818041,2.999822579,44.877951,1.103137
8000,32,50900.23,47617,1088,61037,101078616034,65658107050,1862477368,43965025,1.887573334,50.129508,0.752418
8000,32,52277.11,52489,1156,57633,103753330270,64631895973,1748136171,40076821,1.941050916,51.512399,0.747733
8000,32,50945.68,50913,891,57212,100908180098,63345044774,1589314967,35619558,1.873064081,50.209737,0.722478
8000,32,55336.75,54910,1209,55211,109622051801,64449423774,1664998512,38150084,2.020525649,54.543459,0.775967
8000,32,52656.64,53245,1088,53451,104510576931,62989362828,1518209092,34089422,1.929339123,51.948886,0.694265
8000,64,61794.24,26017,1914,53070,122662148528,64239829920,1766003752,42184926,2.241418165,61.103445,0.675876
8000,64,55601.76,53756,2325,57446,110274045050,66500884095,1767355694,42804155,2.046460311,54.689146,0.893737
8000,64,59594.24,25435,2089,53735,118348711711,64725295345,1856399195,44725303,2.165959601,59.010392,0.564793
8000,64,56089.76,46717,2052,52244,111272463709,64862463158,1876432061,42026492,2.055497639,55.225888,0.847938
8000,64,67138.64,30374,2036,55436,133372231298,63882844006,1680489608,40197138,2.404918453,66.464111,0.655129
8000,128,72875.02,38863,2388,51217,144869045815,64886373976,1869564878,43025077,2.563227108,72.202884,0.653821
8000,128,65890.4,45134,2514,49576,130871798676,66068591459,2099980994,43813526,2.35415326,64.966577,0.903146
8000,128,67460.82,34976,2581,54172,134058749168,64292358756,1766534031,42454180,2.40175939,66.784761,0.658465
8000,128,66546.02,39010,2398,52622,132365190400,64625315777,1832757296,43904093,2.372326179,65.814446,0.714363
8000,128,63030.99,42364,2437,49529,125169246894,64814294753,1852121216,43375995,2.276735773,62.188209,0.825095
9000,1,58830.55,363110,226,58496,101043171983,83414839679,2120790915,66555454,47.529972595,51.94129,7.514075
9000,1,58225.1,363151,230,58336,100760345338,83295258435,2099278599,63616583,47.442956357,51.678874,7.157255
9000,1,59557.26,363430,272,69112,101795443710,83707819911,2177204050,69988031,47.800734857,52.5221,7.757702
9000,1,58901.97,363111,178,60580,100898276749,83320126924,2102319512,63759908,47.445087777,52.028597,7.508831
9000,1,59673.16,362981,286,61297,102088909034,83535495826,2144994941,68283213,47.968143099,52.611537,7.857349
9000,2,54305.72,190294,190,64668,98763144549,81414015995,1765804751,57747034,23.958232688,50.527697,4.122649
9000,2,54761.08,203256,254,66899,99421430749,81958338360,1868490980,64620141,23.994445967,50.967591,4.167218
9000,2,55090.19,207514,255,66890,99503676654,81977037733,1873446477,63304863,23.946965577,50.95659,4.497531
9000,2,57264.58,207013,196,62916,104579231667,80466372443,1825630350,58371728,25.298940548,53.439126,4.192373
9000,2,54662.18,197732,215,60332,98939053666,81768384852,1836816913,64570655,23.959695831,50.743883,4.319273
9000,4,49721.05,106864,256,70223,92167722521,83023042924,1800105757,65220872,11.371154299,47.251255,2.665919
9000,4,52251.6,104660,173,62209,98111825078,80667052191,1636422790,53745373,12.199298486,49.976212,2.470234
9000,4,55290.54,110641,213,64597,103804183378,79597617853,1672043815,58872308,12.87646502,52.991146,2.494386
9000,4,55852.08,107199,207,63826,104691845108,80108460757,1778454297,65046446,12.92592814,53.604602,2.432872
9000,4,49134.29,101555,169,60005,91530092762,82267880071,1652004695,57073210,11.357031133,46.812373,2.509276
9000,8,52577.76,67719,199,50491,100246273974,80317866676,1573100644,50288954,6.448482843,51.097159,1.606816
9000,8,49369.95,70493,205,50828,93720582738,82348550473,1676374030,60129194,5.98524793,47.848382,1.647764
9000,8,49291.38,74973,210,50354,94070350112,82009507726,1605481227,53247427,6.017133226,47.775786,1.641593
9000,8,49967.35,76179,195,48506,94572863410,82291227618,1659098712,59810138,6.036070064,48.441603,1.663338
9000,8,49744.88,71288,136,58402,94181202716,81707722647,1854777464,69463481,5.979281697,48.021974,1.847962
9000,16,54005.09,80788,227,57741,105441497540,81014090879,1709143600,47866411,3.499018038,52.839601,1.248841
9000,16,55092.45,79010,223,56090,107390714922,80872905778,1678809099,47974937,3.584302102,53.945839,1.246455
9000,16,57015.36,91830,214,55552,111547937740,80050659368,1685736079,46871499,3.694324822,55.817692,1.295569
9000,16,56359.38,89414,159,55248,110390965693,78550702750,1693822292,46792893,3.644203905,55.205764,1.238089
9000,16,55865.98,91896,273,55094,109132812704,80763008142,1650020099,43694748,3.624018704,54.706599,1.2439
9000,32,66819.54,68599,1504,61086,132784550468,80791181628,1835542753,41012539,2.410427647,65.810821,0.985398
9000,32,64653.44,63669,1189,61125,128339011516,80106008995,1984226578,42876281,2.328018212,63.87332,0.763609
9000,32,66257.62,68432,1448,65225,131636325633,82339231627,1970090505,42485942,2.361706752,65.395136,0.842439
9000,32,63597.15,67435,1223,60527,126338434344,81370188168,1967176096,43346208,2.276190889,62.696525,0.884402
9000,32,63665.35,63641,1293,59636,126416952280,83027411008,2105799266,46074085,2.28072912,62.780216,0.863847
9000,64,68669.57,25712,2222,54901,136523071594,79291370939,1842713740,40115763,2.454534706,68.097486,0.555571
9000,64,60277.59,41559,2173,55975,119699882623,84106044136,2009484879,44802555,2.178580173,59.435016,0.82351
9000,64,73725.97,28437,2055,63396,146550897490,79945998832,1971486982,43642142,2.616681216,73.035376,0.675799
9000,64,63047.0,41602,2213,56598,125229188509,80452823526,1834288458,40251612,2.282374165,62.249363,0.779966
9000,64,63413.61,29741,2289,60194,126053538800,83655320213,2172969310,49766897,2.27489065,62.74265,0.655884
9000,128,79041.61,43682,2471,60484,157163494600,80468365180,2066245878,45293829,2.785512548,78.280451,0.742511
9000,128,63743.87,66346,2534,53421,126537347147,84411959177,2061022324,48137537,2.316043806,62.812613,0.91166
9000,128,79861.72,46805,2462,55917,158713261329,80289493667,2023729129,42764263,2.855383431,79.102773,0.740559
9000,128,68233.66,37760,2510,66214,135483714635,83862630378,2532265219,57788305,2.429700611,67.476276,0.733763
9000,128,68670.86,52008,2492,57811,136413919749,80597579516,2102476523,46543051,2.449815996,67.871246,0.783345
10000,1,70489.21,403766,291,75139,123842071672,102091154827,2455847737,70281859,58.639647182,63.003797,8.177784
10000,1,70985.29,403750,243,70584,123403070714,101997492982,2436469401,70498407,58.502581923,63.324078,8.384796
10000,1,70919.21,403819,248,74612,123556139543,101941952673,2423439315,66971744,58.487803067,62.72095,8.962867
10000,1,71099.13,403811,325,74156,123538995215,101998563744,2434997270,69104146,58.497780521,62.758002,9.098478
10000,1,71337.3,404106,373,66864,123883408601,101841248580,2408518286,66453002,58.702147622,63.553341,8.55475
10000,2,65859.59,215102,172,72451,120656614991,99779126649,2041544646,59452892,29.337773781,61.542012,4.723291
10000,2,65995.95,217681,215,73088,120826799911,99915881798,2071369552,61433413,29.342093502,61.661388,4.740236
10000,2,61806.7,221933,180,70137,112000621466,101291918637,2063248258,62096236,27.153602237,57.480653,4.728498
10000,2,65814.96,223585,183,68844,120680785576,100005927255,2087091556,61637306,29.267105447,61.605468,4.601871
10000,2,65948.05,225350,314,69910,120879221948,100128237009,2110157908,65567574,29.315573304,61.577642,4.774399
10000,4,59411.59,118486,171,70522,111625410108,100406657831,1908019477,59437434,13.85554425,56.922398,2.697071
10000,4,59629.29,119061,242,72116,111933055484,100826241277,1995192812,67198556,13.84093916,57.069355,2.775999
10000,4,59620.82,125122,198,72828,111921269232,100814955821,1895003029,56499796,13.892850632,57.069595,2.764063
10000,4,66921.29,120270,210,67225,126651187752,98021009778,1932443677,59519246,15.707993572,64.365798,2.793921
10000,4,59294.84,118694,165,66981,111352848436,100309204309,1891324387,60454501,13.852310945,56.814391,2.697194
10000,8,59557.83,81125,170,57414,113685329122,100291878313,1798043797,55176657,7.259761164,57.857009,1.834929
10000,8,59697.99,88539,212,71600,114452310998,100953875691,1927416681,62874546,7.297535051,58.074883,1.750221
10000,8,66796.64,82798,171,69547,128004342272,95544274799,1824425731,56099472,8.173397102,64.930901,2.013244
10000,8,59674.82,85601,220,56843,113828697718,100613438766,1862929556,61397295,7.268376438,57.908179,1.911608
10000,8,63647.7,80609,211,53377,122499786597,98325492852,1783586846,46141265,7.833564075,61.992749,1.792585
10000,16,60198.1,97494,276,56965,118227489872,100828399874,1899256747,44242552,3.900466872,59.018046,1.269302
10000,16,68781.08,105726,189,54660,135062717400,98103357526,1949400308,45931602,4.40913647,67.434261,1.453562
10000,16,66122.88,100559,216,55261,130055688242,98995072080,1911029219,44832132,4.272818818,64.880874,1.34089
10000,16,60734.98,97424,248,56546,119350432492,101052704602,1944638637,47123547,3.950365687,59.484047,1.339554
10000,16,59914.98,90446,267,58076,116971499772,100655184856,1873374845,45137776,3.886644716,58.550034,1.465154
10000,32,77607.1,75463,1148,62548,154163455761,101107903281,2332616738,48006268,2.72472598,76.578511,1.005155
10000,32,78970.96,71543,1383,63630,156920373055,101557821638,2423887793,50704553,2.774125438,77.940694,1.00775
10000,32,76859.75,81827,1215,60733,152812299403,96223810684,1955103076,37665384,2.711032851,75.923958,0.920072
10000,32,77469.69,81023,1237,62250,153898556645,99793607171,2066993040,40749576,2.723664025,76.445204,1.001504
10000,32,77864.07,81172,1514,59518,154796696429,98237314245,1978209565,38821109,2.734566212,76.968222,0.883577
10000,64,86110.59,39958,2384,72946,171220828161,101977681264,2507346412,51443462,3.015367601,85.343998,0.748956
10000,64,72140.01,27358,1942,67486,143286506289,98834205228,2276667903,48441132,2.573325101,71.436206,0.690291
10000,64,78551.91,63142,2137,69973,156189210327,101430855673,2390711079,48480589,2.769837256,77.669503,0.865819
10000,64,73924.55,36137,2057,72955,146954984438,99622368438,2423419379,51381823,2.622255102,73.120554,0.791151
10000,64,80931.75,47478,2485,75177,160873176725,101600585841,2426737123,51160853,2.853593527,80.126068,0.788069
10000,128,89897.11,45590,2613,66794,178785933099,98064595181,2315556520,47677577,3.12190415,89.114131,0.767897
10000,128,78737.44,43095,2442,58857,156516972732,97087148793,2122671341,44141761,2.789910513,77.996304,0.725956
10000,128,78542.84,30447,2519,65796,156034122371,99866874488,2410726260,51854686,2.775271084,77.817425,0.709569
10000,128,84812.19,31232,2419,63572,168698588637,97323469137,2174384991,44379882,2.976622074,84.196521,0.601582
10000,128,86102.93,73924,2605,63376,171145562531,97935750543,2279193825,45928981,3.029836124,85.195911,0.887144
