threads,hashbits,cpu-cycles,cache-misses,page-faults,cpu-migrations,dTLB-load-misses,context-switches,time_elapsed,wall_time
32,1,27910920546,60796946,131305,3,15638269,101,9.0666,0.191708
32,2,30036298068,73391411,131338,3,15670676,97,9.12771,0.267735
32,3,26754499331,58704201,131405,2,15768108,84,9.05179,0.196723
32,4,24072504014,49065916,131528,1,15717703,78,8.9873,0.13128
32,5,21715768799,31229882,131794,1,15720687,77,8.94344,0.078548
32,6,21697619108,30132912,132305,1,15599370,70,8.97881,0.074127
32,7,21754424442,30965724,135391,1,15642928,74,8.95934,0.075281
32,8,22226319939,31910150,139528,1,15735986,67,9.138,0.076888
32,9,22071506825,32398245,147749,1,15773772,86,9.02324,0.079894
32,10,22333682209,32872125,163173,1,15891540,86,9.1076,0.078707
32,11,22500171106,33248845,164681,3,15940899,85,9.2662,0.078382
32,12,22739757451,33704184,165321,1,15650362,69,9.4345,0.078637
32,13,23604003508,36016545,166698,1,15657602,73,9.5678,0.090778
32,14,25643760261,41672225,169848,1,15988984,98,9.795,0.121136
32,15,29628392675,53271480,178658,1,17287617,211,10.2331,0.182779
32,16,35861255665,68974698,197425,20,21914623,16657,11.14059,0.259558
32,17,40528931914,83663297,228722,5,27107425,424,12.86449,0.279756
32,18,50938447313,101417307,280427,2,32420775,310,16.2013,0.33636
16,1,21167311767,29355200,131255,0,15492011,43,8.9764,0.12167
16,2,24109841018,53230040,131271,0,15507431,38,9.1294,0.25839
16,3,24279532168,49939946,131303,0,15467514,39,9.1495,0.276897
16,4,23903976511,49832256,131372,1,15569959,36,9.08175,0.229016
16,5,21973149813,41546149,131500,0,15503702,51,9.0502,0.157939
16,6,21367123404,29199952,131764,0,15564921,41,9.01949,0.126454
16,7,21335009490,29630047,132289,1,15409045,45,9.01662,0.125379
16,8,21287141082,30574787,135365,0,15391870,33,8.9973,0.12315
16,9,21388652093,31548089,139476,0,15471163,39,9.0396,0.12469
