threads,hashbits,cpu-cycles,cache-misses,page-faults,cpu-migrations,dTLB-load-misses,context-switches,time_elapsed,wall_time
32,1,111332141021,100022452,1336987,30,25555905,656,10.3275,1.504399
32,2,82894697663,87201571,1068467,31,22306876,455,9.86201,1.049784
32,3,76793663926,71147810,712297,28,20995091,431,9.7769,0.951063
32,4,60666697501,56803001,513220,31,19117207,330,9.49743,0.695483
32,5,52158635800,81739865,366278,30,17185923,272,9.38782,0.557963
32,6,43931437530,93694388,283274,28,17571907,257,9.2922,0.429939
32,7,38361472547,93803585,227811,30,16947918,209,9.1747,0.340668
32,8,33711635374,70924914,192462,30,16288347,190,9.105,0.26682
32,9,31341304883,59505620,166975,32,16737009,166,9.04643,0.234028
32,10,30524627063,51731802,150933,29,16481721,186,9.04999,0.224083
32,11,30468933782,46009291,142551,30,16074451,175,9.0938,0.223982
32,12,30616632748,45878445,140433,30,16072237,165,9.0855,0.220212
32,13,30846412321,46459425,142077,29,16422125,164,9.08096,0.225589
32,14,31250781028,47248737,149023,30,16500352,163,9.13507,0.228858
32,15,31627962281,48192266,164917,32,18620035,181,9.21945,0.230784
32,16,31656812901,49214904,164967,28,24072406,161,9.35674,0.232907
32,17,31862009547,50708488,165578,28,32359024,144,9.5229,0.233994
32,18,32806206100,53951591,167114,31,39300628,171,9.65254,0.244819
16,1,77201775480,95040087,817709,14,18471121,107,10.71084,1.900495
16,2,57490438351,82421250,668046,15,18008875,91,10.09397,1.275894
16,3,54781466552,74131116,437211,15,17135240,94,9.99905,1.187241
16,4,42510731275,57299959,351298,15,15913886,75,9.6136,0.798051
16,5,37877967610,83482841,273649,16,15727571,75,9.46907,0.64947
16,6,33065489213,92376679,228561,15,16222931,68,9.304,0.49939
16,7,30437874007,90095703,190951,16,15710232,66,9.23581,0.415005
16,8,28258995027,69698361,167996,15,16063674,70,9.1849,0.349111
16,9,27287415154,59765892,152228,16,16149781,70,9.165,0.32367
16,10,26792914486,52011787,142960,16,16187474,73,9.1502,0.311311
16,11,26722790655,45916505,138485,15,15643560,82,9.16242,0.304597
16,12,26734871359,45705411,138317,16,15924982,67,9.13997,0.301299
16,13,26923553978,46478390,140946,15,15684924,64,9.1708,0.305601
16,14,27161225607,47176189,148470,15,15733184,62,9.20593,0.310642
16,15,27451350485,48045191,164607,15,16021638,67,9.3063,0.313883
16,16,27497661519,49212632,164869,16,18104516,61,9.43498,0.308074
16,17,27667252107,50731358,165545,16,23000407,69,9.6034,0.306663
16,18,28160509993,53904446,167081,16,31650996,68,9.6789,0.321251
8,1,53083841507,99610388,554635,8,17881715,82,11.0709,2.266906
8,2,41708148928,95188922,490700,8,17215567,58,10.3593,1.540428
8,3,39718478506,83604459,363829,8,15876410,60,10.2186,1.411276
8,4,33520100705,67641319,291316,7,15755480,53,9.82778,1.014988
8,5,31377441231,84437481,229523,7,15991712,56,9.69966,0.876595
8,6,29429696171,90347084,190276,8,15643035,48,9.5813,0.758124
8,7,28417904319,87938386,164606,7,15539326,52,9.50675,0.699181
8,8,27292644491,68874781,150205,8,15549955,56,9.4695,0.628092
8,9,26763420270,58085007,141809,8,15588726,55,9.441,0.595441
8,10,26534994398,52074532,137413,7,16135147,58,9.41062,0.586271
8,11,26594466766,45797721,135759,7,15660786,65,9.46154,0.587471
8,12,26641216342,45565206,136725,8,15623395,56,9.43926,0.586113
8,13,26869222859,46439720,140174,7,15816696,57,9.4808,0.59642
8,14,27088366613,47466450,148074,7,16098220,50,9.50456,0.607934
8,15,27384888715,48839299,164421,8,16076368,60,9.62269,0.61607
8,16,27425484187,50052435,164805,8,17668711,51,9.7392,0.605489
8,17,27737485173,51763411,165528,8,23370599,55,9.9254,0.604163
8,18,28214483888,55873940,167064,7,31653187,55,9.98897,0.634081
4,1,38723129293,103077857,337354,5,15952527,50,11.5213,2.664628
4,2,31662538379,90142059,308818,4,16373008,48,10.6349,1.791474
4,3,31342846729,106389213,266355,3,15637115,47,10.5819,1.755766
4,4,29082684397,85630413,223367,3,16408400,41,10.289,1.459253
4,5,28480922582,84052979,184830,4,15508485,44,10.20133,1.391511
4,6,27806971493,85399145,161794,3,15499979,40,10.12278,1.306603
4,7,27589678495,85389436,147601,3,15560533,47,10.1019,1.274704
4,8,26756260201,67269834,140159,4,15517695,44,10.00339,1.180998
4,9,26477013971,57327771,136299,3,15757139,44,9.9843,1.142616
4,10,26425408027,51542437,134523,3,16084428,54,9.9919,1.134417
4,11,26444260172,45738164,134335,4,15874290,54,9.99828,1.141342
4,12,26533104588,45716408,135923,4,15745314,38,9.99549,1.146427
4,13,26785121929,46648709,139766,3,15900225,36,10.0468,1.174272
4,14,27035613073,48099686,147867,4,15680221,44,10.10909,1.194881
4,15,27305616317,49162346,164318,4,16181013,43,10.19054,1.212003
4,16,27446006828,50077308,164771,3,17668344,41,10.33864,1.190077
4,17,27615288688,51848471,165520,4,23002451,42,10.4798,1.179696
4,18,28207102817,57003164,167056,4,32356857,40,10.61571,1.257574
2,1,29717589293,99827676,215702,2,15935657,39,11.9094,3.101649
2,2,28789778419,92238721,211411,2,15659404,40,11.6696,2.84181
2,3,28515144361,95605093,203348,1,15639580,41,11.6,2.779593
2,4,27323496397,81458683,182898,2,15669711,38,11.31342,2.501101
2,5,26935669891,68322036,164502,2,15527621,41,11.2095,2.39722
2,6,26798874651,74302565,152666,2,15631865,38,11.1834,2.360629
2,7,26869747479,77546507,146852,3,15565518,43,11.19538,2.375483
2,8,26239083813,63659425,135057,2,15507421,43,11.0389,2.219746
2,9,26109702407,56522202,134149,2,16064491,46,11.00455,2.177374
2,10,26048075213,50286849,134689,1,15707740,53,11.01276,2.172652
2,11,26161759762,46130056,137003,2,15878509,52,11.0511,2.188663
2,12,26305100846,46041705,142380,2,15743870,41,11.0832,2.224838
2,13,26643633086,47519413,153206,2,15783835,42,11.1781,2.294097
2,14,26938593858,48698565,175112,1,15914233,42,11.27298,2.350789
2,15,27426185419,50005607,218886,1,16350475,42,11.4522,2.407732
2,16,27796223146,51664991,252336,2,18165101,43,11.62333,2.439663
2,17,27918840561,52888912,248738,2,23374463,44,11.7163,2.420944
2,18,28715735169,59118772,250829,2,32095362,44,12.0074,2.61457
1,1,22775819921,28727074,145972,1,15442879,29,11.4317,2.630768
1,2,22777073876,28751235,145970,0,15470221,30,11.43264,2.630877
1,3,22786904113,28759033,145985,2,15450916,31,11.4394,2.642634
1,4,22813153706,28759349,146187,1,15450414,33,11.45066,2.640213
1,5,22974572193,28613601,146208,1,15813518,29,11.53448,2.702341
1,6,22872122007,28253091,147148,1,15505283,34,11.4817,2.686697
1,7,22907072946,28284161,147266,1,15539128,36,11.4983,2.696839
1,8,22828897821,28300128,131814,1,15520017,37,11.4612,2.617378
1,9,22775081119,28545213,132412,1,15492524,35,11.4324,2.613152
1,10,22851225872,29104731,133605,1,15592177,39,11.4742,2.638277
1,11,23046265123,30323585,135970,1,15710523,47,11.5725,2.700197
1,12,23106935532,31819343,140824,1,15594152,35,11.59608,2.760917
1,13,23438971083,32750102,151485,1,15864129,31,11.7685,2.884001
1,14,23716068414,33327716,169627,1,15745835,33,11.9053,2.988822
1,15,24232383508,34324705,207991,1,16148174,34,12.1658,3.126086
1,16,25580747244,39301149,263160,1,18959745,32,12.84,3.677114
1,17,25213678591,41098956,231201,1,23096676,29,12.65576,3.385027
1,18,29712416558,58063752,365711,1,33117363,37,14.90718,5.516077
