threads,hashbits,cpu-cycles,cache-misses,page-faults,cpu-migrations,dTLB-load-misses,context-switches,time_elapsed,wall_time
16,1,21928808026,28814727,131255,17,15838811,69,9.0296,0.146105
16,2,24034111846,28803003,131271,17,15697914,80,9.17557,0.248956
16,3,23656866781,28771409,131303,16,15672361,80,9.14617,0.219829
16,4,23249662778,28655833,131373,16,15796530,72,9.14932,0.201052
16,5,21888088943,28516851,131496,17,15900603,74,9.07494,0.14541
16,6,22008482079,29260754,131756,16,16096710,81,9.228,0.137013
16,7,21808452534,30117562,132282,17,15865591,86,9.09209,0.136753
16,8,21918384178,31132903,135358,17,15859604,72,9.07969,0.13907
16,9,22097291680,31852408,139476,17,15892894,68,9.11683,0.142215
16,10,22249679099,32182262,147705,17,15996065,75,9.14088,0.145627
16,11,22531644751,32753686,163144,17,16167571,68,9.2352,0.148912
16,12,22664277158,33405834,164646,17,16029737,70,9.40465,0.14202
16,13,23013618352,35611227,165351,17,15791935,71,9.57097,0.142985
16,14,25912195913,40876784,166697,16,15942013,72,9.897,0.219611
16,15,26119421883,50175527,169793,17,17069954,92,9.9902,0.220683
16,16,28617470385,62033221,178342,17,20913154,1481,10.51988,0.270789
16,17,32472439928,75362108,196534,17,26883080,16002,11.50533,0.347858
16,18,37077737401,93537565,227464,17,31873875,15879,13.2872,0.453283
8,1,21250330575,28561940,131229,8,15521554,57,9.1491,0.228331
8,2,21803458760,28630956,131236,8,15405342,48,9.19372,0.282005
8,3,21735643127,28574097,131252,8,15431884,42,9.2251,0.26357
8,4,22267334850,28602651,131285,9,15461076,51,9.23724,0.299985
8,5,21628184873,28415284,131355,8,15463249,52,9.1998,0.254061
8,6,21378838881,28476436,131477,9,15481073,52,9.17193,0.235246
8,7,21413757700,29140546,131734,8,15538095,55,9.1884,0.234354
8,8,21487361534,30108683,132262,8,15539699,62,9.2289,0.233295
8,9,21387706335,31046740,135337,9,15397156,46,9.16986,0.235854
8,10,21512763365,31806149,139467,8,15463472,41,9.2116,0.239227
8,11,21650800883,32149975,147710,8,15561231,48,9.2661,0.24045
8,12,21905972035,32715687,163166,8,15638671,43,9.3534,0.245923
8,13,21876721062,33249608,164686,9,15688137,46,9.46719,0.229265
8,14,22153458619,35405902,165374,9,15625211,49,9.65178,0.222476
8,15,23370937195,40799577,166760,8,15876648,58,9.7905,0.289725
8,16,25285196141,50169149,169823,8,16853146,50,10.10048,0.385305
8,17,25626503509,61785647,178106,9,20581660,54,10.5387,0.348663
8,18,28292641371,74557089,196501,8,26018595,465,11.4448,0.408646
4,1,22879881039,28562904,131219,5,15448852,43,9.766,0.641997
4,2,21517357609,28545167,131222,3,15400762,34,9.4457,0.511004
4,3,21560902251,28856832,138001,4,15414979,42,9.4229,0.48971
4,4,21753344276,28564584,131245,4,15452640,39,9.43071,0.521244
4,5,21619551408,28423201,131279,4,15451065,31,9.41911,0.497578
4,6,21673019736,28203584,131345,4,15544480,39,9.55,0.458748
4,7,21340903981,28458861,131470,3,15530079,41,9.38134,0.456609
4,8,21317636563,28991749,131729,4,15536386,43,9.38344,0.451589
4,9,21401237616,29882341,132252,5,15411340,47,9.421,0.454734
4,10,21414240831,30972834,135333,4,15457762,33,9.40819,0.46063
4,11,21445630556,31715757,139448,4,15521066,33,9.40959,0.464382
4,12,21667549378,32729295,154340,5,15601406,39,9.5014,0.474049
4,13,21821020587,32989271,163277,4,15631178,36,9.5573,0.478465
4,14,21988054940,34206479,164722,4,15632806,36,9.6926,0.465573
4,15,23028769838,37403740,165458,3,15852149,37,9.9734,0.547816
4,16,23845553007,43453996,166932,4,16800283,36,10.1718,0.624613
4,17,24164734427,53178182,169998,5,20416623,41,10.3625,0.609739
4,18,27423282271,65605813,177576,4,25366840,61,11.08382,0.913439
2,1,22065220620,28521858,131211,2,15381983,33,10.0342,1.123652
2,2,21409856347,28515256,131213,1,15368831,28,9.85306,0.945156
2,3,21214741460,28528639,131217,2,15384884,29,9.78272,0.88475
2,4,21245308219,28519576,131226,2,15425754,31,9.79092,0.88824
2,5,21306031059,28114494,131242,2,15403622,27,9.81739,0.895625
2,6,21654908316,28091552,131277,2,15447664,28,9.984,0.90441
2,7,21613889076,28174341,131341,2,15438065,32,9.969,0.899028
2,8,21296000033,28461178,131572,2,15535947,34,9.81534,0.892804
2,9,21369574028,29051495,131731,2,15551068,40,9.8516,0.89247
2,10,21378720435,29872998,132257,2,15449031,44,9.85374,0.894957
2,11,21379688287,31021530,135333,2,15515812,29,9.83461,0.910746
2,12,21509639945,32127514,139457,2,15574193,30,9.8836,0.932996
2,13,21692164726,32700564,147739,1,15589120,31,9.95096,0.956807
2,14,21983529119,33569793,163512,2,15652097,32,10.06867,0.993077
2,15,22673546055,35259722,164812,2,15862291,37,10.3379,1.074299
2,16,23331995146,38793431,165644,2,16808952,38,10.58273,1.16412
2,17,23321814183,45227017,167308,1,20437571,32,10.6347,1.100773
2,18,24371174441,55768224,170639,2,25144270,34,11.00581,1.25878
1,1,21205915764,28531623,131209,1,15367472,22,10.64921,1.745194
1,2,21532527488,28515664,131215,1,15398047,29,10.811,1.744767
1,3,21230604780,28537434,131215,1,15388485,25,10.66119,1.747442
1,4,21221945981,28460898,131223,0,15370874,27,10.65729,1.747061
1,5,21205387211,28489302,131239,1,15383160,32,10.64829,1.748372
1,6,21285635039,27973180,131271,1,15388495,24,10.68879,1.782058
1,7,21267586179,27993446,131336,1,15431222,26,10.6798,1.775438
1,8,21252401365,28084336,131464,1,15463592,31,10.67251,1.761368
1,9,21270783536,28360866,131724,1,15491587,33,10.67973,1.761036
1,10,21275103649,28869369,132242,1,15579822,31,10.68416,1.765529
1,11,21406426846,30044524,133277,1,15594371,38,10.75158,1.792267
1,12,21425732963,31563489,135334,1,15553080,25,10.7589,1.836213
1,13,21689051096,32481502,139498,1,15620134,25,10.8914,1.90925
1,14,21849166185,33038332,147785,1,15628859,25,10.969,1.972019
1,15,22717951749,34111321,207948,1,16010483,29,11.403,2.102644
1,16,22889834514,35747316,202226,1,17092877,26,11.486,2.070083
1,17,22863921521,39508947,192353,1,20482680,31,11.4758,2.072515
1,18,23808686328,46509650,233924,1,25286316,31,11.94953,2.414186
