16,1,1.256705
16,1,1.277021
16,1,1.276648
16,1,1.277018
16,1,1.272808
16,2,0.912301
16,2,0.907633
16,2,0.909063
16,2,0.901881
16,2,0.903992
16,3,0.782462
16,3,0.781640
16,3,0.779029
16,3,0.785233
16,3,0.785964
16,4,0.590078
16,4,0.589780
16,4,0.589931
16,4,0.594859
16,4,0.589528
16,5,0.479657
16,5,0.479021
16,5,0.481475
16,5,0.480854
16,5,0.480039
16,6,0.392713
16,6,0.392396
16,6,0.392185
16,6,0.391635
16,6,0.391525
16,7,0.346593
16,7,0.347498
16,7,0.345481
16,7,0.346525
16,7,0.345479
16,8,0.310095
16,8,0.309977
16,8,0.310655
16,8,0.309804
16,8,0.310408
16,9,0.293397
16,9,0.293385
16,9,0.294922
16,9,0.294790
16,9,0.292773
16,10,0.290551
16,10,0.290536
16,10,0.291729
16,10,0.291131
16,10,0.290747
16,11,0.295538
16,11,0.296983
16,11,0.305142
16,11,0.296972
16,11,0.296994
16,12,0.297604
16,12,0.297180
16,12,0.296669
16,12,0.305758
16,12,0.297223
16,13,0.307873
16,13,0.307754
16,13,0.307280
16,13,0.305973
16,13,0.305769
16,14,0.326256
16,14,0.321555
16,14,0.322604
16,14,0.317460
16,14,0.316318
16,15,0.334900
16,15,0.334794
16,15,0.334957
16,15,0.335061
16,15,0.334880
16,16,0.349880
16,16,0.349502
16,16,0.349317
16,16,0.349194
16,16,0.351341
16,17,0.377935
16,17,0.379070
16,17,0.377808
16,17,0.392779
16,17,0.378770
16,18,0.427538
16,18,0.355097
16,18,0.352832
16,18,0.427492
16,18,0.428410
8,1,1.540993
8,1,1.563759
8,1,1.563565
8,1,1.533540
8,1,1.549753
8,2,1.112132
8,2,1.113809
8,2,1.114711
8,2,1.117357
8,2,1.136047
8,3,1.024853
8,3,1.017581
8,3,1.018356
8,3,1.024920
8,3,1.024967
8,4,0.698889
8,4,0.700907
8,4,0.702963
8,4,0.705406
8,4,0.699857
8,5,0.608021
8,5,0.605320
8,5,0.607476
8,5,0.607532
8,5,0.610188
8,6,0.532419
8,6,0.532431
8,6,0.532483
8,6,0.530225
8,6,0.528931
8,7,0.488518
8,7,0.490000
8,7,0.490173
8,7,0.490319
8,7,0.489715
8,8,0.460698
8,8,0.460455
8,8,0.460662
8,8,0.460492
8,8,0.460988
8,9,0.449135
8,9,0.449003
8,9,0.448658
8,9,0.448293
8,9,0.448052
8,10,0.442079
8,10,0.444030
8,10,0.444304
8,10,0.445810
8,10,0.451343
8,11,0.453849
8,11,0.454206
8,11,0.454162
8,11,0.453615
8,11,0.448230
8,12,0.443245
8,12,0.443235
8,12,0.442261
8,12,0.442779
8,12,0.442957
8,13,0.448521
8,13,0.448604
8,13,0.448007
8,13,0.448556
8,13,0.448001
8,14,0.456449
8,14,0.456991
8,14,0.456533
8,14,0.455818
8,14,0.464132
8,15,0.464181
8,15,0.464869
8,15,0.463146
8,15,0.473584
8,15,0.464959
8,16,0.454345
8,16,0.454830
8,16,0.454535
8,16,0.463328
8,16,0.454063
8,17,0.528409
8,17,0.543389
8,17,0.529081
8,17,0.527441
8,17,0.537845
8,18,0.489124
8,18,0.503980
8,18,0.492550
8,18,0.488455
8,18,0.491752
4,1,1.527887
4,1,1.541608
4,1,1.544457
4,1,1.529264
4,1,1.526203
4,2,1.214570
4,2,1.220716
4,2,1.207746
4,2,1.216673
4,2,1.218328
4,3,1.158756
4,3,1.170800
4,3,1.175592
4,3,1.164891
4,3,1.174333
4,4,1.016093
4,4,1.005627
4,4,1.007702
4,4,1.006573
4,4,1.007568
4,5,0.953687
4,5,0.955673
4,5,0.954471
4,5,0.955280
4,5,0.954985
4,6,0.907873
4,6,0.907858
4,6,0.908350
4,6,0.907065
4,6,0.905443
4,7,0.884808
4,7,0.885052
4,7,0.887717
4,7,0.883739
4,7,0.884817
4,8,0.855285
4,8,0.856022
4,8,0.856133
4,8,0.855185
4,8,0.855226
4,9,0.845019
4,9,0.844079
4,9,0.842506
4,9,0.845174
4,9,0.845157
4,10,0.844182
4,10,0.842913
4,10,0.843106
4,10,0.843152
4,10,0.843039
4,11,0.847608
4,11,0.846279
4,11,0.847488
4,11,0.847345
4,11,0.847583
4,12,0.848493
4,12,0.849637
4,12,0.848452
4,12,0.848710
4,12,0.844419
4,13,0.863030
4,13,0.863944
4,13,0.864372
4,13,0.862550
4,13,0.863353
4,14,0.878491
4,14,0.880279
4,14,0.878785
4,14,0.891601
4,14,0.879962
4,15,0.895983
4,15,0.901249
4,15,0.898369
4,15,0.899973
4,15,0.898843
4,16,0.879148
4,16,0.884840
4,16,0.884523
4,16,0.884934
4,16,0.884384
4,17,0.889500
4,17,0.888712
4,17,0.890296
4,17,0.891764
4,17,1.054648
4,18,0.975970
4,18,0.979071
4,18,0.977979
4,18,0.977753
4,18,0.978594
2,1,1.878095
2,1,1.880591
2,1,1.875422
2,1,1.917451
2,1,1.870674
2,2,1.871098
2,2,1.863352
2,2,1.878581
2,2,1.843238
2,2,1.844375
2,3,1.843761
2,3,1.829683
2,3,1.837688
2,3,1.832800
2,3,1.839535
2,4,1.710213
2,4,1.698878
2,4,1.694961
2,4,1.697412
2,4,1.696546
2,5,1.647632
2,5,1.645705
2,5,1.647414
2,5,1.649200
2,5,1.651123
2,6,1.602735
2,6,1.610198
2,6,1.607724
2,6,1.602668
2,6,1.607799
2,7,1.598629
2,7,1.597224
2,7,1.598945
2,7,1.597577
2,7,1.592766
2,8,1.563718
2,8,1.565636
2,8,1.562943
2,8,1.563580
2,8,1.564730
2,9,1.552260
2,9,1.550420
2,9,1.546936
2,9,1.546928
2,9,1.545702
2,10,1.554600
2,10,1.556548
2,10,1.555960
2,10,1.554818
2,10,1.555060
2,11,1.562773
2,11,1.561180
2,11,1.560184
2,11,1.561242
2,11,1.562875
2,12,1.576537
2,12,1.580482
2,12,1.581428
2,12,1.579352
2,12,1.581133
2,13,1.627295
2,13,1.629677
2,13,1.629800
2,13,1.633840
2,13,1.639296
2,14,1.673513
2,14,1.668315
2,14,1.670241
2,14,1.689171
2,14,1.667682
2,15,1.702643
2,15,1.699491
2,15,1.699688
2,15,1.699140
2,15,1.700137
