8000,4,MiB Mem :  15690.9 total,   6266.5 free,   7288.6 used,   3073.6 buff/cache     
8000,4,MiB Mem :  15690.9 total,   6256.4 free,   7298.8 used,   3073.2 buff/cache     
8000,8,MiB Mem :  15690.9 total,   6243.4 free,   7311.8 used,   3073.2 buff/cache     
8000,8,MiB Mem :  15690.9 total,   6248.5 free,   7306.5 used,   3076.6 buff/cache     
8000,8,MiB Mem :  15690.9 total,   6237.9 free,   7317.0 used,   3080.6 buff/cache     
8000,8,MiB Mem :  15690.9 total,   6230.4 free,   7324.5 used,   3078.7 buff/cache     
8000,8,MiB Mem :  15690.9 total,   6238.6 free,   7316.4 used,   3078.6 buff/cache     
8000,16,MiB Mem :  15690.9 total,   6235.6 free,   7319.3 used,   3078.7 buff/cache     
8000,16,MiB Mem :  15690.9 total,   6427.5 free,   7127.7 used,   3076.1 buff/cache     
8000,16,MiB Mem :  15690.9 total,   6432.7 free,   7122.5 used,   3075.8 buff/cache     
8000,16,MiB Mem :  15690.9 total,   6443.4 free,   7111.8 used,   3075.6 buff/cache     
8000,16,MiB Mem :  15690.9 total,   6435.1 free,   7120.1 used,   3075.6 buff/cache     
8000,32,MiB Mem :  15690.9 total,   6438.3 free,   7116.8 used,   3075.7 buff/cache     
8000,32,MiB Mem :  15690.9 total,   6401.9 free,   7153.3 used,   3075.5 buff/cache     
8000,32,MiB Mem :  15690.9 total,   6358.2 free,   7197.0 used,   3124.6 buff/cache     
8000,32,MiB Mem :  15690.9 total,   6357.0 free,   7198.3 used,   3125.0 buff/cache     
8000,32,MiB Mem :  15690.9 total,   6325.4 free,   7229.8 used,   3128.0 buff/cache     
9000,1,MiB Mem :  15690.9 total,   6373.5 free,   7181.6 used,   3129.3 buff/cache     
9000,1,MiB Mem :  15690.9 total,   6434.4 free,   7120.8 used,   3118.2 buff/cache     
9000,1,MiB Mem :  15690.9 total,   6430.9 free,   7124.2 used,   3128.4 buff/cache     
9000,1,MiB Mem :  15690.9 total,   6424.5 free,   7130.5 used,   3121.3 buff/cache     
9000,1,MiB Mem :  15690.9 total,   6451.4 free,   7103.5 used,   3114.5 buff/cache     
9000,2,MiB Mem :  15690.9 total,   6321.3 free,   7233.5 used,   3128.0 buff/cache     
9000,2,MiB Mem :  15690.9 total,   6353.1 free,   7201.7 used,   3130.8 buff/cache     
9000,2,MiB Mem :  15690.9 total,   6426.2 free,   7127.3 used,   3138.1 buff/cache     
9000,2,MiB Mem :  15690.9 total,   6360.8 free,   7192.7 used,   3161.1 buff/cache     
9000,2,MiB Mem :  15690.9 total,   6324.8 free,   7228.4 used,   3154.1 buff/cache     
9000,4,MiB Mem :  15690.9 total,   6355.7 free,   7197.5 used,   3143.6 buff/cache     
9000,4,MiB Mem :  15690.9 total,   6230.4 free,   7320.9 used,   3147.4 buff/cache     
9000,4,MiB Mem :  15690.9 total,   6204.6 free,   7346.7 used,   3137.1 buff/cache     
9000,4,MiB Mem :  15690.9 total,   6244.2 free,   7307.2 used,   3136.5 buff/cache     
9000,4,MiB Mem :  15690.9 total,   6298.1 free,   7253.2 used,   3137.1 buff/cache     
9000,8,MiB Mem :  15690.9 total,   6363.2 free,   7188.1 used,   3138.2 buff/cache     
9000,8,MiB Mem :  15690.9 total,   6385.5 free,   7165.9 used,   3128.0 buff/cache     
9000,8,MiB Mem :  15690.9 total,   6386.5 free,   7164.5 used,   3142.4 buff/cache     
9000,8,MiB Mem :  15690.9 total,   6404.7 free,   7146.4 used,   3131.3 buff/cache     
9000,8,MiB Mem :  15690.9 total,   6402.1 free,   7149.0 used,   3130.8 buff/cache     
9000,16,MiB Mem :  15690.9 total,   6375.8 free,   7175.2 used,   3131.1 buff/cache     
